Sentences,Logic-words
"Time after time, creatures, even those once thought useless or harmful, are found to play crucial roles in natural systems.","['once', 'or', 'after']"
"Predators driven to extinction no longer keep populations of potential pests in check, earthworms or termites killed by pesticides no longer aerate soils, mangroves cut for firewood no longer protect coastlines from the erosive force of the sea.",['or']
"In opposing the 1970 Clean Air Act, the United States automobile industry argued that meeting the act' s standards for automobile emissions was neither economically feasible nor environmentally necessary.","['neither,nor', 'nor']"
"However, the catalytic converter, invented in 1967, enabled automakers to meet the 1970 standards efficiently.",['however']
The automakers contend that these new restrictions would be overly expensive and unnecessary to efforts to curb air pollution.,['and']
"This has meant lost orders, costly delays, and a scramble for alternatives, such as air freight, all of which are costlier.","['as', 'and']"
"Moreover, the revenues of exporters in Country X will probably continue to decline in the near future.",['moreover']
"This is because other countries are likely to find it increasingly unprofitable to export their goods to Country X, and because __.","['and', 'because']"
"This failure of the foot to assume its natural arch, if it persists past early childhood can sometimes result in discomfort and even pain later in life.","['and', 'later']"
"This suggests that insomniacs do not need drugs that alter their biochemistry, but rather need psychotherapy to help them alleviate the stress causing their insomnia.","['but', 'rather']"
Biotechnology companies say that voluntary guidelines for their industry are sufficient to ensure that no harm will result when a genetically altered organism is released into the environment.,['when']
"It is foolish, however, to rely on assurances from producers of genetically altered organisms that their products will not be harmful.",['however']
All art criticism is political because all art has political implications.,['because']
"But those critics who attempt a purely aesthetic evaluation of a work, and ttherefore ignore the work' s political implications, necessarily, though perhaps inadvertently, end up endorsing the politics of the artist.","['though', 'but', 'and']"
"Claude: When I' m having lunch with job candidates, I watch to see if they salt their food without first tasting it.",['when']
"If they do, I count that against them, because they' re making decisions based on inadequate information.",['because']
"It' s perfectly reasonable for me to wear a sweater whenever I go into a supermarket, because I already know supermarkets are always too cool inside to suit me.",['because']
"And I never open a credit card offer that comes in the mail, because I already know that no matter how low its interest rate may be, it will never be worthwhile for me.","['and', 'because']"
"However, for an entire week ,, the final week of the theater' s operation, after the announcement of the impending closure ,, the place was sold out every night and made a healthy profit.","['however', 'and', 'after']"
"Journalist: Some critics argue that as the entertainment value of news reporting increases, the caliber of that reporting decreases.",['as']
Yet the greatest journalists have been the most entertaining.,['yet']
So these critics are mistaken.,['so']
"Advertisement: Ten years ago, the Cormond Hotel' s lobby was carpeted with Duratex carpet while the lobby of a nearby hotel was being carpeted with our competitor' s most durable carpet.",['while']
"Today, after a decade in which the two hotels have had similar amounts of foot traffic through their lobbies, that other hotel is having to replace the worn,out carpeting near its lobby entrances, whereas the Cormond' s Duratex carpeting has years of wear left in it.","['whereas', 'after']"
Economist: A tax is effective if it raises revenue and burdens all and only those persons targeted by the tax.,['and']
"A tax is ineffective, however, if it does not raise revenue and it costs a significant amount of money to enforce.","['however', 'and']"
"Since the board' s primary mission is to safeguard the economic health of the corporation rather than to make its executives rich, this way of setting executives' salaries is expected to prevent excessively large salaries.","['rather', 'since']"
"But, clearly, this expectation is based on poor reasoning.",['but']
"After all, most members of a corporation' s board are themselves executives of some corporation and can expect to benefit from setting generous benchmarks for executives' salaries.","['and', 'after']"
"At Law Practice, Inc. , last year the average annual salary for attorneys was $75, 000, while the average salary for paralegals was $50, 000.",['while']
But water should not be supplied by private companies.,['but']
"After all, clean water is essential for human health, and the purpose of a private company is to produce profit, not to promote health.","['and', 'after']"
Brittany' s dog loves playing fetch and loves protecting her home.,['and']
"In a recent experiment, researchers concluded that the phenomenon known as runner' s high was caused by a biochemical reaction in the brain.",['as']
"These runners not only felt euphoric after running, but they had a higher pain tolerance than the average person as well.","['but', 'as', 'as well', 'after']"
"All too many weaklings are also cowards, and few cowards fail to be fools.","['and', 'also']"
Thus there must be at least one person who is both a weakling and a fool.,"['and', 'thus']"
"A mechanized factory with over 3000 separate conveyor belts wants to minimize the cost associated with maintenance, repair, and replacement of these belts.",['and']
"The conveyer belts currently are composed vulcanized rubber around a cotton web base, but the factory owners are investigating new plastic polymer design.",['but']
"Compared to the current rubbercotton belts, the plastic polymer belts are lighter and easier to move, so operating the conveyor belts made of plastic polymer would consume less electric energy.","['and', 'so']"
"A change from rubbercotton belts to plastic polymer belts would require minor modification to some of the drive cylinders of the conveyor belts, but the costs of these changes are negligible.",['but']
Either food scarcity or excessive hunting can threaten a population of animals.,"['either,or', 'or']"
"If the group faces food scarcity, individuals in the group will reach reproductive maturity later than otherwise.","['otherwise', 'later']"
"If the group faces excessive hunting, individuals that reach reproductive maturity earlier will come to predominate.",['earlier']
"Ttherefore, it should be possible to determine whether prehistoric mastodons became extinct because of food scarcity or human hunting, since there are fossilized mastodon remains from both before and after mastodon populations declined, and __.","['and', 'because', 'or', 'before', 'after', 'since', 'before and after']"
"Several large retailers have selected Aroca City as the site for huge new stores, and these are certain to draw large numbers of shoppers from neighboring municipalities, where sales are taxed at rates of six percent and more.","['as', 'and']"
"Advertisement: At most jewelry stores, the person assessing the diamond is the person selling it, so you can see why an assessor might say that a diamond is of higher quality than it really is.",['so']
"But because all diamonds sold at Gem World are certified in writing, you' re assured of a fair price when purchasing a diamond from Gem World.","['but', 'when', 'because']"
"When the Pinecrest Animal Shelter, a charitable organization, was in danger of closing because it could not pay for important repairs, its directors appealed to the townspeople to donate money that would be earmarked to pay for those repairs.","['when', 'because']"
"Since more funds were ultimately donated than were used for the repairs, the directors plan to donate the surplus funds to other animal shelters.","['ultimately', 'since']"
"But before doing so, the directors should obtain permission from those who made the donations.","['but', 'so', 'before']"
Good communication between scientists and the public is necessary to spark that excitement.,['and']
Feathers recently taken from seabirds stuffed and preserved in the 1880s have been found to contain only half as much mercury as feathers recently taken from living birds of the same species.,"['as', 'and']"
"Since mercury that accumulates in a seabird' s feathers as the feathers grow is derived from fish eaten by the bird, these results indicate that mercury levels in saltwater fish are higher now than they were 100 years ago.","['as', 'since']"
"One group received only medication M, and the other received only medication N. The only people whose athlete' s foot was cured had been given medication M. Reporter: This means, then, that if anyone in the study had athlete' s foot that was not cured, that person did not receive medication M.Many nursing homes have prohibitions against having pets, and these should be lifted.","['then', 'and']"
"A pet can also make one' s time at a home more rewarding, which will be important to more people as the average life span of our population increases.","['as', 'also']"
"Alissa: If, as the mayor says, the city can no longer continue to fund both the children' s museum and local children' s television programming, then it should cease funding the television programming.","['then', 'as', 'and']"
"Greta: We should stop funding the museum, not the television programming, because, as the mayor has also pointed out, the museum reaches a much smaller audience.","['as', 'also', 'because']"
"Since there is no feasible way to increase the available funds, our only choice is to decrease expenditures.",['since']
The plan before you outlines feasible cuts that would yield savings of a billion dollars over the coming fiscal year.,['before']
"Historian: Leibniz, the seventeenth,century philosopher, published his version of calculus before Newton did.",['before']
"But then Newton revealed his private notebooks, which showed he had been using these ideas for at least a decade before Leibniz' s publication.","['but', 'then', 'before']"
Newton also claimed that he had disclosed these ideas to Leibniz in a letter shortly before Leibniz' s publication.,"['also', 'before']"
Yet close examination of the letter shows that Newton' s few cryptic remarks did not reveal anything important about calculus.,['yet']
"Thus, Leibniz and Newton each independently discovered calculus.","['and', 'thus']"
"Consequently, the strategy to maximize overall profit from a new product is to charge less than the greatest possible price.","['consequently', 'overall']"
"On the contrary, a comparison of the most recent survey of the park' s wildlife with one conducted just prior to the development shows that the amount of wildlife has in fact increased over the intervening decade.","['on the contrary', 'in fact']"
"Moreover, the park' s resources can support its current wildlife populations without strain.",['moreover']
"In one region, agriculturists are attempting to improve nutrition by encouraging farmers to plant a new variety of sweet potato called SPK004 that is rich in beta,carotene, which the body converts into vitamin A. The plan has good chances of success, since sweet potato is a staple of the region' s diet and agriculture, and the varieties currently grown contain little beta,carotene.","['and', 'since']"
"Economist: Ordinarily, when energy efficiency improves, less energy is used to satisfy the same needs.",['when']
"So presumably, if a country improves its energy efficiency, then ordinarily its energy consumption should decrease.","['then', 'so', 'if,then']"
"Yet empirical data show that as a country' s energy efficiency increases, energy consumption there either rises or stays the same.","['yet', 'as', 'either,or', 'or']"
"College is increasingly unaffordable for everyone that is not independently wealthy, outpacing inflation every year since the early 1970s.",['since']
"In 1971, tuition cost less than $2, 000, even after adjusting for inflation.",['after']
"Fortunately, with the advent of the Internet, independent learning is easier than ever before.",['before']
"Students can learn hard skills online for relatively minimal costs, like coding and web design.",['and']
"Online courses can also replicate a traditional college education, with options such as math, science, and liberal arts courses.","['as', 'and', 'also']"
"As a result, high school students would be wise to weigh their options before choosing to attend a traditional four,y ear college.","['as', 'as a result', 'before']"
"Since 20 advertisements were released by company T in 2006, no more than one,quarter of them featured the computer manuals published by company T in 2005.Newspaper editorial: In an attempt to reduce the crime rate, the governor is getting tough on criminals and making prison conditions harsher.","['and', 'since']"
"However, this action is clearly counter to the governor' s ultimate goal, since after being released from prison, inmates who had taken such courses committed far fewer crimes overall than other inmates.","['however', 'overall', 'after', 'since']"
"However, it is clear that some residents did switch to phosphate,free detergents, since phosphate pollution from the municipal wastewater treatment plant decreased significantly in the past year.","['however', 'since']"
A primate jawbone found in Namibia in southern Africa has been identified by anthropologists as that of an ape that lived between 10 million and 15 million years ago.,"['as', 'and']"
"Consequently, the dry, treeless expanses now dominating the landscape in and around Namibia must have replaced an earlier, heavily forested terrain.","['and', 'consequently', 'earlier']"
"Statistics, however, show that there has been no increase in economic activity in those regions since then, but that there has been noticeably more spending in the urban areas.","['but', 'however', 'then', 'since']"
"Many employers who pay their workers the current minimum wage argue that if it is raised, unemployment will increase because they will no longer be able to afford to employ as many workers.","['as', 'because']"
"Sometimes when a long document needs to be translated quickly, several translators are put to work on the job, each assigned to translate part of the document.",['when']
"In these cases, the result is usually a translation marked by different and often incompatible writing styles.",['and']
Certain computer programs for language translation that work without the intervention of human translators can finish the job faster than human translators and produce a stylistically uniform translation with an 80 percent accuracy rate.,['and']
"Ttherefore, when a long document needs to be translated quickly, it is better to use a computer translation program than human translators.",['when']
"Hence, shedding tears removes significant quantities of these hormones from the body.",['hence']
"While Robbins understands the art of Stuart too well to dismiss it, she does not understand it well enough to praise it.",['while']
When adults toss balls to very young children they generally try to toss them as slowly as possible to compensate for the children' s developing coordination.,"['as', 'when']"
"But recent studies show that despite their developing coordination, children actually have an easier time catching balls that are thrown at a faster speed.",['but']
"Advertisers have learned that people are more easily encouraged to develop positive attitudes about things toward which they originally have neutral or even negative attitudes if those things are linked, with pictorial help rather than exclusively through prose, to things about which they already have positive attitudes.","['rather', 'or']"
"Only some strains of the tobacco plant are naturally resistant to tobacco mosaic virus, never becoming diseased even when infected.",['when']
"When resistant strains were experimentally infected with the virus, levels of naturally occurring salicylic acid in these plants increased fivefold, no such increase occurred in the nonresistant plants.",['when']
"In a second experiment, 50 nonresistant tobacco plants were exposed to tobacco mosaic virus, and 25 of them were injected with salicylic acid.",['and']
"None of these 25 plants showed signs of infection, however, the other 25 plants succumbed to the disease.",['however']
"The relevant group of patients have dental fillings made of mercury,containing amalgam, and the bacteria the patients develop are immune to mercury poisoning.",['and']
"Exposure to the mercury kills off bacteria that lack the relevant immunity gene, and leaves room for those that possess both the mercury,immunity gene and the penicillin,resistance gene to flourish.",['and']
Anson: Then Dr. Ladlow is not a responsible psychologist.,['then']
Lawyer: The defendant wanted to clear the snow off his car and in doing so knocked snow on the sidewalk.,"['and', 'so']"
"This same snow melted and refroze, forming ice on which the plaintiff fell, breaking her hip.",['and']
"We argue that the defendant maliciously harmed the plaintiff, because malice is intention to cause harm and the defendant intentionally removed the snow from his car and put it on the sidewalk, which, unbeknownst to the defendant at the time, would subsequently cause the injury suffered by the plaintiff.","['and', 'because']"
"Mr. Nance: Ms. Chan said that she retired from Quad Cities Corporation, and had received a watch and a wonderful party as thanks for her 40 years of loyal service.","['as', 'and']"
"But I overheard a colleague of hers say that Ms. Chan will be gone for much of the next year on business trips and is now working harder than she ever did before, that does not sound like retirement to me.","['but', 'and', 'before', 'next']"
"During the recent spate of brushfires in the Southwest, homeowners who lived near affected areas were advised to douse their roofs with water to prevent their houses from catching fire before evacuating the area.",['before']
"After the fires were brought under control and the homeowners were allowed to return to the area, many who doused their roofs discovered significant fire damage to their houses.","['and', 'after']"
"Clearly, then, dousing their roofs was a wasted effort.",['then']
"However, there can be no obligation to an entity unless that entity has a corresponding right.","['however', 'unless']"
"So if we have an obligation toward trees, then trees have rights.","['then', 'so', 'if,then']"
But trees are not the sort of things that can have rights.,['but']
Mayor: Periodically an ice cream company will hold a free ice cream day as a promotion.,['as']
"Showing up may not cost you any money, but it sure does cost you time.",['but']
We learn from this that when something valuable costs no money you get overconsumption and long lines.,"['when', 'and']"
Then rush hour congestion will abate.,['then']
Museums that house Renaissance oil paintings typically store them in environment that are carefully kept within narrow margins of temperature and humidity to inhibit any deterioration.,['and']
"Museums would be rash to relax those standards, however, since results of preliminary tests indicate that gesso, a compound routinely used by Renaissance artists to help paint adhere to the canvas, is unable to withstand significant variations in humidity.","['however', 'since']"
"Over the past ten years, the population of Dismaston has grown five times as large as it was.",['as']
"During this time, the average income in the city has risen substantially, and a tremendous amount of capital has flowed into city.",['and']
"Significantly, the text of these earliest surviving Greek inscriptions sometimes runs from right to left and sometimes from left to right.",['and']
"Originally, Phoenician writing ran in either direction, but by the eighth century B. C. it had been consistently written from right to left for about two centuries.",['but']
"Inflation in the intervening period has been negligible, and the increase has been duly received by all eligible Runagians.",['and']
"Nevertheless, many of them are no better off financially than they were before the increase, in large part because __.","['nevertheless', 'because', 'before']"
"It has been a staple of drama to feature an innocent young protagonist, eager to make a mark on the world, who is stymied by an indifferent or hostile society.",['or']
"Since the playwrights of such works wished the audience to empathize with the protagonist, historians do not regard these plays as serious revelations of what the societies presented in the plays were really like.","['as', 'since']"
"In ancient Greece, court witnesses were not crossexamined and the jury, selected from the citizenry, received no guidance on points of law, thus, it was extremely important for litigants to make a good impression on the jurors.","['and', 'thus']"
"Election results are too imprecise to count as a mandate, since elections are decided on multiple issues.","['as', 'since']"
"Lorraine: The general public, unlike people in government, is unwilling or unable to become informed about foreign,policy issues.",['or']
Fremont: Simpson is not a viable candidate for chief executive of Pod Oil because he has no background in the oil industry.,['because']
"Look no further than Pod Oil' s last chief executive, who had decades of oil industry experience but steered the company to the brink of bankruptcy.","['but', 'further']"
"In order to take advantage of this increase, Mammoth Industries plans to expand production of its own model of telephone, while continuing its already very extensive advertising of this product.",['while']
"However, popular historical awareness is inevitably distorted, for most people learn history through popular narratives that sustain readers' interest by implying that a few famous heroes and notorious villains have shaped all of history.","['however', 'and']"
More people regularly use household maintenance products such as cleaning agents and lawn chemicals than regularly use prescription medicines.,"['as', 'and']"
"Ttherefore, it is even more important for such household products to be carefully tested to ensure their safety than it is for prescription medicines to be so tested.",['so']
"Waller: If there were really such a thing as extrasensory perception, it would generally be accepted by the public since anyone with extrasensory powers would be able to convince the general public of its existence by clearly demonstrating those powers.","['as', 'since']"
"Indeed, anyone who was recognized to have such powers would achieve wealth and renown.","['indeed', 'and']"
"So long as the cultural elite remains closed,minded to the possibility of extrasensory perception, the popular media reports, and thus public opinion, will always be biased in favor of such skeptics.","['as', 'and', 'so', 'thus']"
"That could be problematic, but in this case the resulting film is funny.",['but']
And that is the important thing for a comedy.,['and']
"Although some nutritional facts about soft drinks are listed on their labels, exact caffeine content is not.",['although']
"Listing exact caffeine content would make it easier to limit, but not eliminate, one' s caffeine intake.",['but']
"If it became easier for people to limit, but not eliminate, their caffeine intake, many people would do so, which would improve their health.","['but', 'so']"
"In a well,run bridge program, the city would spend $15 million a year on maintenance, which would prevent severe deterioration, thus limiting capital expenses for needed bridge reconstruction to $10 million.",['thus']
"However, as a result of its attempt to economize, the city is now faced with spending $400 million over two years on emergency reconstruction of its bridges.","['however', 'as', 'as a result']"
"It is the mark of a superior conductor that he or she has the authority to insist, even with a top orchestra, that rehearsal work must be intensified.",['or']
"This authority cannot simply be claimed, the conductor must earn it by winning the orchestra' s respect for the artistic interpretations he or she is currently pursuing.",['or']
"Among small, to medium,sized marine mammals such as seals and dolphins, the longer an animal can stay submerged during a dive, the greater the depth the animal can reach.","['as', 'and']"
"Dolphins can dive to greater depths than northern fur seals can, and elephant seals can stay submerged longer than Weddell seals can.",['and']
Accounts written by Portuguese contemporaries report the defeat but omit mention of the fact that King Sebastian of Portugal was killed in the battle.,['but']
Sebastian' s death is not even mentioned in the battle accounts written by two captured Portuguese officers while waiting to be ransomed from a Moroccan prison.,['while']
The omissions ttherefore had to have had a psychological cause: the Portuguese evidently found Sebastian' s death so humiliating that they could not bring themselves to write about it.,['so']
"Spreading iron particles over the surface of the earth' s oceans would lead to an increase in phytoplankton, decreasing the amount of carbon dioxide in the atmosphere and thereby counteracting the greenhouse effect.","['and', 'thereby']"
"But while counteracting the greenhouse effect is important, the side effects of an iron,seeding strategy have yet to be studied.","['but', 'yet', 'while']"
"Since the oceans represent such an important resource, this response to the greenhouse effect should not be implemented immediately.",['since']
"Raoul: Life consists not of a linear process of personality development, but rather of a series of completely disjointed vignettes, from many of which the discerning observer may catch glimpses of character.","['but', 'rather']"
"Thus, the short story depicts human lives more faithfully than does the novel.Sedimentary rock hardens within the earth' s crust as layers of matter accumulate and the pressure of the layers above converts the layers below into rock.","['as', 'and', 'thus']"
One particular layer of sedimentary rock that contains an unusual amount of the element iridium has been presented as support for a theory that a meteorite collided with the earth some sixty million years ago.,['as']
"Meteorites are rich in iridium compared to the earth' s crust, and geologists theorize that a meteorite' s collision with the earth raised a huge cloud of iridium,laden dust.",['and']
"The dust, they say, eventually settled to earth where it combined with other matter, and as new layers accumulated above it, it formed a layer of iridium,rich rock.","['as', 'and']"
"People experience dreams during only one of these periods, known as REM  sleep.",['as']
"Since in his later paintings, Van Gogh painted bright haloes around the stars and sun, it is likely that he was suffering from lead poisoning caused by ingesting the pigments he used.","['and', 'since', 'later']"
Lucinda will soon be attending National University as an engineering major.,['as']
Politician: The bill that makes using car phones while driving illegal should be adopted.,['while']
"Using a car phone seriously distracts the driver, which in turn poses a threat to safe driving.",['in turn']
People would be deterred from using their car phones while driving if it were illegal to do so.,"['while', 'so']"
"Most serious students are happy students, and most serious students go to graduate school.",['and']
"Furthermore, all students who go to graduate school are overworked.",['furthermore']
"So if you need a skin cream, use Dermactin.",['so']
Poor writers often express mundane ideas with elaborate syntax and esoteric vocabulary.,['and']
"Inattentive readers may be impressed but may well misunderstand the writing, while alert readers will easily see through the pretentiousness.","['but', 'while']"
"Thus, a good principle for writers is: __.",['thus']
"However, waste disposal companies planning to build such incinerators encounter fierce resistance to their applications for building permits from the residents of every Gradaran community that those companies propose as an incinerator site.","['however', 'as']"
"Spectroscopic analysis has revealed the existence of frozen nitrogen, methane, and carbon monoxide on the surface of Pluto.",['and']
"Since the proportion of any gas in such an atmosphere depends directly on how readily the corresponding ice vaporizes, astronomers have concluded that the components of Pluto' s atmosphere are nitrogen, carbon monoxide, and methane, in order of decreasing abundance.","['and', 'since']"
"Counselor: Constantly comparing oneself to those one sees as more able or more successful almost invariably leads to self,disparagement.","['as', 'or']"
"Conversely, constantly comparing oneself to those one sees as less able or less successful almost invariably leads to being dismissive of others.","['conversely', 'as', 'or']"
"So, those who for the most part refrain from comparing themselves to others will most likely be, on the whole, self,accepting and accepting of others.","['and', 'so']"
"The government,owned gas company has begun selling stoves and other gas appliances to create a larger market for its gas.",['and']
"That may well be, however, the government,owned gas company is within its rights.",['however']
"After all, the owner of a private gas company might well decide to sell such appliances and surely there would be nothing wrong with that.","['and', 'after']"
Enterprise Bank currently requires customers with checking accounts to maintain a minimum balance or pay a monthly fee.,['or']
"Enterprise plans to offer accounts with no monthly fee and no minimum,balance requirement, to cover their projected administrative costs of $3 per account per month they plan to charge $30 for overdrawing an account.",['and']
"Since each month on average slightly more than 10 percent of Enterprises customers overdraw their accounts, bank officials predict the new accounts will generate a profit.",['since']
"This fact shows not only that these neurotoxins cause this type of brain damage, but also that the brain damage itself causes Parkinson' s disease.","['but', 'also']"
Thus brain scans can be used to determine who is likely to develop Parkinson' s disease.,['thus']
"Art historian: Great works of art have often elicited outrage when first presented, in Europe, Stravinsky' s Rite of Spring prompted a riot, and Manet' s Dejeuner sur 1' herbe elicited outrage and derision.","['when', 'and']"
"So, since it is clear that art is often shocking, we should not hesitate to use public funds to support works of art that many people find shocking.","['so', 'since']"
"Radio producer: Our failure to attract new listeners over the past several years has forced us to choose between devoting some airtime to other, more popular genres of music, and sticking with classical music that appeals only to our small but loyal audience.","['but', 'and']"
"This audience, however loyal, did not generate enough advertising revenue for us to pay our bills, so if we appeal to them alone, our station risks going out of business.","['however', 'so']"
"We should, ttherefore, devote some airtime to other, more popular genres of music.Mayor McKinney' s policies have often been criticized on the grounds that they benefit only wealthy city residents, but that is not a fair evaluation.",['but']
"Because of this tax decrease, more development is taking place in the city, helping to end the housing shortage and stabilize the rents in the city.","['and', 'because']"
"Poetry journal patron: Everybody who publishes in The Brick Wall Review has to agree in advance that if a poem is printed in one of its regular issues, the magazine also has the right to reprint it, without monetary compensation, in its annual anthology.",['also']
"So, if your magazine also published an anthology of poems first printed in your magazine, you could depend less on donations.","['also', 'so']"
"After all, most poems published in your magazine are very similar to those published in The Brick Wall Review.",['after']
"With employer,paid training, workers have the potential to become more productive not only in their present employment but also in any number of jobs with different employers.","['but', 'also']"
"To increase the productivity of their workforce, many firms are planning to maintain or even increase their investments in worker training.",['or']
"But some training experts object that if a trained worker is hired away by another firm, the employer that paid for the training has merely subsidized a competitor.",['but']
"Hence, when our critics contend that our recent expose of events in the private lives of local celebrities was excessively intrusive, we can only reply that the overwhelming public interest in these matters makes it our responsibility to publicize them.","['when', 'hence']"
Clarissa: The natural sciences would not have made such progress but for the power of mathematics.,['but']
No observation is worth serious attention unless it is stated precisely in quantitative terms.,['unless']
"Converting observations into numbers is the hardest and last task, it can be done only when you have thoroughly explored the observations themselves.","['when', 'and']"
"Thus, it is unreasonable to believe that one has extrasensory perception solely on the basis of having had several vivid dreams about events that happen after the dreams.","['thus', 'after']"
"Expert: Some people claim that, since food production has thus far increased faster than population has, there is no need to be concerned about widespread food shortages.","['thus', 'since']"
"Thus, widespread food shortages are inevitable.",['thus']
Excavation of the ancient city of Kourion on the island of Cyprus revealed a pattern of debris and collapsed buildings typical of towns devastated by earthquakes.,['and']
News can be reported in articles on the Internet as it happens and at any time of day.,"['as', 'and']"
"When scientific journals began to offer full online access to their articles in addition to the traditional printed volumes, scientists gained access to more journals and easier access to back issues.","['when', 'and', 'in addition']"
"Instead, it led to a greater tendency among scientists to cite the same articles that their fellow scientists cited.",['instead']
"In fact, correctly addressed mail takes longer than this only when it is damaged in transit.","['in fact', 'when']"
"Overall, however, most mail arrives three business days or more after being sent.","['however', 'overall', 'or', 'after']"
"Whoever is kind is loved by somebody or other, and whoever loves anyone is happy.","['and', 'or']"
"But even given that genes are ascribed no intentions, the label selfish as applied to genes is a misnomer.","['but', 'as']"
"When a society undergoes slow change, its younger members find great value in the advice of its older members.",['when']
"But when a society undergoes rapid change, young people think that little in the experience of their elders is relevant to them, and so do not value their advice.","['but', 'when', 'and', 'so']"
"Thus, we may measure the rate at which a society is changing by measuring the amount of deference its younger members show to their elders.",['thus']
"Professor: It has been argued that freedom of thought is a precondition for intellectual progress, because freedom of thought allows thinkers to pursue their ideas, regardless of whom these ideas offend, in whatever direction they lead.","['regardless', 'because']"
"However, it is clear that one must mine the full implications of interrelated ideas to make intellectual progress, and for this, thinkers need intellectual discipline.","['however', 'and']"
"5 percent a year, and there simply is no more space to build additional power plants to meet future demand increases.",['and']
A recent study of major motion pictures revealed that the vast majority of their plots were simply variations on plots that had been used many times before.,['before']
"Columnist: Some people argue that the government should not take over failing private,sector banks because the government does not know how to manage financial institutions.",['because']
"However, rather than managing a bank' s day,to,day operations, the government would just need to select the bank' s senior management.","['however', 'rather']"
"Most politicians have never been military professionals, yet they appoint the top military officials entrusted with defending the country ,, at least as great a responsibility as managing a bank.","['yet', 'as']"
Outsourcing is the practice of obtaining from an independent supplier a product or service that a company has previously provided for itself.,"['or', 'previously']"
"Since a company's chief objective is to realize the highest possible year,end profits, any product or service that can be obtained from an independent supplier for less than it would cost the company to provide the product or service on its own should be outsourced.","['or', 'since']"
Robot satellites relay important communications and identify weather patterns.,['and']
"Because the satellites can be repaired only in orbit, astronauts are needed to repair them.",['because']
"The country of Baurisia has, until now, been self,sufficient in both grain and meat.","['and', 'until']"
"However, with growing prosperity in Baurisia has come a steadily increasing per capita consumption of meat, and it takes several pounds of grain to produce one pound of meat.","['however', 'and']"
"Ttherefore, since per capita income in Baurisia is almost certain to rise further but increases in domestic grain production are highly unlikely, Baurisia is soon likely to become an importer of grain.","['but', 'further', 'since']"
Twenty percent of the stores in Morganville' s downtown shopping district will fail within five years because they will be competing directly with the SaveMart discount department store newly opened in East Morganville.,['because']
The downtown shopping district has lost business at this rate before and has always completely rebounded.,"['and', 'before']"
"Confidence that it will rebound again from the losses it is now about to suffer is ill founded, however, because __.","['however', 'because']"
Gardener: Researchers encourage us to allow certain kinds of weeds to grow among garden vegetables because they can repel caterpillars from the garden.,['because']
"While it is wise to avoid unnecessary use of insecticides, the researchers' advice is premature.",['while']
"For all we know, those kinds of weeds can deplete the soil of nutrients and moisture that garden crops depend on, and might even attract other kinds of damaging pests.",['and']
"Ecologist: Before finding a mate, male starlings decorate their nests with fragments of aromatic plants rich in compounds known to kill parasitic insects.",['before']
"Since these parasites are potentially harmful to nestlings, some researchers have hypothesized that the function of these decorations is nestling protection.",['since']
"However, males cease to incorporate such greenery once egg laying starts, which suggests instead that the function of the decorations is to attract females.","['however', 'instead', 'once']"
"It was once accepted as fact that the cutting occurred gradually, as the glacier melted.","['once', 'as']"
But one geologist theorized that the channels were cut in a short time by an enormous flood.,['but']
"The channels do show physical evidence of having been formed quickly, but the flood theory was originally rejected because scientists knew of no natural process that could melt so much ice so quickly.","['but', 'so', 'because']"
"Paradoxically, today the scientific community accepts the flood theory even though scientists still do not know of a process that can melt so much ice so quickly.","['though', 'still', 'so']"
"When people evade income taxes by not declaring taxable income, a vicious cycle results.",['when']
"This, in turn, encourages even more taxpayers to evade income taxes by hiding taxable income.",['in turn']
"Curator: Our museum displays only twentieth,century works, which are either on loan from private collectors or in the museum' s permanent collection.","['either,or', 'or']"
"The museum store also sells prints of some works that are not part of the museum' s permanent collection, such as Hopper' s Nighthawks.","['as', 'also']"
"All smart people read more than six books per year, and the smartest people read more than twelve books per year.",['and']
"Lawyer: In addition to any other penalties, convicted criminals must now pay a victim surcharge of $30.",['in addition']
"The surcharge is used to fund services for victims of violent crimes, but this penalty is unfair to nonviolent criminals since the surcharge applies to all crimes, even nonviolent ones like petty theft.","['but', 'since']"
"Insurers and doctors are well aware that the incidence of lower,back injuries among office workers who spend long hours sitting is higher than that among people who regularly do physical work of a type known to place heavy stresses on the lower back.",['and']
This shows that office equipment and furniture are not properly designed to promote workers' health.,['and']
S: People who are old enough to fight for their country are old enough to vote for the people who make decisions about war and peace.,['and']
"This government clearly regards 17 year olds as old enough to fight, so it should acknowledge their right to vote.","['as', 'so']"
T: Your argument is a good one only to the extent that fighting and voting are the same kind of activity.,['and']
"Fighting well requires strength, muscular coordination, and in a modern army instant and automatic response to orders.",['and']
"Performed responsibly, voting, unlike fighting, is essentially a deliberative activity requiring reasoning power and knowledge of both history and human nature.",['and']
"This is surprising because most Malbec grown in Argentina is grown at high altitudes, whereas the Malbec grape once was grown at low altitudes.","['whereas', 'once', 'because']"
"Pecan growers get a high price for their crop when pecans are comparatively scarce, but the price drops sharply when pecans are abundant.","['but', 'when']"
"Thus, in high,yield years, growers often hold back part of their crop in refrigerated warehouses for one or two years, hoping for higher prices in the future.","['thus', 'or']"
"It is nonetheless quite possible that a portion of this year' s crop will be held back, since __.","['nonetheless', 'since']"
Graham: The defeat of the world' s chess champion by a computer shows that any type of human intellectual activity governed by fixed principles can be mastered by machines and thus that a truly intelligent machine will inevitably be devised.,"['and', 'thus']"
