Sentences,Logic-words
"A breakdown of the latest production figures shows mining output drove the increase, surging 2.1%, while factory output rose 0.3%.",['while']
But utility output dropped 1.4%.,['but']
"Meanwhile, the amount of factory capacity in use during the month rose to 77.6% , its highest level since May 2001.","['meanwhile', 'since']"
Many investors think that product market inflation wont be a problem until the utilisation rates are at 80% or higher,"['or', 'until']"
"So there is still a lot of inflation,fighting slack in the manufacturing sector, Overall Id say manufacturing at least away from autos continues to improve and I would bet that it improves at a faster rate in coming months given how lean inventories are","['still', 'and', 'so', 'overall']"
LSE doubts boost bidders shares  Shares in Deutsche Boerse have risen more than 3% after a shareholder fund voiced opposition to the firms planned takeover of the London Stock Exchange.,['after']
Rival exchange operator Euronext has also said it may bid for the LSE.,['also']
"Euronext operates the Paris, Amsterdam, Brussels and Lisbon bourses, while Deutsche Boerse runs the Frankfurt exchange.","['while', 'and']"
"Although none were prepared to speak on the record, most thought it was unlikely that TCIs opposition would halt the deal  Obviously well have to wait and see, but I dont think it will make much difference.","['although', 'but', 'and']"
He forecast the takeover bid would succeed and was more concerned to see improvements in the daily running of the LSE.,['and']
Another Deutsche Boerse shareholder on Monday also appeared to back TCIs call.,['also']
"If that cannot be achieved, then we would wish for a distribution of liquid assets to shareholders",['then']
The Financial Times also reported a third Deutsche Boerse shareholder as opposed to the deal.,"['as', 'also']"
"It quoted a spokesman for US,based hedge fund Atticus Capital complaining that the planned takeover appeared to be motivated by empire,building rather than the best interests of shareholders.",['rather']
"Yet under German business law, DB does not have to gain shareholder approval before making a significant acquisition.","['yet', 'before']"
Deutsche Boerse is convinced that its contemplated cash acquisition of the London Stock Exchange is in the best interests of its shareholders and the company,['and']
"Qantas considers offshore option  Australian airline Qantas could transfer as many as 7,000 jobs out of its home country as it seeks to save costs, according to newspaper reports.",['as']
"Chief executive Geoff Dixon was quoted by The Australian newspaper as saying the carrier could no longer afford to remain all,Australian",['as']
"Unions criticised the possible move , which may affect cabin and maintenance staff , saying Qantas was profitable.",['and']
"Qantas confirmed it was looking at whether it might recruit and source products overseas , potentially through joint ventures , but said it would continue to create jobs in Australia.","['but', 'and']"
Were going to have to get the lowest cost structure we can and that willmean sourcing things more and more from overseas,['and']
"However, it stressed this would not result in large scale redundancies in its home market, where most of its 35,000 staff are employed.",['however']
"We are, however, operating in a global market and there is no room for complacency simply because we are currently profitable and successful","['however', 'and', 'because']"
"Unions reacted angrily to the reported disclosure, arguing that Qantas was profitable and did not need to take such action.",['and']
Qantas announced a record profit last year and is on course this year for an even greater profit so it is totally unnecessary,"['and', 'so']"
"In an effort to meet the challenge posed by low cost carriers, Qantas sought a tie,up with Air New Zealand last year However, the deal was thrown out by the New Zealand High Court on competition grounds.",['however']
"The main project of Atomstroieksport is the building of a nuclear plant in Iran, which has been a source of tension between Russia and the US.",['and']
"Claims for back,taxes was a tool used against Yukos, and led to the enforced sale Yuganskneftegas.",['and']
Some analysts fear the Kremlin will continue to use these sort of moves to boost the efforts of the state to regain control over strategically important sectors such as oil.,['as']
"Writing in the Financial Times, Mr Schroeder also said heads of government should have a greater say in reforms.",['also']
"Countries which exceed the threshold are liable to heavy fines by the European Commission, although several countries, including Germany, have breached the rules consistently since 2002 without facing punishment.","['although', 'since']"
"Mr Schroeder , a staunch supporter of the pact when it was set up in the 1990s , said exemptions were now needed to take into account the cost of domestic reform programmes and changing economic conditions.","['when', 'and']"
"These include governments which are adopting costly structural reforms, countries which are suffering economic stagnation and nations which are shouldering special economic burdens",['and']
The issue will also be discussed at Tuesdays Ecofin meeting of the finance ministers of all 25 EU members.,['also']
Mr Schroeder also called for heads of government to play a larger role in shaping reforms to the pact.,['also']
Parmalat founder offers apology  The founder and former boss of Parmalat has apologised to investors who lost money as a result of the Italian dairy firms collapse.,"['as', 'and', 'as a result']"
Parmalat was placed into bankruptcy protection in 2003 after a 14bn euro black hole was found in its accounts.,['after']
"Mr Tanzi, 66, issued a statement through his lawyer after five hours of questioning by prosecutors in Parma on 15 January.",['after']
"Prosecutors are seeking indictments against Mr Tanzi and 28 others , including several members of his family and former Parmalat chief financial officer Fausto Tonna , for alleged manipulation of stock market prices and making misleading statements to accountants and Italys financial watchdog.",['and']
Two former Parmalat auditors will stand trial later this month for their role in the firms collapse.,['later']
I apologise to all who have suffered so much damage as a result of my schemes to make my dream of an industrial project come true,"['as', 'so', 'as a result']"
It is my duty to collaborate fully with prosecutors to reconstruct the causes of Parmalats sudden default and who is responsible,['and']
Mr Tanzi spent several months in jail in the wake of Parmalats collapse and was kept under house arrest until last September.,"['and', 'until']"
"Parmalat is now being run by a state appointed administrator, Enrico Bondi, who has launched lawsuits against 80 banks in an effort to recover money for the bankrupt company and its shareholders.",['and']
He has alleged that these companies were aware of the true state of Parmalats finances but continued to lend money to the company.,['but']
Parmalat was declared insolvent after it emerged that 4 billion euros  it supposedly held in an offshore account did not in fact exist.,"['in fact', 'after']"
"The firms demise sent shock waves through Italy, where its portfolio of top,selling food brands and its position as the owner of leading football club Parma had turned it into a household name.","['as', 'and']"
"The UK economy could suffer a backlash from the slowdown in the housing market, triggering a fall in consumer spending and a rise in unemployment.",['and']
It also believes that interest rates will fall to 4% by the end of the year.,['also']
"In its quarterly economic review, Deloitte said the UK economy had enjoyed a golden period during the past decade with unemployment falling to a near 30 year low and inflation at its lowest since the 1960s.","['and', 'since']"
But it warned that this growth had been achieved at the expense of creating major imbalances in the economy.,['but']
"Whereas the main driver of the economy in recent years has been robust household spending growth, this is likely to suffer as the housing market slowdown gathers pace","['whereas', 'as']"
"Economic growth is likely to be constrained during the next few years by increased pressure on household budgets and rising taxes, Deloitte believes.","['and', 'next']"
"This will result in a marked slowdown in growth in 2005 and 2006 compared to last year, when the economy expanded by 3.25%.","['when', 'and']"
"However, Deloitte stressed that the slowdown was unlikely to have any major impact on retail prices while it expected the Bank of England to respond quickly to signs of the economy faltering.","['however', 'while']"
"It expects a series of aggressive interest rate cuts over the next two years, with the cost of borrowing falling from its current 4.75% mark to 3.5% by the end of 2006.",['next']
"Although 2005 may not be the year when things go completely wrong, it will probably mark the start of a more difficult period for the UK economy","['although', 'when']"
"Jobs go at Oracle after takeover  Oracle has announced it is cutting about 5,000 jobs following the completion of its $10.3bn takeover of its smaller rival Peoplesoft last week.",['after']
The company said it would retain more than 90% of Peoplesoft product development and product support staff.,['and']
"Oracles 18,month fight to acquire Peoplesoft was one of the most drawn,out and hard,fought US takeover battles of recent times.",['and']
"In a statement, Oracle said it began notifying staff of redundancies on Friday and the process would continue over the next 10 days.","['and', 'next']"
"By retaining the vast majority of Peoplesoft technical staff, Oracle will have the resources to deliver on the development and support commitments we have made to Peoplesoft customers over the last 18 months",['and']
"Correspondents say 6,000 job losses had been expected , and some suggest more cuts may be announced in future.",['and']
"Hours before Fridays announcement, there was a funereal air at Peoplesofts headquarters, reported AP news agency.",['before']
"A Peoplesoft sign had been turned into shrine to the company, with flowers, candles and company memorabilia.",['and']
Other employees said they would rather be sacked than work for Oracle.,['rather']
"Car ownership has risen fast in recent years, and there are now two and a half million cars on the citys roads.",['and']
Instead roads are being clogged by drivers circling in search of a cheaper outdoor option.,['instead']
The price differences between indoor and outdoor lots are unreasonable,['and']
Sports fans who drive to matches may also find themselves the target of the commissions road rage.,['also']
"It wants them to use public transport, and is considering jacking up the prices of car parks near sports grounds.",['and']
Mr Wang said his review team may scrap the relatively cheap hourly fee near such places and impose a higher flat rate during matches.,['and']
"Indoor parking may be costly, but it is not always secure.",['but']
Mr Wangs team are also going to look into complaints from residents about poor service received in exchange for compulsory monthly fees of up to 400 yuan .,['also']
"The Beijing authorities decided two years ago that visiting foreign dignitaries motorcades should not longer get motorcycle outriders as they blocked the traffic. Unclogging Beijings increasingly impassable streets is a major concern for the Chinese authorities, who are building dozens of new roads to create a showcase modern city ahead of the 2008 Olympic Games.",['as']
"The worlds biggest car maker is grappling with losses in its European business, and weak US sales.",['and']
"GM said higher healthcare costs in North America, and lower profits at its financial services subsidiary would hurt its performance in 2005.",['and']
"GM, whose brands include Buick, Cadillac and Chevrolet in the US and Opel, Saab and Vauxhall in Europe, is due to reveal 2004 earnings on 19 January.",['and']
"It said it would deliver a shareholder payout of $6.0,$6.5 per share this year, as promised, but that next years earnings per share would be lower, at between $4.0,$5.0.","['but', 'as', 'next']"
"Its vehicle businesses have gained market share in three out of four regions in 2004, achieving record profitability in Asia Pacific and returning to profit in Latin America, the Middle East and Africa. The car maker has diversified into financial services, and is extending the reach of General Motors Acceptance Corp , which has said it may enter the home loans market.",['and']
"GMAC has been a strong contributor to profits in 2004 but GM said it will do less well this year, delivering net income of $2.5bn.",['but']
"US economy still growing says Fed  Most areas of the US saw their economy continue to expand in December and early January, the US Federal Reserve said in its latest Beige Book report.","['still', 'and']"
"Consumer spending was higher in December than November, and festive sales were also up on 2003.","['and', 'also']"
"The employment picture also improved, the Fed said.",['also']
"Labour markets firmed in a number of districts, but wage pressures generally remained modest",['but']
"Several districts reported higher prices for building materials and manufacturing inputs, but most reported steady or only slightly higher overall price levels","['but', 'and', 'overall', 'or']"
The report added that residential real estate activity remained strong and that commercial real estate activity strengthened in most districts.,['and']
"Office leasing was especially brisk in Washington DC, and New York City, two of the nations strongest commercial markets",['and']
"Wall Street cool to eBays profit  Shares in online auction house eBay fell 9.8% in after,hours trade on Wednesday, after its quarterly profits failed to meet market expectations.",['after']
"Despite seeing net profits rise by 44% to $205.4m  during October to December, from $142m a year earlier, Wall Street had expected more.",['earlier']
"Excluding special items, eBays profit was 33 cents a share, but analysts had expected 34 cents.",['but']
I think Wall Street has gotten a bit ahead of eBay this quarter and for the 2005 year,['and']
"For 2004 as a whole, eBay earned $778.2m on sales of $3.27bn.",['as']
EBay president and chief executive Meg Whitman called 2004 an outstanding success that generated tremendous momentum for 2005.,['and']
Im more confident than ever that the decisions and investments were making today will ensure a bright future for the company and our community of users around the world,['and']
EBay now forecasts 2005 revenue of $4.2bn to $4.35bn and earnings excluding items of $1.48 to $1.52 per share.,['and']
"Analysts had previously estimated that eBay would achieve 2005 revenues of $4.37bn and earnings of $1.62 per share, excluding items.","['and', 'previously']"
"His indictment includes charges of securities fraud, conspiracy and filing false reports with regulators.",['and']
"Under Mr Ebbers leadership, WorldCom emerged from Mississippi obscurity to become a $160bn telecoms giant and the darling of late 1990s investors.",['and']
"Yet as competition intensified and the telecoms boom petered out, WorldCom found itself under growing financial stress.","['yet', 'as', 'and']"
"When WorldCom finally collapsed, shareholders lost about $180bn and 20,000 workers lost their jobs.","['when', 'and', 'finally']"
"It will coincide with the retrial of former Tyco International chief Dennis Kozlowski and his top lieutenant, accused of looting the industrial conglomerate to the tune of $600m.",['and']
Trail preparations are also preparing for former executives of shamed US energy firm Enron.,['also']
"High fuel costs hit US airlines  Two of the largest airlines in the US , American and Southwest , have blamed record fuel prices for their disappointing quarterly results.",['and']
"American Airlines parent AMR reported a loss of $387m  for the fourth quarter of 2004, against a $111m loss for the same period a year earlier.",['earlier']
"Meanwhile, Southwest Airlines saw its fourth,quarter 2004 profits fall 15% to $56m, against $66m a year earlier.","['meanwhile', 'earlier']"
"AMRs shares were flat in Wednesday morning trading on the New York Stock Exchange, as the results were slightly better than analysts had anticipated.",['as']
"AMRs results for the fourth quarter of 2004 reflect the economic woes that plagued the airline industry throughout 2004 , in particular, high fuel prices and a tough revenue environment","['and', 'in particular']"
"For the full year, AMR posted a loss of $761m, lower than 2003s $1.2bn loss and an indication that the airline has successfully cut costs.",['and']
"AMR added that as part of its cost cutting measures, it is postponing the delivery of 54 Boeing jets.",['as']
Shares in Southwest fell 65 cents to $14.35 as analysts voiced their disappointment.,['as']
"Both American and Southwest have been squeezed by cut,throat competition in the US airline industry, as a glut of available seats has led to fierce price reductions.","['as', 'and']"
"European losses hit GMs profits  General Motors  saw its net profits fall 37% in the last quarter of 2004, as it continued to be hit by losses at its European operations.",['as']
GMs revenues rose 4.7% to $51.2bn from $48.8bn a year earlier.,['earlier']
GMs main European brands are Opel and Vauxhall.,['and']
"Excluding special items, GMs global income from continuing operations totalled $569m during the quarter, down from $838m a year earlier.",['earlier']
"The results were in line with Wall Street expectations and shares in GM rose by about 1% in pre,market trade.",['and']
"For the whole of 2004, GM earned $3.7bn, down from $3.8bn in 2003, while its annual revenue rose 4.5% to $193bn.",['while']
GM said its profits were also hit by higher healthcare costs in the US.,['also']
"GM reported solid overall results in 2004, despite challenging competitive conditions in many markets around the globe",['overall']
"Both the Italian government and Alitalia have repeatedly denied that the money , part of a vital restructuring plan , is state aid.",['and']
"However, Transport Commissioner Jacques Barrot said he wanted it to be carried out as swiftly as possible.","['however', 'as']"
"The matter of possible state aid was brought to the Commissions attention by eight of Alitalias rivals, including Germanys Lufthansa, British Airways and Spains Iberia.",['and']
"While Alitalia needs to restructure to bring itself back to profitability, the rival carriers say it has both violated state aid rules and threatened competition.","['while', 'and']"
"Alitalia lost 330m euros in 2003 as it struggled to get to grips with high costs, spiralling oil prices, competition from budget carriers and reduced demand.","['as', 'and']"
"It plans to split into AZ Fly and AZ Services, which will handle air and ground services respectively.",['and']
"EU rules prevent that from happening again in what is known as the one time, last time rule for airlines.",['as']
"Otherwise, EU regulations on state aid stipulate that governments may help companies financially, but only on the same terms as a commercial investor.","['otherwise', 'but', 'as']"
"IMF agrees fresh Turkey funding  Turkey has agreed a draft proposal with the International Monetary Fund to borrow $10bn , extending its ongoing financial support until 2007.",['until']
Turkeys current $18.6bn loan agreement with the IMF expires in February and the new deal would see it receive added support between 2005 and 2007.,['and']
"In return for the funding, Turkey would be expected to keep inflation under control and introduce market reforms.",['and']
"Economic growth has average 6,7% in the past three years, ahead of IMF forecasts, while inflation fell below 10% this year for the first time in 30 years.",['while']
"However, Turkey has a huge debt burden , already owing $23bn to the IMF , while its current account deficit has swelled to $10.7bn this year.","['however', 'while']"
"Rodrigo de Rato, the IMFs managing director, said the loan agreement would help to improve Turkish economic prospects by cutting its debt and stimulating growth.",['and']
"I believe the new programme, if implemented successfully, will help Turkey create the conditions for sustained growth and employment creation, reduce inflation toward European level and enhance the economys resilience",['and']
The agreement must still be ratified by IMF directors at a meeting expected to take place next month.,"['still', 'next']"
The agreement would also enable Turkey to defer payments on previous loans worth $3.7m until 2006.,"['also', 'until']"
"As part of the draft agreement, Turkey has signed a letter of intent stating its determination to push through far,reaching reforms to its tax and benefits system and its banking sector.","['as', 'and']"
Saudi investor picks up the Savoy  Londons famous Savoy hotel has been sold to a group combining Saudi billionaire investor Prince Alwaleed bin Talal and a unit of HBOS bank.,['and']
"The seller , Irish,based property firm Quinlan Private , bought the Savoy along with the Berkeley, Claridges and the Connaught for £750m last year.",['and']
"He also has substantial stakes in Fairmont Hotels & Resorts, which will manage the Savoy and Simpsons in the Strand, and Four Seasons.","['and', 'also']"
Fairmont said it planned to invest $48m  in renovating parts of the Savoy including the River Room and suites with views over the River Thames.,['and']
Tsunami slows Sri Lankas growth  Sri Lankas president has launched a reconstruction drive worth $3.5bn  by appealing for peace and national unity.,['and']
"Meanwhile, the International Monetary Fund  said damage from the tsunami would cut one percentage point from Sri Lankas economic growth this year.",['meanwhile']
"Separately, the International Labour Organisation  said that at least one million people have lost their livelihoods in Sri Lanka and Indonesia alone.","['separately', 'and']"
"She was joined by government and opposition politicians, together with Buddhist, Hindu, Muslim and Christian clergy.",['and']
We are a country blessed with so many natural resources and we have not made use of them fully.,"['and', 'so']"
"Instead we have been squabbling, fighting, she added.",['instead']
"Norways peace negotiator Erik Solheim is due to arrive on Wednesday to try to revive peace talks in the decades,long conflict between government forces and the Tamil Tigers, who want a separate state in the north east of the country.",['and']
"The IMF said that the Sri Lankan authorities initial estimates have put the physical damage at $1.3 to $1.5bn, but added that the implications for the economy were much wider than this.",['but']
The broader macroeconomic impact will clearly be substantial but the details are difficult to assess at this early stage,['but']
"Growth, inflation, the balance of payments and foreign exchange reserves are all expected to show the effects of lost businesses and reconstruction costs.",['and']
"The fishing industry has been devastated, agricultural production may be affected and tourism will suffer, especially in the short term",['and']
"Economic growth this year is expected to be 4%, which is about 1% less than previously forecast.",['previously']
"Although major exports have not suffered, the IMF expects the reconstruction effort will require higher imports which could damage the balance of payments.",['although']
"Foreign exchange reserves may become strained as Sri Lanka will be hard pressed to keep international reserves at the pre,tsunami level which totalled more than two months worth of imports.",['as']
The move is a surprising one because China is struggling to increase energy supplies for its booming economy.,['because']
"Some of the projects may be allowed to start work again with the proper permits, but others would be cancelled, he said.",['but']
Other projects included a petrochemicals plant and a port in Fujian.,['and']
"However, previous crackdowns have tended to focus on projects for which the government argued there was overcapacity, such as steel and cement.","['however', 'as', 'and']"
"In 2004, China increased its generating capacity by 12.6%, or 440,700 megawatts .",['or']
"It is being built on the Jinshajiang , or river of golden sand as the upper reaches of the Yangtze are known.","['as', 'or']"
"Second and third on the agencys list were two power stations being built at the $22bn Three Gorges Dam project on the central Yangtze , an underground 4,200 MW power plant and a 100 MW plant.",['and']
"The Three Gorges Dam has proved controversial in China , where more than half a million people have been relocated to make way for it , and abroad.",['and']
It has drawn criticism from environmental groups and overseas human rights activists.,['and']
The damming of the Upper Yangtze has also begun to attract criticism from environmentalists in China.,['also']
"In April 2004, central government officials ordered a halt to work on the nearby Nu River, which is part of a United Nations world heritage site, the Three Parallel Rivers site which covers the Yangtze, Mekong and Nu , according to the UK,published China Review.",['and']
"That move reportedly followed a protest from the Thai government about the downstream impact of the dams, and a critical documentary made by Chinese journalists.",['and']
"Chinas energy shortage influenced global prices for oil, coal and shipping last year.",['and']
Two Nigerian banks set to merge  Nigerian banks United Bank of Africa and Standard Trust Bank have agreed plans to merge and create the biggest bank in West Africa.  The deal is also in line with a 2004 directive from the Nigerian central bank that called for more consolidation in the nations crowded banking sector.,"['and', 'also']"
"The merger was announced in a statement on Standard Trusts website on Tuesday, but no financial details were revealed.",['but']
Standard Trust is smaller but more profitable.,['but']
"The boards of United Bank and Standard Trust, at separate meetings yesterday, approved arrangements to merge both institutions",['and']
"Standard Trust is 100% Nigerian,owned, but United Bank has some foreign investors, including New York,based Global Depository Receipts , and Banca Nazionale del Lavoro and Monte del Paschi di Siena, both from Italy, who each have a 2.4% stake.","['but', 'and']"
Virgin Blue shares plummet 20%  Shares in Australian budget airline Virgin Blue plunged 20% after it warned of a steep fall in full year profits.,['after']
Virgin Blue said profits after tax for the year to March would be between 10% to 15% lower than the previous year.,['after']
Sluggish demand reported previously for November and now December 2004 continues,"['and', 'previously']"
"In November, first half profits were down due to slack demand and rising fuel costs.",['and']
Virgin Blue was launched four years ago and now has roughly one third of Australias domestic airline market.,['and']
"But the national carrier, Qantas, has fought back with its own budget airline, Jetstar, which took to the skies in May 2004.",['but']
"Watchdog probes Vivendi bond sale  French stock market regulator AMF has filed complaints against media giant Vivendi Universal, its boss and another top executive.",['and']
It believes the prospectus for a bond issue was unclear and that executives may have had privileged information.,['and']
"AMF has begun proceedings against Vivendi, its chief executive Jean,Rene Fourtou and chief operating officer Jean,Bernard Levy.",['and']
Vivendi advisor Deutsche Bank was also the subject of a complaint filing.,['also']
"Vivendi, however, has said that the information was public knowledge as Mr Davis offer for the US assets had already been rejected by Vivendis board.","['however', 'as']"
"AMF is also looking into whether the executives knew that Vivendi was considering exercising its right to buy British Telecoms shares in Cegetel. Vivendi has rejected the charge, saying the decision to buy the Cegetel shares was no more than a possibility, of which the public was perfectly aware at the time of the bond issue.",['also']
"Back in December, Vivendi and its former chief executive Jean,Marie Messier were each fined 1m euros  by AMF.",['and']
"The fines came after a 15,month probe into allegations that the media giant misled investors after a costly acquisition programme went wrong.",['after']
"They were trading 84% above the offer price on Monday, changing hands at 372 riyals  after topping 400 early in the day.",['after']
The listing was part of the countrys plans to open up its insurance market and boost demand in the sector.,['and']
Deregulation is expected to boost demand for accident and damage cover.,['and']
"Previously, only NCCI has been legally allowed to offer insurance products within Saudi Arabia.",['previously']
"However, the authorities have turned a blind eye to the many other firms selling insurance.",['however']
Saudi Arabia now wants a fully functioning insurance industry and is introducing legislation that will clamp down on unauthorised companies.,['and']
"Policy,makers also want to make having insurance more of a requirement, but first have to take steps to boost public confidence in the system, analysts said.","['but', 'also']"
"As a result, NCCI is being developed as the industrys flagship firm , publicly,listed, with audited accounts.","['as', 'as a result']"
"Saudi Arabia sold 7 million NCCI shares, or about 70% of the companys total capital last month.",['or']
JP Morgan admits US slavery links  Thousands of slaves were accepted as collateral for loans by two banks that later became part of JP Morgan Chase.,"['as', 'later']"
The admission is part of an apology sent to JP Morgan staff after the bank researched its links to slavery in order to meet legislation in Chicago.,['after']
Citizens Bank and Canal Bank are the two lenders that were identified.,['and']
"They are now closed, but were linked to Bank One, which JP Morgan bought last year.",['but']
"About 13,000 slaves were used as loan collateral between 1831 and 1865.","['as', 'and']"
"Because of defaults by plantation owners, Citizens and Canal ended up owning about 1,250 slaves.","['and', 'because']"
"We all know slavery existed in our country, but it is quite different to see how our history and the institution of slavery were intertwined","['but', 'and']"
"Slavery was tragically ingrained in American society, but that is no excuse",['but']
"We apologise to the African,American community, particularly those who are descendants of slaves, and to the rest of the American public for the role that Citizens Bank and Canal Bank played",['and']
The slavery era was a tragic time in US history and in our companys history,['and']
The bank said that it is a very different company than the Citizens and Canal Banks of the 1800s,['and']
"Egypt and Israel seal trade deal  In a sign of a thaw in relations between Egypt and Israel, the two countries have signed a trade protocol with the US, allowing Egyptian goods made in partnership with Israeli firms free access to American markets.",['and']
The US describes this as the most important economic agreement between Egypt and Israel in two decades.,"['as', 'and']"
"There has been deep sensitivity in Egypt about any form of co,operation with Israel as long as its peace process with the Palestinians remains blocked.","['as long as', 'as']"
But in recent weeks an unusual warmth has crept into relations between the two countries.,['but']
"Both exchanged prisoners earlier this month, with Egypt handing back an Israeli who has served eight years in prison after being convicted for spying.","['after', 'earlier']"
Egyptian President Hosni Mubarak has described Israeli Prime Minister Ariel Sharon as the best chance for the Palestinians to achieve peace.,['as']
The government in Cairo now believes Mr Sharon is moving towards the centre and away from the positions of right wing groups.,['and']
"It also believes the US, pressed by Europe, is now more willing to engage seriously in the search for a settlement.",['also']
But there are also pressing economic reasons for Egypts decision to enter into the trade agreement.,"['but', 'also']"
"It will give a huge boost to Egyptian textile exports, which are about to suffer a drop after new regulations come into force in the US at the beginning of the year.",['after']
"Ford gains from finance not cars  Ford, the US car company, reported higher fourth quarter and full,year profits on Thursday boosted by a buoyant period for its car loans unit.",['and']
"Net income for 2004 was $3.5bn  , up nearly $3bn from 2003 , while turnover rose $7.2bn to $170.8bn.",['while']
But its auto unit made a loss.,['but']
"Though car and truck loan profits saved the day, Fords auto unit made a pre,tax loss of $470m in the fourth quarter  and its US sales dipped 3.8%.","['though', 'and']"
Yesterday General Motors results also showed its finance unit was a strong contributor to profits.,['also']
"However, Ford is working hard to revitalise its product portfolio, unveiling the Fusion and Zephyr models at the International Motor Show in Detroit.","['however', 'and']"
It also brought out a number of new models in the second half of 2004.,['also']
We also confronted operating challenges with our Jaguar brand and high industry marketing costs,"['and', 'also']"
But Ford declined to provide guidance for first quarter 2005.,['but']
It will do so at a presentation in New York on 26 January.,['so']
"In addition, the company said 2004 net income was affected by a fourth,quarter pre,tax charge taken to reduce the value of a receivable owed to Ford by Visteon, a former subsidiary.",['in addition']
"Recent new models introduced by Ford include the Ford Five Hundred and Mercury Montego sedans, the Ford Freestyle crossover, the Ford Mustang, the Land Rover LR3/Discovery, and Volvo S40 and V50 in North America and Europe.",['and']
"Wipro beats forecasts once again  Wipro, Indias third,biggest software firm, has reported a 60% rise in profit, topping market expectations.",['once']
"Net income in the last quarter was 4.3bn rupees , against 2.7bn a year earlier.",['earlier']
Wipro offers services such as call centres to foreign clients and has worked for more than half of the companies on the Fortune 500 list.,"['as', 'and']"
But the guidance is positive and pricing going up is good news,"['but', 'and']"
"Christmas sales worst since 1981  UK retail sales fell in December, failing to meet expectations and making it by some counts the worst Christmas since 1981.","['and', 'since']"
"Retail sales dropped by 1% on the month in December, after a 0.6% rise in November, the Office for National Statistics  said.",['after']
"Clothing retailers and non,specialist stores were the worst hit with only internet retailers showing any significant growth, according to the ONS.",['and']
"The last time retailers endured a tougher Christmas was 23 years previously, when sales plunged 1.7%.","['when', 'previously']"
The ONS echoed an earlier caution from Bank of England governor Mervyn King not to read too much into the poor December figures.,['earlier']
"The November,December jump last year was roughly comparable with recent averages, although some way below the serious booms seen in the 1990s.",['although']
"And figures for retail volume outperformed measures of actual spending, an indication that consumers are looking for bargains, and retailers are cutting their prices.",['and']
"However, reports from some High Street retailers highlight the weakness of the sector.",['however']
"Morrisons, Woolworths, House of Fraser, Marks & Spencer and Big Food all said that the festive period was disappointing.",['and']
And a British Retail Consortium survey found that Christmas 2004 was the worst for 10 years.,['and']
"Yet, other retailers , including HMV, Monsoon, Jessops, Body Shop and Tesco , reported that festive sales were well up on last year.","['yet', 'and']"
"The retail sales figures are very weak, but as Bank of England governor Mervyn King indicated last night, you dont really get an accurate impression of Christmas trading until about Easter","['but', 'as', 'until']"
Our view is the Bank of England will keep its powder dry and wait to see the big picture,['and']
"Businesses fail to plan for HIV  Companies fail to draw up plans to cope with HIV/Aids until it affects 20% of people in a country, new research says.",['until']
"The finding comes in a report published on Thursday by the World Economic Forum, Harvard and the UN aids agency.",['and']
Too few companies are responding proactively to the social and business threats,['and']
"Dr Taylor described the level of action taken by businesses as revealed by the report as too little, too late",['as']
"The issue will be highlighted to business and world leaders at the World Economic Forum, which meets in Davos, Switzerland, next week.","['and', 'next']"
Nor could over 65% of the business leaders surveyed say or estimate the prevalence of HIV among their staff.,"['or', 'nor']"
"The UN programme tackling Aids, UNAIDS, pointed out that having a clear strategy for dealing with HIV/Aids was a good investment as well as being socially responsible.","['as', 'as well']"
"Over the last two years the company has implemented extensive voluntary counselling and testing for HIV infection, coupled with anti,retroviral therapy for employees progressing to Aids.",['and']
"Over 90% of the 2,200 employees who have accessed and remained on treatment are well and have returned to normal work.",['and']
Effective action on HIV/Aids is synonymous with good business management and leads to more profitable and sustainable operations,['and']
"Companies should encourage all workers to know their HIV status, making it as routine as monitoring blood pressure or cholesterol","['as', 'or']"
"The gap is even wider in China, Ethiopia, India, Nigeria and Russia, the so,called next wave countries, which are predicted to experience the highest numbers of new HIV/Aids cases worldwide by 2010.","['and', 'so', 'next']"
The report adds an important building block to our understanding of how the business community is experiencing the HIV/Aids epidemic and to whether and how it is reacting,['and']
The WEF report concludes that businesses need to understand their exposure to HIV/Aids risks and come up with good local practices to manage them.,['and']
"A key priority, in both high and low,prevalence settings, said the WEF is to establish a policy based on non,discrimination and confidentiality.",['and']
"Ailing EuroDisney vows turnaround  EuroDisney, the European home of Mickey Mouse and friends, has said it will sell 253m euros  of new shares as it looks to avoid insolvency.","['as', 'and']"
"Despite struggling since it was opened in 1992, EuroDisney has recently made progress in turning its business around and ticket sales have picked up.","['and', 'since']"
"However, analysts still question whether it attracts enough visitors to stay open, even with the restructuring.","['however', 'still']"
"The US Disney Corporation and Saudi Arabian prince Al,Walid bin Talal, the firms two main shareholders, will buy the new stock.",['and']
"UK young top Euro earnings league  British children enjoy the highest average annual income in Europe , more than double that of Spanish or Italian youngsters, a report suggests.",['or']
"Children in the UK between the ages of 10 and 17 had an annual income of £775, said market analyst Datamonitor.",['and']
"As for how they spend their cash, the bulk goes on personal care, soft drinks and food, Datamonitor said.","['as', 'and']"
"Datamonitor adds that British teenagers are keen on personal care because it helps them combine two seemingly contradictory emotional needs , the desire to fit in and the desire to express their individuality.","['and', 'because']"
"According to the Datamonitor report the trend marked British teenagers out as particularly important to cosmetics manufacturers as they are likely to experiment more with brands and products and form long,term beauty routines","['as', 'and']"
"And the good times are likely to keep rolling for British children, as the report predicts that they will still be topping the earnings table in 2008.","['as', 'still', 'and']"
