,sentence1,sentence2,label
9226,"If the squirrel is not dull, then the bear is bad.","If it is dull, then it will be not the squirrel.",1
9227,"If the squirrel is not dull, then the bear is bad.","If it is the squirrel, then it will be dull. ",0
9228,"If the squirrel is rough, then the dinosaur is not wealthy.","If it is not rough, then it will be not the squirrel.",1
9229,"If the squirrel is rough, then the dinosaur is not wealthy.","If it is the squirrel, then it will be not rough. ",0
9230,"If the squirrel is not rough, then the dog is thin.","If it is rough, then it will be not the squirrel.",1
9231,"If the squirrel is not rough, then the dog is thin.","If it is not rough, then it will be the squirrel. ",0
9232,"If the squirrel is bad, then the snake is not awful.","If it is not bad, then it will be not the squirrel.",1
9233,"If the squirrel is bad, then the snake is not awful.","If it is the squirrel, then it will be not bad. ",0
9234,"If the squirrel is not bad, then Gary is fierce.","If it is bad, then it will be not the squirrel.",1
9235,"If the squirrel is not bad, then Gary is fierce.","If it is not bad, then it will be the squirrel. ",0
9236,"If the squirrel is sad, then Alan is not tired.","If it is not sad, then it will be not the squirrel.",1
9237,"If the squirrel is sad, then Alan is not tired.","If it is sad, then it will be the squirrel. ",0
9238,"If the squirrel is not sad, then Charlie is not awful.","If it is sad, then it will be not the squirrel.",1
9239,"If the squirrel is not sad, then Charlie is not awful.","If it is not sad, then it will be the squirrel. ",0
9240,"If Anne is kind, then the leopard is nice.","If it is not kind, then it will be not Anne.",1
9241,"If Anne is kind, then the leopard is nice.","If it is kind, then it will be Anne. ",0
9242,"If Anne is not kind, then the tiger is not clever.","If it is kind, then it will be not Anne.",1
9243,"If Anne is not kind, then the tiger is not clever.","If it is Anne, then it will be kind. ",0
9244,"If Anne is quiet, then Bob is clever.","If it is not quiet, then it will be not Anne.",1
9245,"If Anne is quiet, then Bob is clever.","If it is quiet, then it will be Anne. ",0
9246,"If Anne is not quiet, then Harry is reckless.","If it is quiet, then it will be not Anne.",1
9247,"If Anne is not quiet, then Harry is reckless.","If it is Anne, then it will be quiet. ",0
9248,"If Anne is round, then Gary is not rough.","If it is not round, then it will be not Anne.",1
9249,"If Anne is round, then Gary is not rough.","If it is not Anne, then it will be round. ",0
9250,"If Anne is not round, then the rabbit is rough.","If it is round, then it will be not Anne.",1
9251,"If Anne is not round, then the rabbit is rough.","If it is not round, then it will be Anne. ",0
9252,"If Anne is nice, then Anne is not dull.","If it is not nice, then it will be not Anne.",1
9253,"If Anne is nice, then Anne is not dull.","If it is not Anne, then it will be nice. ",0
9254,"If Anne is not nice, then Anne is tiny.","If it is nice, then it will be not Anne.",1
9255,"If Anne is not nice, then Anne is tiny.","If it is Anne, then it will be nice. ",0
9256,"If Anne is smart, then Anne is awful.","If it is not smart, then it will be not Anne.",1
9257,"If Anne is smart, then Anne is awful.","If it is smart, then it will be Anne. ",0
9258,"If Anne is not smart, then the rabbit is reckless.","If it is smart, then it will be not Anne.",1
9259,"If Anne is not smart, then the rabbit is reckless.","If it is not smart, then it will be Anne. ",0
9260,"If Anne is clever, then Harry is not heavy.","If it is not clever, then it will be not Anne.",1
9261,"If Anne is clever, then Harry is not heavy.",,0
9262,"If Anne is not clever, then the bear is not lazy.","If it is clever, then it will be not Anne.",1
9263,"If Anne is not clever, then the bear is not lazy.",,0
9264,"If Anne is dull, then Alan is not tired.","If it is not dull, then it will be not Anne.",1
9265,"If Anne is dull, then Alan is not tired.","If it is dull, then it will be Anne. ",0
9266,"If Anne is not dull, then the rabbit is sleepy.","If it is dull, then it will be not Anne.",1
9267,"If Anne is not dull, then the rabbit is sleepy.",,0
9268,"If Anne is rough, then the leopard is not cute.","If it is not rough, then it will be not Anne.",1
9269,"If Anne is rough, then the leopard is not cute.",,0
9270,"If Anne is not rough, then the bear is lovely.","If it is rough, then it will be not Anne.",1
9271,"If Anne is not rough, then the bear is lovely.","If it is Anne, then it will be rough. ",0
9272,"If Anne is lazy, then the tiger is boring.","If it is not lazy, then it will be not Anne.",1
9273,"If Anne is lazy, then the tiger is boring.","If it is not Anne, then it will be lazy. ",0
9274,"If Anne is not lazy, then Bob is thin.","If it is lazy, then it will be not Anne.",1
9275,"If Anne is not lazy, then Bob is thin.","If it is Anne, then it will be lazy. ",0
9276,"If Anne is slow, then the squirrel is horrible.","If it is not slow, then it will be not Anne.",1
9277,"If Anne is slow, then the squirrel is horrible.","If it is not Anne, then it will be slow. ",0
9278,"If Anne is not slow, then the bald eagle is awful.","If it is slow, then it will be not Anne.",1
9279,"If Anne is not slow, then the bald eagle is awful.","If it is not slow, then it will be Anne. ",0
9280,"If Anne is sleepy, then the squirrel is not poor.","If it is not sleepy, then it will be not Anne.",1
9281,"If Anne is sleepy, then the squirrel is not poor.","If it is sleepy, then it will be Anne. ",0
9282,"If Anne is not sleepy, then Dave is tiny.","If it is sleepy, then it will be not Anne.",1
9283,"If Anne is not sleepy, then Dave is tiny.","If it is not sleepy, then it will be Anne. ",0
9284,"If Anne is boring, then Bob is not round.","If it is not boring, then it will be not Anne.",1
9285,"If Anne is boring, then Bob is not round.","If it is not Anne, then it will be boring. ",0
9286,"If Anne is not boring, then the leopard is not dull.","If it is boring, then it will be not Anne.",1
9287,"If Anne is not boring, then the leopard is not dull.","If it is not Anne, then it will be not boring. ",0
9288,"If Anne is tired, then the dinosaur is angry.","If it is not tired, then it will be not Anne.",1
9289,"If Anne is tired, then the dinosaur is angry.","If it is tired, then it will be Anne. ",0
9290,"If Anne is not tired, then Gary is poor.","If it is tired, then it will be not Anne.",1
9291,"If Anne is not tired, then Gary is poor.","If it is not tired, then it will be Anne. ",0
9292,"If Anne is reckless, then Alan is not lovely.","If it is not reckless, then it will be not Anne.",1
9293,"If Anne is reckless, then Alan is not lovely.","If it is reckless, then it will be Anne. ",0
9294,"If Anne is not reckless, then Bob is not beautiful.","If it is reckless, then it will be not Anne.",1
9295,"If Anne is not reckless, then Bob is not beautiful.",,0
9296,"If Anne is furry, then Bob is quiet.","If it is not furry, then it will be not Anne.",1
9297,"If Anne is furry, then Bob is quiet.",,0
9298,"If Anne is not furry, then the cat is not clever.","If it is furry, then it will be not Anne.",1
9299,"If Anne is not furry, then the cat is not clever.",,0
9300,"If Anne is small, then the rabbit is not dull.","If it is not small, then it will be not Anne.",1
9301,"If Anne is small, then the rabbit is not dull.","If it is small, then it will be Anne. ",0
9302,"If Anne is not small, then Anne is small.","If it is small, then it will be not Anne.",1
9303,"If Anne is not small, then Anne is small.","If it is not small, then it will be Anne. ",0
9304,"If Anne is cute, then the dinosaur is not sad.","If it is not cute, then it will be not Anne.",1
9305,"If Anne is cute, then the dinosaur is not sad.",,0
9306,"If Anne is not cute, then the dog is high.","If it is cute, then it will be not Anne.",1
9307,"If Anne is not cute, then the dog is high.","If it is not cute, then it will be Anne. ",0
9308,"If Anne is lovely, then the dog is not wealthy.","If it is not lovely, then it will be not Anne.",1
9309,"If Anne is lovely, then the dog is not wealthy.","If it is lovely, then it will be Anne. ",0
9310,"If Anne is beautiful, then Erin is not tiny.","If it is not beautiful, then it will be not Anne.",1
9311,"If Anne is beautiful, then Erin is not tiny.","If it is beautiful, then it will be Anne. ",0
9312,"If Anne is not beautiful, then Gary is horrible.","If it is beautiful, then it will be not Anne.",1
9313,"If Anne is not beautiful, then Gary is horrible.","If it is not beautiful, then it will be Anne. ",0
9314,"If Anne is funny, then Fiona is boring.","If it is not funny, then it will be not Anne.",1
9315,"If Anne is funny, then Fiona is boring.",,0
9316,"If Anne is not funny, then the lion is not boring.","If it is funny, then it will be not Anne.",1
9317,"If Anne is not funny, then the lion is not boring.","If it is not Anne, then it will be not funny. ",0
9318,"If Anne is big, then the lion is not heavy.","If it is not big, then it will be not Anne.",1
9319,"If Anne is big, then the lion is not heavy.",,0
9320,"If Anne is not big, then the rabbit is nice.","If it is big, then it will be not Anne.",1
9321,"If Anne is not big, then the rabbit is nice.","If it is not big, then it will be Anne. ",0
9322,"If Anne is strong, then the bear is powerful.","If it is not strong, then it will be not Anne.",1
9323,"If Anne is strong, then the bear is powerful.",,0
9324,"If Anne is not strong, then the tiger is short.","If it is strong, then it will be not Anne.",1
9325,"If Anne is not strong, then the tiger is short.",,0
9326,"If Anne is not awful, then the bald eagle is not horrible.","If it is awful, then it will be not Anne.",1
9327,"If Anne is not awful, then the bald eagle is not horrible.","If it is not Anne, then it will be not awful. ",0
9328,"If Anne is fierce, then the wolf is clever.","If it is not fierce, then it will be not Anne.",1
9329,"If Anne is fierce, then the wolf is clever.",,0
9330,"If Anne is not fierce, then the dinosaur is nice.","If it is fierce, then it will be not Anne.",1
9331,"If Anne is not fierce, then the dinosaur is nice.","If it is not fierce, then it will be Anne. ",0
9332,"If Anne is heavy, then Harry is sad.","If it is not heavy, then it will be not Anne.",1
9333,"If Anne is heavy, then Harry is sad.",,0
9334,"If Anne is not heavy, then Alan is not dull.","If it is heavy, then it will be not Anne.",1
9335,"If Anne is not heavy, then Alan is not dull.","If it is not heavy, then it will be Anne. ",0
9336,"If Anne is not horrible, then the snake is not huge.","If it is horrible, then it will be not Anne.",1
9337,"If Anne is not horrible, then the snake is not huge.","If it is Anne, then it will be horrible. ",0
9338,"If Anne is powerful, then the dinosaur is fierce.","If it is not powerful, then it will be not Anne.",1
9339,"If Anne is powerful, then the dinosaur is fierce.","If it is powerful, then it will be Anne. ",0
9340,"If Anne is not powerful, then the crocodile is dull.","If it is powerful, then it will be not Anne.",1
9341,"If Anne is not powerful, then the crocodile is dull.","If it is Anne, then it will be powerful. ",0
9342,"If Anne is angry, then the bear is rough.","If it is not angry, then it will be not Anne.",1
9343,"If Anne is angry, then the bear is rough.","If it is angry, then it will be Anne. ",0
9344,"If Anne is not angry, then Fiona is not rough.","If it is angry, then it will be not Anne.",1
9345,"If Anne is not angry, then Fiona is not rough.","If it is not angry, then it will be Anne. ",0
9346,"If Anne is high, then Anne is slow.","If it is not high, then it will be not Anne.",1
9347,"If Anne is high, then Anne is slow.","If it is high, then it will be Anne. ",0
9348,"If Anne is not high, then the dinosaur is not quiet.","If it is high, then it will be not Anne.",1
9349,"If Anne is not high, then the dinosaur is not quiet.",,0
9350,"If Anne is huge, then the crocodile is powerful.","If it is not huge, then it will be not Anne.",1
9351,"If Anne is huge, then the crocodile is powerful.","If it is huge, then it will be Anne. ",0
9352,"If Anne is short, then the bear is nice.","If it is not short, then it will be not Anne.",1
9353,"If Anne is short, then the bear is nice.","If it is not Anne, then it will be short. ",0
9354,"If Anne is not short, then Gary is clever.","If it is short, then it will be not Anne.",1
9355,"If Anne is not short, then Gary is clever.",,0
9356,"If Anne is thin, then Bob is not short.","If it is not thin, then it will be not Anne.",1
9357,"If Anne is thin, then Bob is not short.","If it is Anne, then it will be not thin. ",0
9358,"If Anne is not thin, then the cat is not awful.","If it is thin, then it will be not Anne.",1
9359,"If Anne is not thin, then the cat is not awful.",,0
9360,"If Anne is little, then the bald eagle is rough.","If it is, then it will be not Anne.",1
9361,"If Anne is little, then the bald eagle is rough.",,0
9362,"If Anne is not little, then the snake is not furry.","If it is little, then it will be not Anne.",1
9363,"If Anne is not little, then the snake is not furry.",,0
9364,"If Anne is tiny, then the mouse is thin.","If it is not tiny, then it will be not Anne.",1
9365,"If Anne is tiny, then the mouse is thin.","If it is tiny, then it will be Anne. ",0
9366,"If Anne is not tiny, then the wolf is reckless.","If it is tiny, then it will be not Anne.",1
9367,"If Anne is not tiny, then the wolf is reckless.","If it is Anne, then it will be tiny. ",0
9368,"If Anne is wealthy, then the squirrel is sleepy.","If it is not wealthy, then it will be not Anne.",1
9369,"If Anne is wealthy, then the squirrel is sleepy.","If it is wealthy, then it will be Anne. ",0
9370,"If Anne is not wealthy, then Bob is not funny.","If it is wealthy, then it will be not Anne.",1
9371,"If Anne is not wealthy, then Bob is not funny.","If it is Anne, then it will be wealthy. ",0
9372,"If Anne is poor, then Gary is not dull.","If it is not poor, then it will be not Anne.",1
9373,"If Anne is poor, then Gary is not dull.","If it is poor, then it will be Anne. ",0
9374,"If Anne is not poor, then the rabbit is not strong.","If it is poor, then it will be not Anne.",1
9375,"If Anne is not poor, then the rabbit is not strong.",,0
9376,"If Anne is dull, then Harry is not dull.","If it is not dull, then it will be not Anne.",1
9377,"If Anne is dull, then Harry is not dull.","If it is Anne, then it will be not dull. ",0
9378,"If Anne is not dull, then the squirrel is horrible.","If it is dull, then it will be not Anne.",1
9379,"If Anne is not dull, then the squirrel is horrible.","If it is Anne, then it will be dull. ",0
9380,"If Anne is rough, then Anne is wealthy.","If it is not rough, then it will be not Anne.",1
9381,"If Anne is rough, then Anne is wealthy.",,0
9382,"If Anne is not rough, then the bear is powerful.","If it is rough, then it will be not Anne.",1
9383,"If Anne is not rough, then the bear is powerful.","If it is not rough, then it will be Anne. ",0
9384,"If Anne is bad, then the tiger is round.","If it is not bad, then it will be not Anne.",1
9385,"If Anne is bad, then the tiger is round.",,0
9386,"If Anne is not bad, then the bear is not rough.","If it is bad, then it will be not Anne.",1
9387,"If Anne is not bad, then the bear is not rough.","If it is not bad, then it will be Anne. ",0
9388,"If Anne is sad, then the wolf is not sad.","If it is not sad, then it will be not Anne.",1
9389,"If Anne is sad, then the wolf is not sad.","If it is sad, then it will be Anne. ",0
9390,"If Anne is not sad, then Erin is not tiny.","If it is sad, then it will be not Anne.",1
9391,"If Anne is not sad, then Erin is not tiny.","If it is not Anne, then it will be not sad. ",0
9392,"If Alan is kind, then the tiger is kind.","If it is not kind, then it will be not Alan.",1
9393,"If Alan is kind, then the tiger is kind.","If it is kind, then it will be Alan. ",0
9394,"If Alan is not kind, then the wolf is not beautiful.","If it is kind, then it will be not Alan.",1
9395,"If Alan is not kind, then the wolf is not beautiful.",,0
9396,"If Alan is quiet, then the crocodile is not quiet.","If it is not quiet, then it will be not Alan.",1
9397,"If Alan is quiet, then the crocodile is not quiet.","If it is quiet, then it will be Alan. ",0
9398,"If Alan is not quiet, then the cat is not tiny.","If it is quiet, then it will be not Alan.",1
9399,"If Alan is not quiet, then the cat is not tiny.",,0
9400,"If Alan is round, then the dinosaur is round.","If it is not round, then it will be not Alan.",1
9401,"If Alan is round, then the dinosaur is round.","If it is Alan, then it will be not round. ",0
9402,"If Alan is not round, then the rabbit is angry.","If it is round, then it will be not Alan.",1
9403,"If Alan is not round, then the rabbit is angry.","If it is not round, then it will be Alan. ",0
9404,"If Alan is nice, then Alan is not poor.","If it is not nice, then it will be not Alan.",1
9405,"If Alan is nice, then Alan is not poor.",,0
9406,"If Alan is not nice, then the dog is high.","If it is nice, then it will be not Alan.",1
9407,"If Alan is not nice, then the dog is high.","If it is Alan, then it will be nice. ",0
9408,"If Alan is smart, then the leopard is clever.","If it is not smart, then it will be not Alan.",1
9409,"If Alan is smart, then the leopard is clever.","If it is not Alan, then it will be smart. ",0
9410,"If Alan is not smart, then the squirrel is bad.","If it is smart, then it will be not Alan.",1
9411,"If Alan is not smart, then the squirrel is bad.","If it is not smart, then it will be Alan. ",0
9412,"If Alan is clever, then the wolf is cute.","If it is not clever, then it will be not Alan.",1
9413,"If Alan is clever, then the wolf is cute.","If it is not Alan, then it will be clever. ",0
9414,"If Alan is not clever, then the cat is not bad.","If it is clever, then it will be not Alan.",1
9415,"If Alan is not clever, then the cat is not bad.",,0
9416,"If Alan is dull, then the bear is round.","If it is not dull, then it will be not Alan.",1
9417,"If Alan is dull, then the bear is round.","If it is not Alan, then it will be dull. ",0
9418,"If Alan is not dull, then the squirrel is not reckless.","If it is dull, then it will be not Alan.",1
9419,"If Alan is not dull, then the squirrel is not reckless.","If it is not dull, then it will be Alan. ",0
9420,"If Alan is rough, then the bald eagle is not big.","If it is not rough, then it will be not Alan.",1
9421,"If Alan is rough, then the bald eagle is not big.","If it is not Alan, then it will be rough. ",0
9422,"If Alan is not rough, then the leopard is dull.","If it is rough, then it will be not Alan.",1
9423,"If Alan is not rough, then the leopard is dull.","If it is not rough, then it will be Alan. ",0
9424,"If Alan is lazy, then the bald eagle is not nice.","If it is not lazy, then it will be not Alan.",1
9425,"If Alan is lazy, then the bald eagle is not nice.",,0
9426,"If Alan is slow, then Gary is horrible.","If it is not slow, then it will be not Alan.",1
9427,"If Alan is slow, then Gary is horrible.","If it is slow, then it will be Alan. ",0
9428,"If Alan is not slow, then Erin is small.","If it is slow, then it will be not Alan.",1
9429,"If Alan is not slow, then Erin is small.","If it is not slow, then it will be Alan. ",0
9430,"If Alan is sleepy, then the snake is slow.","If it is not sleepy, then it will be not Alan.",1
9431,"If Alan is sleepy, then the snake is slow.",,0
9432,"If Alan is not sleepy, then Alan is not poor.","If it is sleepy, then it will be not Alan.",1
9433,"If Alan is not sleepy, then Alan is not poor.","If it is Alan, then it will be sleepy. ",0
9434,"If Alan is boring, then Alan is not funny.","If it is not boring, then it will be not Alan.",1
9435,"If Alan is boring, then Alan is not funny.","If it is not Alan, then it will be boring. ",0
9436,"If Alan is not boring, then the dog is slow.","If it is boring, then it will be not Alan.",1
9437,"If Alan is not boring, then the dog is slow.","If it is not boring, then it will be Alan. ",0
9438,"If Alan is tired, then the bald eagle is not smart.","If it is not tired, then it will be not Alan.",1
9439,"If Alan is tired, then the bald eagle is not smart.","If it is tired, then it will be Alan. ",0
9440,"If Alan is not tired, then the mouse is not kind.","If it is tired, then it will be not Alan.",1
9441,"If Alan is not tired, then the mouse is not kind.","If it is Alan, then it will be tired. ",0
9442,"If Alan is reckless, then Harry is slow.","If it is not reckless, then it will be not Alan.",1
9443,"If Alan is reckless, then Harry is slow.","If it is not Alan, then it will be reckless. ",0
9444,"If Alan is not reckless, then the bear is not wealthy.","If it is reckless, then it will be not Alan.",1
9445,"If Alan is not reckless, then the bear is not wealthy.","If it is Alan, then it will be reckless. ",0
9446,"If Alan is furry, then Bob is powerful.","If it is not furry, then it will be not Alan.",1
9447,"If Alan is furry, then Bob is powerful.","If it is Alan, then it will be not furry. ",0
9448,"If Alan is not furry, then the lion is not small.","If it is furry, then it will be not Alan.",1
9449,"If Alan is not furry, then the lion is not small.","If it is Alan, then it will be furry. ",0
9450,"If Alan is small, then Harry is slow.","If it is not small, then it will be not Alan.",1
9451,"If Alan is small, then Harry is slow.",,0
9452,"If Alan is not small, then the bald eagle is lazy.","If it is small, then it will be not Alan.",1
9453,"If Alan is not small, then the bald eagle is lazy.","If it is not small, then it will be Alan. ",0
9454,"If Alan is cute, then the mouse is not fierce.","If it is not cute, then it will be not Alan.",1
9455,"If Alan is cute, then the mouse is not fierce.","If it is cute, then it will be Alan. ",0
9456,"If Alan is lovely, then the leopard is not high.","If it is not lovely, then it will be not Alan.",1
9457,"If Alan is lovely, then the leopard is not high.","If it is not Alan, then it will be lovely. ",0
9458,"If Alan is not lovely, then the dinosaur is funny.","If it is lovely, then it will be not Alan.",1
9459,"If Alan is not lovely, then the dinosaur is funny.",,0
9460,"If Alan is beautiful, then the snake is powerful.","If it is not beautiful, then it will be not Alan.",1
9461,"If Alan is beautiful, then the snake is powerful.","If it is beautiful, then it will be Alan. ",0
9462,"If Alan is not beautiful, then Anne is quiet.","If it is beautiful, then it will be not Alan.",1
9463,"If Alan is not beautiful, then Anne is quiet.","If it is Alan, then it will be beautiful. ",0
9464,"If Alan is not funny, then the snake is not poor.","If it is funny, then it will be not Alan.",1
9465,"If Alan is not funny, then the snake is not poor.",,0
9466,"If Alan is big, then Anne is little.","If it is not big, then it will be not Alan.",1
9467,"If Alan is big, then Anne is little.","If it is not Alan, then it will be big. ",0
9468,"If Alan is not big, then Anne is bad.","If it is big, then it will be not Alan.",1
9469,"If Alan is not big, then Anne is bad.",,0
9470,"If Alan is strong, then Charlie is not reckless.","If it is not strong, then it will be not Alan.",1
9471,"If Alan is strong, then Charlie is not reckless.","If it is strong, then it will be Alan. ",0
9472,"If Alan is not strong, then the crocodile is little.","If it is strong, then it will be not Alan.",1
9473,"If Alan is not strong, then the crocodile is little.",,0
9474,"If Alan is awful, then Charlie is not strong.","If it is not awful, then it will be not Alan.",1
9475,"If Alan is awful, then Charlie is not strong.","If it is awful, then it will be Alan. ",0
9476,"If Alan is not awful, then Harry is dull.","If it is awful, then it will be not Alan.",1
9477,"If Alan is not awful, then Harry is dull.","If it is not Alan, then it will be not awful. ",0
9478,"If Alan is fierce, then Erin is kind.","If it is not fierce, then it will be not Alan.",1
9479,"If Alan is fierce, then Erin is kind.","If it is Alan, then it will be not fierce. ",0
9480,"If Alan is heavy, then the bald eagle is not tiny.","If it is not heavy, then it will be not Alan.",1
9481,"If Alan is heavy, then the bald eagle is not tiny.",,0
9482,"If Alan is not heavy, then the lion is fierce.","If it is heavy, then it will be not Alan.",1
9483,"If Alan is not heavy, then the lion is fierce.","If it is not Alan, then it will be not heavy. ",0
9484,"If Alan is horrible, then the tiger is quiet.","If it is not horrible, then it will be not Alan.",1
9485,"If Alan is horrible, then the tiger is quiet.","If it is horrible, then it will be Alan. ",0
9486,"If Alan is powerful, then Fiona is not round.","If it is not powerful, then it will be not Alan.",1
9487,"If Alan is powerful, then Fiona is not round.","If it is powerful, then it will be Alan. ",0
9488,"If Alan is not powerful, then the rabbit is big.","If it is powerful, then it will be not Alan.",1
9489,"If Alan is not powerful, then the rabbit is big.","If it is not powerful, then it will be Alan. ",0
9490,"If Alan is angry, then the bear is not lovely.","If it is not angry, then it will be not Alan.",1
9491,"If Alan is angry, then the bear is not lovely.","If it is angry, then it will be Alan. ",0
9492,"If Alan is not angry, then the dog is not huge.","If it is angry, then it will be not Alan.",1
9493,"If Alan is not angry, then the dog is not huge.",,0
9494,"If Alan is high, then the rabbit is strong.","If it is not high, then it will be not Alan.",1
9495,"If Alan is high, then the rabbit is strong.",,0
9496,"If Alan is not high, then Gary is not round.","If it is high, then it will be not Alan.",1
9497,"If Alan is not high, then Gary is not round.","If it is not Alan, then it will be not high. ",0
9498,"If Alan is huge, then the dinosaur is not powerful.","If it is not huge, then it will be not Alan.",1
9499,"If Alan is huge, then the dinosaur is not powerful.","If it is Alan, then it will be not huge. ",0
9500,"If Alan is not huge, then the wolf is furry.","If it is huge, then it will be not Alan.",1
9501,"If Alan is not huge, then the wolf is furry.","If it is not Alan, then it will be not huge. ",0
9502,"If Alan is short, then Erin is not reckless.","If it is not short, then it will be not Alan.",1
9503,"If Alan is short, then Erin is not reckless.","If it is Alan, then it will be not short. ",0
9504,"If Alan is not short, then the tiger is awful.","If it is short, then it will be not Alan.",1
9505,"If Alan is not short, then the tiger is awful.","If it is Alan, then it will be short. ",0
9506,"If Alan is thin, then the wolf is not boring.","If it is not thin, then it will be not Alan.",1
9507,"If Alan is thin, then the wolf is not boring.","If it is Alan, then it will be not thin. ",0
9508,"If Alan is not thin, then the bald eagle is strong.","If it is thin, then it will be not Alan.",1
9509,"If Alan is not thin, then the bald eagle is strong.","If it is not thin, then it will be Alan. ",0
9510,"If Alan is not little, then the leopard is not powerful.","If it is little, then it will be not Alan.",1
9511,"If Alan is not little, then the leopard is not powerful.","If it is Alan, then it will be little. ",0
9512,"If Alan is tiny, then Dave is not dull.","If it is not tiny, then it will be not Alan.",1
9513,"If Alan is tiny, then Dave is not dull.","If it is not Alan, then it will be tiny. ",0
9514,"If Alan is not tiny, then the wolf is awful.","If it is tiny, then it will be not Alan.",1
9515,"If Alan is not tiny, then the wolf is awful.","If it is not Alan, then it will be not tiny. ",0
9516,"If Alan is wealthy, then the rabbit is not angry.","If it is not wealthy, then it will be not Alan.",1
9517,"If Alan is wealthy, then the rabbit is not angry.","If it is wealthy, then it will be Alan. ",0
9518,"If Alan is poor, then the bald eagle is not wealthy.","If it is not poor, then it will be not Alan.",1
9519,"If Alan is poor, then the bald eagle is not wealthy.","If it is Alan, then it will be not poor. ",0
9520,"If Alan is not poor, then the leopard is powerful.","If it is poor, then it will be not Alan.",1
9521,"If Alan is not poor, then the leopard is powerful.","If it is Alan, then it will be poor. ",0
9522,"If Alan is dull, then the bear is not little.","If it is not dull, then it will be not Alan.",1
9523,"If Alan is dull, then the bear is not little.","If it is dull, then it will be Alan. ",0
9524,"If Alan is not dull, then Dave is thin.","If it is dull, then it will be not Alan.",1
9525,"If Alan is not dull, then Dave is thin.","If it is not dull, then it will be Alan. ",0
9526,"If Alan is rough, then Charlie is dull.","If it is not rough, then it will be not Alan.",1
9527,"If Alan is rough, then Charlie is dull.","If it is Alan, then it will be not rough. ",0
9528,"If Alan is not rough, then the squirrel is not tiny.","If it is rough, then it will be not Alan.",1
9529,"If Alan is not rough, then the squirrel is not tiny.","If it is not rough, then it will be Alan. ",0
9530,"If Alan is bad, then the snake is not poor.","If it is not bad, then it will be not Alan.",1
9531,"If Alan is bad, then the snake is not poor.","If it is Alan, then it will be not bad. ",0
9532,"If Alan is not bad, then the bald eagle is lovely.","If it is bad, then it will be not Alan.",1
9533,"If Alan is not bad, then the bald eagle is lovely.",,0
9534,"If Alan is sad, then Gary is not heavy.","If it is not sad, then it will be not Alan.",1
9535,"If Alan is sad, then Gary is not heavy.",,0
9536,"If Alan is not sad, then the rabbit is angry.","If it is sad, then it will be not Alan.",1
9537,"If Alan is not sad, then the rabbit is angry.","If it is Alan, then it will be sad. ",0
9538,"If Bob is kind, then Bob is not strong.","If it is not kind, then it will be not Bob.",1
9539,"If Bob is kind, then Bob is not strong.","If it is kind, then it will be Bob. ",0
9540,"If Bob is not kind, then Harry is not furry.","If it is kind, then it will be not Bob.",1
9541,"If Bob is not kind, then Harry is not furry.","If it is Bob, then it will be kind. ",0
9542,"If Bob is quiet, then Alan is not beautiful.","If it is not quiet, then it will be not Bob.",1
9543,"If Bob is quiet, then Alan is not beautiful.","If it is Bob, then it will be not quiet. ",0
9544,"If Bob is not quiet, then the dinosaur is not huge.","If it is quiet, then it will be not Bob.",1
9545,"If Bob is not quiet, then the dinosaur is not huge.",,0
9546,"If Bob is round, then the cat is sad.","If it is not round, then it will be not Bob.",1
9547,"If Bob is round, then the cat is sad.",,0
9548,"If Bob is not round, then the cat is sad.","If it is round, then it will be not Bob.",1
9549,"If Bob is not round, then the cat is sad.","If it is not round, then it will be Bob. ",0
9550,"If Bob is nice, then the cat is not heavy.","If it is not nice, then it will be not Bob.",1
9551,"If Bob is nice, then the cat is not heavy.","If it is nice, then it will be Bob. ",0
9552,"If Bob is not nice, then the wolf is not horrible.","If it is nice, then it will be not Bob.",1
9553,"If Bob is not nice, then the wolf is not horrible.",,0
9554,"If Bob is smart, then the leopard is smart.","If it is not smart, then it will be not Bob.",1
9555,"If Bob is smart, then the leopard is smart.","If it is Bob, then it will be not smart. ",0
9556,"If Bob is not smart, then the bear is not boring.","If it is smart, then it will be not Bob.",1
9557,"If Bob is not smart, then the bear is not boring.","If it is not Bob, then it will be not smart. ",0
9558,"If Bob is clever, then the bald eagle is huge.","If it is not clever, then it will be not Bob.",1
9559,"If Bob is clever, then the bald eagle is huge.","If it is clever, then it will be Bob. ",0
9560,"If Bob is not clever, then the leopard is huge.","If it is clever, then it will be not Bob.",1
9561,"If Bob is not clever, then the leopard is huge.","If it is not clever, then it will be Bob. ",0
9562,"If Bob is dull, then the bear is strong.","If it is not dull, then it will be not Bob.",1
9563,"If Bob is dull, then the bear is strong.","If it is dull, then it will be Bob. ",0
9564,"If Bob is not dull, then the rabbit is awful.","If it is dull, then it will be not Bob.",1
9565,"If Bob is not dull, then the rabbit is awful.","If it is not dull, then it will be Bob. ",0
9566,"If Bob is rough, then the bald eagle is reckless.","If it is not rough, then it will be not Bob.",1
9567,"If Bob is rough, then the bald eagle is reckless.","If it is not Bob, then it will be rough. ",0
9568,"If Bob is not rough, then Gary is sad.","If it is rough, then it will be not Bob.",1
9569,"If Bob is not rough, then Gary is sad.","If it is not Bob, then it will be not rough. ",0
9570,"If Bob is lazy, then Anne is not cute.","If it is not lazy, then it will be not Bob.",1
9571,"If Bob is lazy, then Anne is not cute.","If it is lazy, then it will be Bob. ",0
