sentence1,sentence2,label
the rabbit is horrible or the dinosaur is tiny.,Bunnies are horrible or dinosaurs aren't tiny.,0
Harry is not sad or the squirrel is not sleepy.,"If Harry is sad, the squirrels won't be sleepy.",1
"If Alan is not huge, then the rabbit is not dull.",Alan is huge or the bunny is dull.,1
the cat is slow. or the leopard is not rough,The cat is slow or the leopard rough.,0
the squirrel is furry or Dave is not dull.,Dave wouldn't be dull if the squirrel wasn't furry.,1
"If the tiger is wealthy, then Fiona is powerful.","Without Fiona being powerful, he wouldn't be wealthy.",1
the rabbit is smart. or the snake is not kind,Bunny smart or snake kind.,0
the tiger is fierce and Alan is kind.,Alan was kind and the Tiger was fierce.,1
the cat is not kind and the lion is high.,Lions are high and cats are unkind.,1
Charlie is not tired and the leopard is not kind.,Charlie isn't tired and the leopard is kind.,0
the bear is cute. or Bob is not dull,Bears are cute or Bob dull.,0
Bob is huge or the dinosaur is not smart.,"If Bob wasn't huge, the dinosaurs wouldn't be smart.",1
Gary is not tired or Dave is not lovely.,Gary is tired or Dave isn't lovely.,0
"If the dog is little, then Anne is not short.",Anne wouldn't be short if the dog wasn't little.,0
the squirrel is not dull and Bob is not wealthy.,"The squirrels aren't dull, and Bob is wealthy.",0
the leopard is thin or the tiger is not lovely.,The leopard is thin or the tigers are lovely.,0
"If Alan is rough, then the crocodile is smart.",Alan is rough or a crocodile smart.,0
Dave is not slow or the snake is not tired.,"If Dave is slow, the snake won't get tired.",1
the bald eagle is funny or Alan is angry.,The bald eagle is funny or Alan isn't angry.,0
"If the tiger is not tired, then the mouse is horrible.",Tigers get tired of being horrible without a mouse.,1
the leopard is not clever or the tiger is not awful.,The leopard is clever or the tiger is awful.,0
the wolf is lazy or the dog is not angry.,"If the wolf isn't lazy, the dog won't be angry.",1
"If the mouse is not cute, then Anne is round.",The mouse isn't cute or Anne is round.,0
the lion is little and the lion is not funny.,The Lion isn't funny and the Lion is a little.,1
Anne is not smart and the leopard is lazy.,Anne isn't smart and the leopard isn't lazy.,0
Dave is reckless or the bald eagle is short.,"If Dave wasn't reckless, he'd be short of a bald eagle.",1
the bear is lovely and Gary is heavy.,"The bear is lovely, and Gary isn't heavy.",0
"If the leopard is wealthy, then Gary is not lazy.",Gary isn't lazy if the leopard isn't wealthy.,0
"If Alan is little, then the crocodile is not small.",Alan isn't little if the crocodile is small.,1
"If the dog is bad, then Erin is not tiny.","Not bad for a dog, or Erin, not tiny.",1
the rabbit is not strong and Harry is not heavy.,"Bunny isn't strong, Harry is heavy.",0
"If the leopard is heavy, then the bear is not rough.",The leopard is heavy or bears are rough.,0
"If Gary is angry, then the crocodile is not rough.",Gary isn't angry or rough with crocodiles.,1
Fiona is not kind and the squirrel is thin.,Fiona isn't kind and the squirrels aren't thin.,0
the mouse is rough. or the dog is not fierce,The mouse is rough or the dog fierce.,0
"If the dog is sad, then the cat is quiet.",No dog sad or quiet cat.,1
the mouse is not quiet and the tiger is nice.,"Tiger nice, mouse quiet.",1
"If the bald eagle is dull, then Fiona is not angry.",Fiona wouldn't be angry if the bald eagle wasn't dull.,0
"If Fiona is dull, then the leopard is tiny.",Fiona isn't dull or the leopard is tiny.,1
"If Bob is quiet, then the wolf is not tiny.",Bob isn't quiet or the wolf isn't tiny.,1
the bear is furry. or the tiger is not angry,Bear furry or Tiger angry,0
the crocodile is not slow and the wolf is not fierce.,"The wolves aren't fierce, and the crocodiles aren't slow.",1
the leopard is angry and the wolf is not funny.,The wolf isn't funny and the leopard is angry.,1
"If the tiger is awful, then the dog is not dull.",Tigers aren't awful when dogs are dull.,1
"If the squirrel is awful, then the leopard is boring.","If the leopard wasn't bored, squirrels wouldn't be awful.",1
"If the mouse is boring, then the bald eagle is not big.","The mouse isn't boring, or the bald eagle isn't big.",1
Dave is not funny and the rabbit is not kind.,Dave isn't funny and the bunny is kind.,0
the wolf is not bad or the dog is not rough.,Wolf bad or dog rough.,0
"If Bob is smart, then Dave is not round.","If Bob wasn't smart, Dave wouldn't be round.",0
the squirrel is small or the leopard is cute.,"If the squirrel isn't small, the leopard is cute.",1
Dave is wealthy and the rabbit is not sad.,Dave is wealthy and the rabbit is sad.,0
Fiona is dull and the leopard is not wealthy.,"The leopard is not wealthy, Fiona is dull.",1
Anne is big. or Dave is not heavy,Dave isn't heavy if Anne isn't big.,1
Dave is horrible. or Bob is not small,Dave was horrible or Bob was small.,0
"If Erin is not cute, then the dog is not thin.",Erin isn't cute or thin.,0
the mouse is huge and Bob is quiet.,Bob was quiet and the mouse was huge.,1
the bear is slow and Gary is rough.,The bear is slow and Gary isn't rough.,0
"If Harry is dull, then the bald eagle is not quiet.",Harry dull or the bald eagle quiet.,0
"If Harry is not angry, then Bob is poor.","If Bob wasn't poor, Harry would be angry.",1
Anne is beautiful.,Anne is ugly.,0
the leopard is nice or Bob is not poor.,"If the leopard wasn't nice, Bob wouldn't be poor.",1
"If the lion is not tired, then the rabbit is not poor.","The lions get tired of being poor, the bunnies are poor.",1
the rabbit is not lovely and the dog is not rough.,Bunnies aren't lovely and dogs rough.,0
"If the squirrel is beautiful, then the mouse is not big.",The squirrel isn't beautiful or the mouse isn't big.,1
"If Anne is clever, then Dave is not thin.",Dave isn't thin unless Anne is clever.,0
Dave is not high and the rabbit is not rough.,"Dave isn't high, and the rabbit is rough.",0
"If the dinosaur is not cute, then Harry is sad.",The dinosaurs aren't cute or Harry sad.,0
Dave is not fierce and the cat is boring.,"Dave isn't fierce, and the cats aren't boring.",0
"If Anne is not lovely, then Charlie is not boring.",Anne is lovely or Charlie is boring.,0
Charlie is not powerful and the squirrel is not dull.,"The squirrel isn't dull, Charlie isn't powerful.",1
"If Anne is not angry, then the dinosaur is tiny.",Anger at Anne or the dinosaurs tiny.,1
"If the tiger is not powerful, then the crocodile is not little.","Tigers are powerful, crocodiles are little.",1
"If Anne is angry, then Alan is nice.",Anne was not angry or Alan was nice.,1
"If the rabbit is high, then the lion is not boring.","If the lion bore, the rabbits would not be high.",1
Dave is not cute and Charlie is dull.,Dave isn't cute and Charlie isn't dull.,0
Fiona is not poor and the squirrel is boring.,Fiona isn't poor and the squirrels aren't boring.,0
"If the bear is not powerful, then Erin is heavy.","No bear is powerful or heavy, Erin.",0
the dinosaur is thin and the mouse is not powerful.,The mouse is not powerful and the dinosaur is thin.,1
the rabbit is horrible or the dinosaur is tiny.,"If the bunny wasn't horrible, dinosaurs would be tiny.",1
the leopard is not dull and the leopard is not heavy.,The leopard isn't dull and heavy.,0
"If the bear is not smart, then the leopard is dull.",The leopard is dull if the bear is smart.,0
"If the squirrel is clever, then the dog is dull.",The dog is dull without a squirrel clever.,0
the dog is high. or the cat is not smart,Dog high or cat smart.,0
Fiona is not angry and the cat is not slow.,The cat was slow and Fiona was not angry.,1
"If the dinosaur is not big, then the dog is angry.","If the dinosaurs were big, the dogs would be angry.",0
the mouse is not dull or Bob is not rough.,Bob wouldn't be rough if the mouse was dull.,1
"If Fiona is furry, then the dinosaur is not short.",Fiona isn't furry or short of dinosaurs.,1
"If Erin is not sad, then the bald eagle is not lazy.","If Erin is sad, the bald eagle isn't lazy.",0
"If Dave is rough, then Gary is quiet.","If Dave wasn't rough, Gary would have been quiet.",0
Dave is sad and Fiona is big.,Fiona is big and Dave is sad.,1
"If Bob is tired, then the mouse is horrible.",n't rooted in Bob's tiredness or the mouse was horrible.,1
the squirrel is poor or Gary is lazy.,Gary is lazy if the squirrel isn't poor.,1
"If the dog is heavy, then the bald eagle is tiny.","If a bald eagle wasn't tiny, the dog wouldn't be heavy.",1
"If the tiger is quiet, then the crocodile is not beautiful.",Tigers are quiet or crocodiles are beautiful.,1
"If the rabbit is funny, then the snake is not high.",Whether the bunny is funny or the snake isn't high.,0
"If Dave is not kind, then Dave is not big.","If Dave was big, he would be kind.",1
the dog is not lovely and Harry is lovely.,"Harry is lovely, the dog isn't.",1
Fiona is reckless or the dog is strong.,Fiona was reckless or the dog was weak.,0
Harry is kind and the mouse is not big.,Harry was kind and the mouse was big.,0
Bob is big. or Anne is not lazy,Bob is big or Anne is lazy.,0
the leopard is not slow and the bald eagle is not slow.,Bald Eagles and Leopards are slow.,1
the crocodile is poor or the bear is not beautiful.,"If the crocodile isn't poor, bears aren't beautiful.",1
"If Gary is bad, then Anne is not heavy.",Gary isn't bad or Anne isn't heavy.,1
the lion is lovely and the tiger is not clever.,"Tigers aren't clever, lions are lovely.",1
Erin is not funny and the snake is poor.,"Poor snake, Erin isn't funny.",1
"If Alan is not lazy, then the leopard is awful.","If Alan was lazy, the leopard would be awful.",0
Charlie is not funny and Anne is not bad.,Anne isn't bad and Charlie isn't funny.,1
the bear is dull and Bob is rough.,Bob is rough and the bear dull.,1
the crocodile is angry.,Crocodiles are not unangry.,1
"If the dog is lovely, then the squirrel is not kind.","Not lovely dogs or squirrels, they are not kind.",1
the dinosaur is dull and the bear is not cute.,dinosaurs are dull and bears cute.,0
"If Fiona is horrible, then the rabbit is not dull.","If Fiona wasn't horrible, the bunny wouldn't be dull.",0
"If Alan is dull, then the crocodile is smart.",Alan isn't dull or a smart crocodile.,1
"If the dinosaur is little, then Charlie is funny.",Charlie would be funny if it weren't for dinosaurs.,0
the bald eagle is not wealthy and the leopard is boring.,"The leopard is boring, the bald eagle is not wealthy.",1
the mouse is not funny and Alan is dull.,Alan is dull and the mouse isn't funny.,1
Charlie is not thin or the bald eagle is not tiny.,Charlie is thin or the bald eagle isn't tiny.,0
Bob is small and Charlie is strong.,"Charlie is strong, Bob is small.",1
Gary is sleepy and Anne is sad.,Anne is sad and Gary sleepy.,1
the crocodile is small and the mouse is powerful.,Crocodiles are small and the mouse is not powerful.,0
the leopard is furry and Harry is fierce.,"Harry is fierce, the leopard is furry.",1
Fiona is not sad and Anne is not smart.,Anne isn't smart and Fiona isn't sad.,1
"If Charlie is not funny, then the cat is rough.",Charlie is funny or rough with cats.,1
Charlie is rough. or the dinosaur is not round,"If Charlie wasn't rough, the dinosaurs wouldn't be round.",1
"If Gary is not small, then Alan is little.",Alan would be little if Gary were small.,0
Gary is poor and the lion is heavy.,The Lion is heavy and Gary poor.,1
Dave is cute. or Harry is not heavy,Dave is cute or heavy Harry.,0
the dinosaur is not dull and Anne is sad.,"Anne is sad, the dinosaurs aren't dull.",1
"If the leopard is not huge, then the crocodile is sleepy.","If the leopard is huge, the crocodile is sleepy.",0
"If the bear is angry, then Dave is powerful.","If the bear wasn't angry, Dave would have been powerful.",0
the wolf is powerful or the snake is not smart.,Wolf powerful or snake smart.,0
Harry is heavy or the snake is bad.,"If Harry wasn't heavy, the snake would be bad.",1
"If Bob is powerful, then the mouse is lazy.",Bob is not powerful if the mouse isn't lazy.,1
the tiger is nice. or the mouse is not quiet,Tiger nice or mouse quiet.,0
"If the cat is not poor, then the cat is powerful.",The cat is not poor or powerful.,0
the crocodile is not cute and the dog is kind.,The dog was kind and the crocodile wasn't cute.,1
"If the mouse is not short, then the cat is tiny.",The cat is tiny if the mouse is short.,0
"If Dave is big, then the rabbit is beautiful.",Dave is big or the bunny is beautiful.,0
"If the snake is sad, then the tiger is not cute.",Snakes are sad or Tigers aren't cute.,0
Harry is smart. or the dinosaur is not powerful,Harry is smart or a powerful dinosaur.,0
the dog is bad. or Fiona is not high,Bad dog or Fiona high.,0
the crocodile is not powerful and the cat is rough.,"Crocodiles aren't powerful, cats aren't rough.",0
"If Harry is not beautiful, then the lion is not fierce.",Harry wasn't beautiful or the lion wasn't fierce.,0
"If the dinosaur is quiet, then the crocodile is not lazy.","If the crocodiles were lazy, dinosaurs wouldn't be quiet.",1
"If the dog is not furry, then the squirrel is not wealthy.","Dogs are furry, or squirrels aren't wealthy.",1
"If the snake is not furry, then Harry is not thin.","If Harry is thin, the snake is furry.",1
Dave is not small or Anne is not horrible.,Dave is small or Anne isn't horrible.,0
the crocodile is not awful and the bear is short.,"The bear is short, the crocodile is not awful.",1
the wolf is angry.,The Wolf is not unangry.,1
Erin is nice and Fiona is not small.,"Fiona isn't small, Erin is nice.",1
"If Bob is not lazy, then Harry is not dull.",Bob is either lazy or Harry is dull.,1
"If the bald eagle is not short, then Alan is not slow.",Alan isn't slow if the bald eagle is short.,0
the wolf is slow and Erin is tired.,The wolf was slow and Erin was not tired.,0
the cat is not tired and Harry is not boring.,The cat isn't tired and Harry is boring.,0
the wolf is tired. or the crocodile is not tiny,"If the wolf isn't tired, the crocodile isn't tiny.",1
Anne is dull and the bear is smart.,The bear is smart and Anne is dull.,1
"If the bear is boring, then Fiona is rough.",No bear is boring or rough for Fiona.,1
"If the mouse is poor, then the leopard is wealthy.","If the leopard wasn't wealthy, the mouse wouldn't be poor.",1
Fiona is not strong and the bald eagle is not sad.,"The bald eagle isn't sad, Fiona isn't strong.",1
"If Harry is lovely, then Erin is short.",Harry wasn't lovely or Erin wasn't short.,0
Charlie is rough or the dinosaur is not lovely.,Charlie is rough or the dinosaur is lovely.,0
Alan is not tiny and Anne is furry.,Anne is furry and Alan isn't tiny.,1
"If Harry is beautiful, then Erin is not cute.","If Erin was cute, Harry wouldn't be beautiful.",1
"If the cat is high, then the squirrel is small.","If the squirrel isn't small, the cat won't be high.",1
the squirrel is not horrible and the leopard is funny.,"The squirrel wasn't horrible, the leopard wasn't funny.",0
"If Anne is not rough, then the wolf is boring.",Anne is rough or the wolves are boring.,1
the lion is rough and Erin is not wealthy.,"Lions are rough, Erin is wealthy.",0
the leopard is not heavy and the wolf is not rough.,The leopard is not heavy and the wolf is rough.,0
"If the lion is funny, then Bob is not high.",The lion is funny or Bob isn't high.,0
Dave is thin and the mouse is sad.,"Sad mouse, thin Dave.",1
"If Charlie is powerful, then Charlie is angry.","If Charlie wasn't angry, he wouldn't be powerful.",1
"If Harry is not dull, then Charlie is not big.",Harry is dull or Charlie isn't big.,1
the mouse is beautiful or the mouse is not tired.,"If the mouse isn't beautiful, it's not tired.",1
Bob is lazy and the rabbit is not bad.,Bob is lazy and the bunny is bad.,0
the leopard is dull and the mouse is not clever.,The leopard is dull and the mouse clever.,0
"If the crocodile is not round, then Bob is little.",Crocodile round or Bob little.,1
"If the snake is not dull, then Bob is slow.",The snakes are dull or slow.,1
Anne is sleepy. or Anne is not lovely,"If Anne wasn't sleepy, she wouldn't be lovely.",1
"If the snake is little, then the mouse is wealthy.",The snake is not little or the mouse is wealth.,1
"If the leopard is not high, then Fiona is boring.",Fiona would be bored if the leopard was high.,0
"If Erin is not funny, then the cat is not funny.","If Erin is funny, the cat isn't funny.",0
the crocodile is sad and the crocodile is clever.,The crocodile is clever and sad.,1
"If Harry is strong, then the dinosaur is big.",Harry was strong or the dinosaur was big.,0
Gary is not clever and the tiger is not beautiful.,"Gary isn't clever, and the tiger is beautiful.",0
"If Charlie is not poor, then Bob is smart.",Charlie is poor or Bob isn't smart.,0
the wolf is heavy or the bald eagle is clever.,The wolf is heavy or the bald eagle isn't clever.,0
"If Dave is not thin, then the lion is not huge.","If the Lion was huge, Dave would be thin.",1
"If the crocodile is not sleepy, then the mouse is funny.",The crocodile is sleepy if the mouse isn't funny.,1
the tiger is not strong and Anne is not awful.,"Tigers aren't strong, Anne is awful.",0
the snake is tired. or Harry is not dull,Harry isn't dull if the snakes aren't tired.,1
"If the mouse is not smart, then the wolf is not nice.",A wolf isn't nice without a smart mouse.,0
the leopard is not big and the dinosaur is furry.,"The leopard isn't big, dinosaurs aren't furry.",0
"If Dave is not tiny, then the snake is rough.","If Dave were tiny, the snake would be rough.",0
the dog is dull or the squirrel is not slow.,The dog is dull or the squirrel slow.,0
the dinosaur is high or the wolf is not huge.,The dinosaurs are high or the wolves are huge.,0
"If the bald eagle is not big, then Anne is not little.",Anne isn't little if a bald eagle is big.,0
Bob is high. or the rabbit is not high,"If Bob wasn't high, the rabbit wouldn't be high.",1
"If the dinosaur is not fierce, then the cat is dull.",The dinosaurs are fierce or the cats dull.,1
"If the bald eagle is tired, then Dave is not slow.","If the bald eagles aren't tired, Dave won't be slow.",0
"If the snake is smart, then the leopard is heavy.",The snake isn't smart or the leopard heavy.,1
"If the lion is dull, then the mouse is short.",The lion wouldn't be dull if the mouse wasn't short.,1
Gary is short and Anne is not fierce.,Gary is short - and Anne is fierce.,0
the leopard is funny. or the squirrel is not horrible,The leopard is funny or the squirrel is horrible.,0
Harry is strong.,Harry is not weak.,1
the tiger is not fierce or the dog is not bad.,"If the Tiger is fierce, the dog isn't bad.",1
"If the cat is dull, then the bald eagle is boring.",No cat dull or bald eagle boring.,1
the tiger is huge and Dave is tired.,Dave is tired and the Tiger is huge.,1
the dinosaur is not lovely and the rabbit is rough.,The dinosaurs weren't lovely and the bunnies weren't rough.,0
Alan is angry and Erin is reckless.,Alan was angry and Erin was reckless.,0
"If Harry is not angry, then Bob is poor.",Harry wasn't angry or poor.,0
"If the lion is not thin, then the bald eagle is beautiful.",The lion is not thin or the bald eagle is beautiful.,0
"If the bald eagle is not high, then the crocodile is not tired.","When the crocodiles get tired, the bald eagle is high.",1
the cat is not lazy and the bald eagle is not smart.,The bald eagle isn't smart and the cat isn't lazy.,1
the mouse is beautiful.,The mouse isn't ugly.,1
the rabbit is thin and the bear is rough.,Bears are rough and rabbits thin.,1
the dog is angry.,The dog is not unangry.,1
"If Harry is rough, then the squirrel is huge.",Harry isn't rough unless the squirrel is huge.,1
"If the bear is high, then the snake is not rough.",The bear isn't high or rough on snakes.,1
the squirrel is powerful. or the cat is not rough,Squirrels are powerful or cats rough.,0
Anne is not clever and Erin is rough.,"Erin is rough, Anne isn't clever.",1
the cat is not wealthy and the snake is lovely.,"The snake is lovely, and the cat isn't wealthy.",1
the rabbit is not huge or the squirrel is not slow.,Bunnies are huge or squirrels are slow.,0
the wolf is powerful and the snake is not smart.,"Wolfe are powerful, snakes smart.",0
"If the tiger is not rough, then the snake is not short.",Tiger's rough or snake's short.,1
the snake is beautiful or Alan is not beautiful.,"The snake is beautiful, or so is Alan.",0
"If the bald eagle is dull, then Harry is rough.",bald eagles aren't dull or rough - Harry is.,1
the cat is not dull or the tiger is not awful.,The cat is dull or the tiger isn't awful.,0
"If the cat is big, then the cat is kind.",Whether it's a big cat or a kind cat.,0
the dog is tired or Charlie is not horrible.,Tired of dogs or horrible Charlie.,0
Erin is not horrible and the wolf is not beautiful.,"Erin isn't horrible, and the wolf is beautiful.",0
"If Harry is not smart, then the leopard is not sleepy.","If Harry was smart, the leopard wouldn't be sleepy.",0
"If the cat is not huge, then Alan is poor.","If Alan wasn't poor, the cat would be huge.",1
"If the dinosaur is thin, then Charlie is poor.",The dinosaurs aren't thin or Charlie poor.,1
"If Bob is not rough, then the crocodile is not poor.","If Bob was rough, the crocodile wouldn't be poor.",0
"If Dave is not round, then Anne is quiet.",Dave isn't round or Anne is quiet.,0
"If Erin is cute, then Fiona is not nice.",Erin isn't cute or Fiona isn't nice.,1
"If the squirrel is lovely, then Anne is not powerful.","If the squirrel wasn't lovely, Anne wouldn't be powerful.",0
"If the dog is not funny, then the tiger is not slow.","If the Tiger is slow, the dog will be funny.",1
Bob is small and Charlie is strong.,"Bob is small, Charlie isn't strong.",0
Alan is not dull and the bald eagle is not thin.,Alan is dull and the bald eagle thin.,0
the bald eagle is wealthy or the dog is not round.,"If the bald eagle wasn't wealthy, the dog wouldn't be round.",1
"If the mouse is rough, then the crocodile is reckless.","If the mouse wasn't rough, the crocodile was reckless.",0
"If Gary is angry, then the crocodile is not rough.","If Gary wasn't angry, the crocodile wouldn't be rough.",0
the leopard is cute. or the dog is not furry,"If the leopard isn't cute, the dog isn't furry.",1
Fiona is slow or Anne is wealthy.,"If Fiona isn't slow, Anne would be wealthy.",1
"If the mouse is not bad, then the bear is not slow.","If the mouse is bad, bears won't be slow.",0
Bob is not slow and the wolf is not smart.,The wolf isn't smart and Bob isn't slow.,1
the bald eagle is heavy. or Alan is not boring,Bald Eagles are heavy or Alan is boring.,0
the leopard is not clever and the tiger is not awful.,"The leopard isn't clever, and the tiger is awful.",0
Erin is not round or the cat is not quiet.,"If Erin was round, the cats wouldn't be quiet.",1
"If Charlie is not poor, then Bob is smart.",Charlie would be poor if Bob wasn't smart.,1
the snake is not reckless and Alan is not poor.,The snake is not reckless and Alan is poor.,0
"If the wolf is nice, then the leopard is not awful.","If the leopard is awful, the wolf isn't nice.",1
"If the lion is not nice, then the bald eagle is not short.",A lion would be nice if a bald eagle was short.,1
the lion is not dull and the bear is little.,The bear is little and the lion is dull.,1
the bear is angry and Gary is not wealthy.,Gary is not wealthy and bears are angry.,1
"If the tiger is not awful, then Dave is not sleepy.",Tigers aren't awful or Dave isn't sleepy.,0
"If Dave is angry, then the crocodile is not funny.","If the crocodiles were funny, Dave wouldn't be angry.",1
Harry is nice and the crocodile is boring.,"Crocodiles are boring, Harry is nice.",1
"If Alan is not tiny, then Fiona is reckless.","If Alan were tiny, Fiona would have been reckless.",0
the bald eagle is not funny and the rabbit is powerful.,"The rabbit is powerful, and the bald eagle isn't funny.",1
Erin is not tiny or Charlie is not slow.,"If Erin is tiny, Charlie won't be slow.",1
"If the dog is not angry, then Anne is horrible.",Angry Dogs or Anne being horrible.,1
"If the bald eagle is not smart, then the leopard is not strong.",Bald Eagles smart or leopards weak.,1
the tiger is beautiful and Erin is bad.,Erin is bad and the Tiger is beautiful.,1
"If the dinosaur is not boring, then the dinosaur is fierce.","'' Roots are boring or fierce, dinosaurs.",1
the wolf is horrible and Dave is horrible.,"Wolfes are horrible, Dave isn't.",0
the mouse is not big or Dave is not boring.,"If the mouse was big, Dave wouldn't be bored.",1
the dinosaur is not boring or the cat is not boring.,"If dinosaurs were boring, cats wouldn't be bored.",1
"If Gary is not slow, then the dinosaur is not dull.",Gary isn't slow or dull.,0
the dog is reckless or Dave is not sleepy.,"If the dog wasn't reckless, Dave wouldn't be sleepy.",1
the squirrel is not huge and the leopard is not poor.,"The leopard isn't poor, and the squirrel isn't huge.",1
"If the wolf is clever, then the squirrel is small.",wolf not clever or squirrel small,1
"If Fiona is short, then the cat is kind.",Fiona would not be short if the cat wasn't kind.,1
Erin is dull. or Charlie is not wealthy,"If Erin isn't dull, Charlie isn't wealthy.",1
Charlie is cute. or the bald eagle is not tired,"If Charlie isn't cute, then the bald eagles won't get tired.",1
"If Erin is sad, then Bob is not dull.","If Bob is dull, Erin isn't sad.",1
"If the cat is rough, then Charlie is not little.",Charlie isn't a little if the cat isn't rough.,0
"If the crocodile is not rough, then Harry is not lazy.",Crocodiles are rough or Harry is lazy.,1
"If Erin is not dull, then the tiger is thin.",Erin isn't dull or the tiger thin.,0
the squirrel is not lazy and Bob is tiny.,Bob is tiny and the squirrel isn't lazy.,1
"If the mouse is not lazy, then Erin is short.",Erin would be short if the mouse was lazy.,0
"If the bear is not rough, then Harry is thin.",Bear rough or Harry thin.,1
the squirrel is boring. or Fiona is not poor,If the squirrels weren't boring Fiona wouldn't be poor.,1
"If the tiger is dull, then the crocodile is not slow.",Tigers dull or crocodiles slow.,0
"If Fiona is round, then the bald eagle is not dull.",The bald eagle wouldn't be dull without Fiona round.,0
the snake is heavy or Erin is not slow.,The snake is heavy or slow.,0
Charlie is not strong and the crocodile is not heavy.,Crocodiles aren't heavy and Charlie isn't strong.,1
"If the tiger is not tiny, then the snake is not lazy.",Tigers are tiny or snakes are lazy.,1
"If the mouse is rough, then the squirrel is not round.",The mouse isn't rough or the squirrel isn't round.,1
the tiger is not fierce and the dog is not bad.,"Tigers aren't fierce, dogs are bad.",0
the wolf is rough. or Gary is not rough,"Is it rough to be a wolf or not, Gary?",0
the mouse is short or the dog is not tiny.,The mouse is short or the dog is tiny.,0
the wolf is poor or the crocodile is wealthy.,Wolf is poor or Crocodile is not wealthy.,0
the snake is not dull and the bald eagle is not clever.,"The snake isn't dull, the bald eagle is clever.",0
the cat is little or Charlie is not powerful.,The cat is little or Charlie is powerful.,0
"If the bear is tired, then the snake is beautiful.",rooted in the boredom or the beauty of the snake.,0
"If Dave is sleepy, then Gary is not huge.",Dave is sleepy or Gary isn't huge.,0
"If Harry is not round, then the crocodile is not kind.",Harry isn't round or crocodile kind.,0
"If the bald eagle is not boring, then the lion is not clever.",Banned eagles bore or lions aren't clever.,1
"If the wolf is smart, then the mouse is not wealthy.",The wolf isn't smart or the mouse isn't wealthy.,1
Charlie is not quiet and the squirrel is not poor.,The squirrel was poor and Charlie was quiet.,1
"If the bear is dull, then Fiona is not powerful.","No, bears aren't dull or Fiona isn't powerful.",1
the mouse is lovely or the dog is beautiful.,"The mouse is lovely, or the dog isn't beautiful.",0
"If the dinosaur is fierce, then the bald eagle is not awful.",Bbald eagles aren't awful unless the dinosaurs are fierce.,0
Charlie is huge or the bald eagle is round.,Charlie is huge or a bald eagle isn't round.,0
"If the squirrel is not high, then Harry is not lovely.",Harry isn't lovely when squirrels are high.,0
"If Charlie is sad, then the dog is not horrible.","If the dog was horrible, Charlie would not be sad.",1
"If the dog is rough, then Alan is boring.",Alan would be bored if the dog wasn't rough.,0
Charlie is not dull and the bald eagle is kind.,The bald eagle was kind and Charlie wasn't dull.,1
the mouse is not nice and the mouse is lazy.,The mouse isn't nice and lazy.,0
"If Bob is nice, then Fiona is small.","If Fiona wasn't small, Bob wouldn't have been nice.",1
the wolf is clever or Bob is not slow.,"If the wolf wasn't clever, Bob wouldn't have been slow.",1
"If Charlie is not beautiful, then the mouse is rough.",Charlie is beautiful or a rough mouse.,1
the tiger is furry and Harry is slow.,Tigers are furry and Harry isn't slow.,0
the cat is not lazy or the bald eagle is not smart.,The cat is lazy or the bald eagle is not smart.,0
"If Alan is rough, then the crocodile is smart.","If Alan wasn't rough, the crocodile would have been smart.",0
"If Anne is not dull, then Harry is quiet.","If Anne was dull, Harry would have been quiet.",0
"If the lion is not nice, then the bald eagle is not short.","A bald eagle isn't short, if the lion is nice.",0
the tiger is not little and Dave is sad.,"Dave is sad, and the Tiger is little.",1
"If the tiger is not small, then Charlie is not angry.","If Charlie was angry, the Tiger would be small.",1
"If the squirrel is not beautiful, then Anne is cute.","If Anne wasn't cute, the squirrels would be beautiful.",1
the snake is small. or the rabbit is not reckless,"If the snake isn't small, then the rabbit isn't reckless.",1
the cat is not boring and the cat is heavy.,The cat isn't boring and heavy.,0
"If the rabbit is not rough, then the lion is not wealthy.",Rabbits are rough or lions are wealthy.,0
Gary is not heavy and the snake is bad.,"Bad snake, Gary isn't heavy.",1
Gary is horrible or Gary is thin.,"If Gary wasn't horrible, he'd be thin.",1
the wolf is not quiet and the lion is not powerful.,"The lion was not powerful, and the wolf was quiet.",1
Fiona is funny and Anne is sad.,"Fiona is funny, Anne isn't sad.",0
"If Dave is not bad, then the snake is not small.","If Dave is bad, the snake isn't small.",0
"If the cat is tired, then Erin is clever.",The cat won't get tired unless Erin is clever.,1
Fiona is rough or the squirrel is boring.,Fiona is rough or the squirrels aren't boring.,0
"If the snake is bad, then the snake is powerful.",The root is bad or powerful for a snake.,0
Harry is sleepy. or Dave is not lovely,Harry is sleepy or Dave is lovely.,0
"If the bear is slow, then Fiona is wealthy.",If the bears aren't slow Fiona would be wealthy.,0
Harry is rough and the wolf is not lazy.,"Harry is rough, the wolf is lazy.",0
"If the tiger is not lovely, then the dog is not small.","Tigers are lovely, or dogs are small.",0
"If the lion is not rough, then the mouse is little.",The mouse is little if rough with the lion.,0
"If Alan is tiny, then Anne is rough.","Alan is tiny or rough, Anna.",0
Charlie is strong. or Gary is not strong,Charlie or Gary are strong.,0
Anne is fierce. or Gary is not fierce,Anne or Gary are fierce.,0
Fiona is not powerful and the snake is not clever.,"Fiona isn't powerful, the snake is clever.",0
"If the rabbit is not nice, then Erin is not huge.",Erin wouldn't be huge if the bunny was nice.,0
"If Harry is heavy, then the crocodile is thin.",Harry isn't heavy unless the crocodiles are thin.,1
