,Original_Sentence,Parsed_Sentence
6566,Erin is cute and the tiger is heavy.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ cute)))) (CC and) (S (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ heavy)))) (. .))
6567,Erin is not cute and the leopard is not beautiful.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ cute)))) (CC and) (S (NP (DT the) (NN leopard)) (VP (VBZ is) (RB not) (ADJP (JJ beautiful)))) (. .))
6568,Erin is not cute and the leopard is not beautiful.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ cute)))) (CC and) (S (NP (DT the) (NN leopard)) (VP (VBZ is) (RB not) (ADJP (JJ beautiful)))) (. .))
6569,Erin is lovely and the dinosaur is dull.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ lovely)))) (CC and) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ dull)))) (. .))
6570,Erin is lovely and the dinosaur is dull.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ lovely)))) (CC and) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ dull)))) (. .))
6571,Erin is not lovely and Charlie is slow.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ lovely)))) (CC and) (S (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ slow)))) (. .))
6572,Erin is not lovely and Charlie is slow.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ lovely)))) (CC and) (S (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ slow)))) (. .))
6573,Erin is beautiful and Dave is big.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ beautiful)))) (CC and) (S (NP (NNP Dave)) (VP (VBZ is) (ADJP (JJ big)))) (. .))
6574,Erin is beautiful and Dave is big.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ beautiful)))) (CC and) (S (NP (NNP Dave)) (VP (VBZ is) (ADJP (JJ big)))) (. .))
6575,Erin is not beautiful and the cat is dull.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ beautiful)))) (CC and) (S (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ dull)))) (. .))
6576,Erin is not beautiful and the cat is dull.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ beautiful)))) (CC and) (S (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ dull)))) (. .))
6577,Erin is funny and Fiona is not reckless.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ funny)))) (CC and) (S (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ reckless)))) (. .))
6578,Erin is funny and Fiona is not reckless.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ funny)))) (CC and) (S (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ reckless)))) (. .))
6579,Erin is not funny and the dinosaur is short.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ funny)))) (CC and) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ short)))) (. .))
6580,Erin is not funny and the dinosaur is short.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ funny)))) (CC and) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ short)))) (. .))
6581,Erin is big and Fiona is round.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ big)))) (CC and) (S (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ round)))) (. .))
6582,Erin is big and Fiona is round.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ big)))) (CC and) (S (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ round)))) (. .))
6583,Erin is not big and Charlie is not kind.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ big)))) (CC and) (S (NP (NNP Charlie)) (VP (VBZ is) (RB not) (ADJP (JJ kind)))) (. .))
6584,Erin is not big and Charlie is not kind.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ big)))) (CC and) (S (NP (NNP Charlie)) (VP (VBZ is) (RB not) (ADJP (JJ kind)))) (. .))
6585,Erin is strong and the mouse is not lovely.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ strong)))) (CC and) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ lovely)))) (. .))
6586,Erin is strong and the mouse is not lovely.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ strong)))) (CC and) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ lovely)))) (. .))
6587,Erin is not strong and Gary is not boring.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ strong)))) (CC and) (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ boring)))) (. .))
6588,Erin is not strong and Gary is not boring.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ strong)))) (CC and) (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ boring)))) (. .))
6589,Erin is awful and Bob is clever.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ awful)))) (CC and) (S (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ clever)))) (. .))
6590,Erin is awful and Bob is clever.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ awful)))) (CC and) (S (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ clever)))) (. .))
6591,Erin is not awful and the bald eagle is not dull.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ awful)))) (CC and) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (RB not) (ADJP (JJ dull)))) (. .))
6592,Erin is not awful and the bald eagle is not dull.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ awful)))) (CC and) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (RB not) (ADJP (JJ dull)))) (. .))
6593,Erin is fierce and Fiona is not beautiful.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ fierce)))) (CC and) (S (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ beautiful)))) (. .))
6594,Erin is fierce and Fiona is not beautiful.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ fierce)))) (CC and) (S (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ beautiful)))) (. .))
6595,Erin is not fierce and the tiger is clever.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ fierce)))) (CC and) (S (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ clever)))) (. .))
6596,Erin is not fierce and the tiger is clever.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ fierce)))) (CC and) (S (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ clever)))) (. .))
6597,Erin is heavy and the dog is fierce.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ heavy)))) (CC and) (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ fierce)))) (. .))
6598,Erin is heavy and the dog is fierce.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ heavy)))) (CC and) (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ fierce)))) (. .))
6599,Erin is not heavy and the wolf is tired.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ heavy)))) (CC and) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ tired)))) (. .))
6600,Erin is not heavy and the wolf is tired.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ heavy)))) (CC and) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ tired)))) (. .))
6601,Erin is horrible and Fiona is not sad.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ horrible)))) (CC and) (S (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ sad)))) (. .))
6602,Erin is horrible and Fiona is not sad.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ horrible)))) (CC and) (S (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ sad)))) (. .))
6603,Erin is not horrible and the dinosaur is not dull.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ horrible)))) (CC and) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (RB not) (ADJP (JJ dull)))) (. .))
6604,Erin is not horrible and the dinosaur is not dull.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ horrible)))) (CC and) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (RB not) (ADJP (JJ dull)))) (. .))
6605,Erin is powerful and the bear is not thin.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ powerful)))) (CC and) (S (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (ADJP (JJ thin)))) (. .))
6606,Erin is powerful and the bear is not thin.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ powerful)))) (CC and) (S (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (ADJP (JJ thin)))) (. .))
6607,Erin is not powerful and the dog is not quiet.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ powerful))))) (CC and) (S (NP (DT the) (NN dog)) (VP (VBZ is) (RB not) (ADJP (JJ quiet)))) (. .))
6608,Erin is not powerful and the dog is not quiet.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ powerful))))) (CC and) (S (NP (DT the) (NN dog)) (VP (VBZ is) (RB not) (ADJP (JJ quiet)))) (. .))
6609,Erin is angry and Gary is fierce.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ angry)))) (CC and) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ fierce)))) (. .))
6610,Erin is angry and Gary is fierce.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ angry)))) (CC and) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ fierce)))) (. .))
6611,Erin is not angry and the bear is not high.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ angry)))) (CC and) (S (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (ADJP (JJ high)))) (. .))
6612,Erin is not angry and the bear is not high.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ angry)))) (CC and) (S (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (ADJP (JJ high)))) (. .))
6613,Erin is high and the mouse is not nice.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ high)))) (CC and) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ nice)))) (. .))
6614,Erin is high and the mouse is not nice.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ high)))) (CC and) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ nice)))) (. .))
6615,Erin is not high and the bald eagle is not rough.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ high)))) (CC and) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (RB not) (ADJP (JJ rough)))) (. .))
6616,Erin is not high and the bald eagle is not rough.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ high)))) (CC and) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (RB not) (ADJP (JJ rough)))) (. .))
6617,Erin is huge and Dave is not clever.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ huge)))) (CC and) (S (NP (NNP Dave)) (VP (VBZ is) (RB not) (ADJP (JJ clever)))) (. .))
6618,Erin is huge and Dave is not clever.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ huge)))) (CC and) (S (NP (NNP Dave)) (VP (VBZ is) (RB not) (ADJP (JJ clever)))) (. .))
6619,Erin is not huge and the cat is not nice.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ huge)))) (CC and) (S (NP (DT the) (NN cat)) (VP (VBZ is) (RB not) (ADJP (JJ nice)))) (. .))
6620,Erin is not huge and the cat is not nice.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ huge)))) (CC and) (S (NP (DT the) (NN cat)) (VP (VBZ is) (RB not) (ADJP (JJ nice)))) (. .))
6621,Erin is short and Charlie is heavy.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ short)))) (CC and) (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ heavy))) (. .))
6622,Erin is short and Charlie is heavy.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ short)))) (CC and) (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ heavy))) (. .))
6623,Erin is not short and Erin is round.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ short))))) (CC and) (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ round)))) (. .))
6624,Erin is not short and Erin is round.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ short))))) (CC and) (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ round)))) (. .))
6625,Erin is thin and the crocodile is not short.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ thin)))) (CC and) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ short)))) (. .))
6626,Erin is thin and the crocodile is not short.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ thin)))) (CC and) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ short)))) (. .))
6627,Erin is not thin and the mouse is little.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ thin))))) (CC and) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ little)))) (. .))
6628,Erin is not thin and the mouse is little.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ thin))))) (CC and) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ little)))) (. .))
6629,Erin is little and Bob is fierce.,(S (NP (NP (NNP Erin)) (VBZ is) (NP (JJ little) (CC and) (NNP Bob))) (VP (VBZ is) (ADJP (JJ fierce))) (. .))
6630,Erin is little and Bob is fierce.,(S (NP (NP (NNP Erin)) (VBZ is) (NP (JJ little) (CC and) (NNP Bob))) (VP (VBZ is) (ADJP (JJ fierce))) (. .))
6631,Erin is not little and Erin is not lovely.,(S (NP (NNP Erin)) (VP (VBZ is) (RB not) (NP (JJ little))) (CC and) (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ lovely)))) (. .))
6632,Erin is not little and Erin is not lovely.,(S (NP (NNP Erin)) (VP (VBZ is) (RB not) (NP (JJ little))) (CC and) (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ lovely)))) (. .))
6633,Erin is tiny and the lion is not smart.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ tiny)))) (CC and) (S (NP (DT the) (NN lion)) (VP (VBZ is) (RB not) (ADJP (JJ smart)))) (. .))
6634,Erin is tiny and the lion is not smart.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ tiny)))) (CC and) (S (NP (DT the) (NN lion)) (VP (VBZ is) (RB not) (ADJP (JJ smart)))) (. .))
6635,Erin is not tiny and the squirrel is not huge.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ tiny)))) (CC and) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ huge)))) (. .))
6636,Erin is not tiny and the squirrel is not huge.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ tiny)))) (CC and) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ huge)))) (. .))
6637,Erin is wealthy and the mouse is not sleepy.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ wealthy)))) (CC and) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ sleepy)))) (. .))
6638,Erin is wealthy and the mouse is not sleepy.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ wealthy)))) (CC and) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ sleepy)))) (. .))
6639,Erin is not wealthy and the wolf is lovely.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ wealthy)))) (CC and) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ lovely)))) (. .))
6640,Erin is not wealthy and the wolf is lovely.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ wealthy)))) (CC and) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ lovely)))) (. .))
6641,Erin is poor and the cat is sad.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ poor)))) (CC and) (S (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ sad)))) (. .))
6642,Erin is poor and the cat is sad.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ poor)))) (CC and) (S (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ sad)))) (. .))
6643,Erin is not poor and the dog is wealthy.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ poor)))) (CC and) (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ wealthy)))) (. .))
6644,Erin is not poor and the dog is wealthy.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ poor)))) (CC and) (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ wealthy)))) (. .))
6645,Erin is dull and Fiona is not cute.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ dull)))) (CC and) (S (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ cute)))) (. .))
6646,Erin is dull and Fiona is not cute.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ dull)))) (CC and) (S (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ cute)))) (. .))
6647,Erin is not dull and the crocodile is high.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ dull)))) (CC and) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (ADJP (JJ high)))) (. .))
6648,Erin is not dull and the crocodile is high.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ dull)))) (CC and) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (ADJP (JJ high)))) (. .))
6649,Erin is rough and the cat is not funny.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ rough)))) (CC and) (S (NP (DT the) (NN cat)) (VP (VBZ is) (RB not) (ADJP (JJ funny)))) (. .))
6650,Erin is rough and the cat is not funny.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ rough)))) (CC and) (S (NP (DT the) (NN cat)) (VP (VBZ is) (RB not) (ADJP (JJ funny)))) (. .))
6651,Erin is not rough and the wolf is not short.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ rough)))) (CC and) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (RB not) (ADJP (JJ short)))) (. .))
6652,Erin is not rough and the wolf is not short.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ rough)))) (CC and) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (RB not) (ADJP (JJ short)))) (. .))
6653,Erin is bad and Erin is not dull.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ bad)))) (CC and) (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ dull)))) (. .))
6654,Erin is bad and Erin is not dull.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ bad)))) (CC and) (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ dull)))) (. .))
6655,Erin is not bad and Dave is angry.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ bad)))) (CC and) (S (NP (NNP Dave)) (VP (VBZ is) (ADJP (JJ angry)))) (. .))
6656,Erin is not bad and Dave is angry.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ bad)))) (CC and) (S (NP (NNP Dave)) (VP (VBZ is) (ADJP (JJ angry)))) (. .))
6657,Erin is sad and the crocodile is round.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ sad)))) (CC and) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (ADJP (JJ round)))) (. .))
6658,Erin is sad and the crocodile is round.,(S (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ sad)))) (CC and) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (ADJP (JJ round)))) (. .))
6659,Erin is not sad and the bear is small.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ sad)))) (CC and) (S (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ small)))) (. .))
6660,Erin is not sad and the bear is small.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ sad)))) (CC and) (S (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ small)))) (. .))
6661,Harry is kind and the rabbit is rough.,(S (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ kind)))) (CC and) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ rough)))) (. .))
6662,Harry is kind and the rabbit is rough.,(S (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ kind)))) (CC and) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ rough)))) (. .))
6663,Harry is not kind and Alan is not tiny.,(S (S (NP (NNP Harry)) (VP (VBZ is) (RB not) (ADJP (JJ kind)))) (CC and) (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ tiny)))) (. .))
6664,Harry is not kind and Alan is not tiny.,(S (S (NP (NNP Harry)) (VP (VBZ is) (RB not) (ADJP (JJ kind)))) (CC and) (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ tiny)))) (. .))
6665,Harry is quiet and Dave is funny.,(S (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ quiet)))) (CC and) (S (NP (NNP Dave)) (VP (VBZ is) (ADJP (JJ funny)))) (. .))
6666,Harry is quiet and Dave is funny.,(S (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ quiet)))) (CC and) (S (NP (NNP Dave)) (VP (VBZ is) (ADJP (JJ funny)))) (. .))
6667,Harry is not quiet and the cat is awful.,(S (S (NP (NNP Harry)) (VP (VBZ is) (RB not) (ADJP (JJ quiet)))) (CC and) (S (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ awful)))) (. .))
6668,Harry is not quiet and the cat is awful.,(S (S (NP (NNP Harry)) (VP (VBZ is) (RB not) (ADJP (JJ quiet)))) (CC and) (S (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ awful)))) (. .))
6669,Harry is round and Anne is tiny.,(S (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ round)))) (CC and) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ tiny)))) (. .))
6670,Harry is round and Anne is tiny.,(S (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ round)))) (CC and) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ tiny)))) (. .))
6671,Harry is not round and the dinosaur is not angry.,(S (S (NP (NNP Harry)) (VP (VBZ is) (RB not) (ADJP (JJ round)))) (CC and) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (RB not) (ADJP (JJ angry)))) (. .))
6672,Harry is not round and the dinosaur is not angry.,(S (S (NP (NNP Harry)) (VP (VBZ is) (RB not) (ADJP (JJ round)))) (CC and) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (RB not) (ADJP (JJ angry)))) (. .))
6673,Harry is nice and Harry is not huge.,(S (NP (NNP Harry)) (VBZ is) (ADJP (JJ nice)) (CC and) (NP (NNP Harry)) (VP (VBZ is) (RB not) (ADJP (JJ huge))) (. .))
6674,Harry is nice and Harry is not huge.,(S (NP (NNP Harry)) (VBZ is) (ADJP (JJ nice)) (CC and) (NP (NNP Harry)) (VP (VBZ is) (RB not) (ADJP (JJ huge))) (. .))
6675,Harry is not nice and the tiger is not rough.,(S (S (NP (NNP Harry)) (VP (VBZ is) (RB not) (ADJP (JJ nice)))) (CC and) (S (NP (DT the) (NN tiger)) (VP (VBZ is) (RB not) (ADJP (JJ rough)))) (. .))
6676,Harry is not nice and the tiger is not rough.,(S (S (NP (NNP Harry)) (VP (VBZ is) (RB not) (ADJP (JJ nice)))) (CC and) (S (NP (DT the) (NN tiger)) (VP (VBZ is) (RB not) (ADJP (JJ rough)))) (. .))
6677,Harry is smart and Fiona is not fierce.,(S (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ smart)))) (CC and) (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ fierce))) (. .))
6678,Harry is smart and Fiona is not fierce.,(S (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ smart)))) (CC and) (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ fierce))) (. .))
6679,Harry is not smart and Fiona is huge.,(S (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ smart))))) (CC and) (S (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ huge)))) (. .))
6680,Harry is not smart and Fiona is huge.,(S (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ smart))))) (CC and) (S (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ huge)))) (. .))
6681,Harry is clever and the bald eagle is boring.,(S (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ clever)))) (CC and) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ boring)))) (. .))
6682,Harry is clever and the bald eagle is boring.,(S (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ clever)))) (CC and) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ boring)))) (. .))
6683,Harry is not clever and Alan is clever.,(S (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (RB not) (JJ clever)))) (CC and) (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ clever)))) (. .))
6684,Harry is not clever and Alan is clever.,(S (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (RB not) (JJ clever)))) (CC and) (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ clever)))) (. .))
6685,Harry is dull and Fiona is angry.,(S (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ dull)))) (CC and) (S (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ angry)))) (. .))
