sentence1,sentence2,label
the squirrel is big and the cat is nice.,The squirrel is big and the cat isn't nice.,0
"If the wolf is not smart, then the squirrel is not cute.",wolf isn't smart or squirrel isn't cute.,1
the squirrel is lovely or the mouse is not heavy.,"The squirrel is lovely, or the mouse is heavy.",0
Bob is not tired and Anne is tiny.,Bob is not tired and Anne isn't tiny.,0
"If the crocodile is poor, then the crocodile is furry.","If it wasn't poor, the crocodile would be furry.",0
the lion is small or the wolf is not little.,The lion is small or the wolf is little.,0
"If Erin is heavy, then Dave is horrible.","If Erin wasn't heavy, Dave would have been horrible.",0
the squirrel is not angry or the leopard is not sad.,"If the squirrel is not angry, the leopard is not sad.",1
"If Anne is not angry, then Fiona is not rough.","If Anne was angry, Fiona would not have been rough.",0
"If the cat is not funny, then the rabbit is reckless.","If the cat is funny, the bunny is reckless.",0
the tiger is nice and the squirrel is not short.,Nice tiger and squirrel short.,0
"If the lion is boring, then the mouse is not rough.",The lion isn't boring if the mouse is rough.,1
"If the crocodile is not tiny, then Fiona is sad.","If the crocodile was tiny, Fiona would be sad.",0
"If the wolf is boring, then the bald eagle is not beautiful.",The Bald Eagle is not beautiful without a wolf to bore.,0
"If the tiger is not nice, then Anne is lovely.","If Anne wasn't lovely, a tiger would have been nice.",1
"If Harry is awful, then Alan is not sad.",Harry isn't awful if Alan is sad.,1
the snake is not lazy or the cat is not funny.,The snake is not lazy or the cat is funny.,0
"If Erin is high, then the wolf is sad.",Erin would not have been high if the wolf hadn't been sad.,1
"If the bald eagle is sleepy, then the lion is not clever.",The lion is not clever unless the bald eagle is sleepy.,0
the bald eagle is little or Fiona is not big.,Bald Eagle: Little or Big Fiona,0
Gary is powerful.,Gary is powerless.,0
"If Gary is awful, then the leopard is not short.","If Gary wasn't awful, the leopard would not be short.",0
Bob is not heavy and the leopard is not angry.,The leopard was not angry and Bob was not heavy.,1
"If the leopard is not smart, then the cat is not awful.","A leopard is smart, not an awful cat.",0
"If Charlie is furry, then Charlie is not little.",Charlie is not little if not furry.,0
"If Fiona is small, then the cat is not tiny.","If Fiona wasn't small, the cat would not be tiny.",0
"If the wolf is not sleepy, then the cat is not dull.",The cat is not dull if the wolf is sleepy.,0
"If Anne is smart, then Anne is awful.",Whether she's smart or awful Anne.,1
Gary is short and Harry is furry.,Gary is short and Harry isn't furry.,0
"If Charlie is high, then the bald eagle is not small.",Charlie would not be high if the Bald Eagle were small.,0
the dinosaur is heavy and Alan is not heavy.,Alan is not heavy and the dinosaur is heavy.,1
"If the tiger is thin, then the tiger is awful.","If the tiger wasn't thin, it would be awful.",0
the bear is sad or Erin is not tired.,"If the bear is sad, Erin will not get tired.",1
"If Alan is not powerful, then the rabbit is big.",Alan would be powerful if the rabbit was not big.,1
the bear is clever or the dog is strong.,The bear is clever or the dog is weak.,0
the leopard is not horrible and the bald eagle is cute.,The bald eagle is cute and the leopard is not horrible.,1
"If the bald eagle is reckless, then Bob is big.","If the bald eagle wasn't reckless, Bob would be big.",0
"If the lion is not slow, then the cat is not nice.",The lion is slow if the cat is nice.,1
"If the leopard is furry, then the lion is rough.",The leopard is not furry unless the lion is rough.,1
Alan is not strong or the bald eagle is angry.,Bald Eagle Anger If Alan is not Strong,1
the bear is high or the crocodile is not dull.,The crocodile would not be dull if the bear was high.,1
Dave is not tiny or the bald eagle is not furry.,Dave is not tiny or the Bald Eagle is furry.,0
"If Fiona is slow, then the mouse is not bad.",The mouse is not a bad thing if Fiona isn't slow.,0
Dave is not sad and the cat is not reckless.,The cat was not reckless and Dave was not sad.,1
"If Dave is not dull, then Harry is tiny.","If Dave is dull, Harry is tiny.",0
the dinosaur is not horrible and the snake is heavy.,The snake is heavy and the dinosaur is not horrible.,1
Charlie is not sleepy or the mouse is lovely.,"If Charlie is not sleepy, then the mouse is lovely.",1
"If the mouse is not poor, then Harry is not strong.","Harry is not strong, the mouse is not poor.",1
the rabbit is not funny or the cat is not furry.,Bunnies are not funny or cats furry.,0
the lion is slow or Dave is little.,The lion is slow or Dave is little.,0
the rabbit is not lazy or the bear is not thin.,"If the bunny is not lazy, the bear is not thin.",1
"If the squirrel is big, then Harry is not awful.",Harry is not awful unless the squirrel is big.,0
the bear is slow and Gary is cute.,Gary is cute and the bear is slow.,1
"If Harry is not quiet, then the mouse is sad.",Harry wasn't quiet or the mouse was sad.,1
"If Harry is thin, then the rabbit is not slow.",Harry is thin or the bunny is slow.,1
"If Anne is slow, then the squirrel is horrible.","If Anne wasn't slow, the squirrel would have been horrible.",0
"If Harry is not powerful, then Gary is not thin.",Harry isn't powerful or thin.,1
"If the snake is fierce, then the crocodile is slow.","The snake is fierce or slow, a crocodile slow.",1
the crocodile is not fierce and Harry is not smart.,Crocodiles are not fierce and Harry is smart.,0
"If the bear is boring, then Erin is huge.",'Bear' is a root or Erin is huge.,1
Erin is round or Gary is round.,Gary would be round if Erin was round.,1
"If the cat is not nice, then Harry is not slow.",Harry is not slow or the cat is not nice.,1
"If the tiger is dull, then the cat is not small.","The cat is not small, the tiger is not dull.",0
Dave is not cute and the dinosaur is nice.,Dave is not cute and the dinosaur isn't nice.,0
the squirrel is horrible or the squirrel is rough.,The squirrel is horrible or rough.,0
Alan is not big or Dave is bad.,Alan is not big or bad for Dave.,0
"If Bob is not high, then Charlie is not reckless.","If Charlie was reckless, Bob would be high.",1
"If the bald eagle is not reckless, then Fiona is awful.","If the bald eagle was reckless, Fiona would be awful.",0
"If Gary is tiny, then the mouse is boring.",Gary isn't tiny if the mouse isn't boring.,1
"If the squirrel is horrible, then Fiona is not dull.",Fiona would not be dull if the squirrel wasn't horrible.,0
Dave is horrible and the mouse is not horrible.,Dave is horrible and the mouse is horrible.,0
"If the dinosaur is small, then Gary is not sad.",Gary is not sad if the dinosaur isn't small.,0
Gary is wealthy and Harry is not fierce.,Harry is not fierce and Gary is wealthy.,1
the wolf is not dull or Anne is not smart.,Not dull or smart Anne.,0
the snake is reckless and the bear is not little.,The bear is not little and the snake is reckless.,1
"If the bear is not horrible, then the snake is tired.","If the bear is horrible, the snake is tired.",0
"If Harry is cute, then Anne is not funny.",Anne is not funny if Harry isn't cute.,0
"If Anne is lazy, then the tiger is boring.",Anne is lazy or the Tiger is boring.,1
"If Charlie is not awful, then the bald eagle is quiet.","If Charlie was awful, the bald eagle would have been quiet.",0
"If the mouse is not tiny, then the rabbit is not wealthy.","If the bunny was wealthy, the mouse would be tiny.",1
the cat is smart and the lion is not rough.,The lion is not rough and the cat is smart.,1
Bob is awful and the bear is not kind.,Bob is awful and the bear is kind.,0
the leopard is not sad or the lion is poor.,The leopard is not sad or the lion is poor.,0
"If the dog is rough, then the rabbit is powerful.","Without the power of the rabbit, the dog wouldn't be rough.",1
Harry is smart and Fiona is not fierce.,Fiona is not fierce and Harry is smart.,1
"If Charlie is little, then Fiona is not short.",Charlie would not have been little if Fiona had been short.,1
the rabbit is wealthy or the snake is furry.,"If the bunny was wealthy, the snake would be furry.",1
"If the dinosaur is not round, then the crocodile is tiny.","Crocodile is tiny, dinosaur is not round.",1
Anne is not slow and the lion is funny.,The lion is funny and Anne is not slow.,1
"If the tiger is not strong, then Erin is high.","Erin is high, not strong as a Tiger.",1
the snake is not beautiful and the cat is dull.,The snake is not beautiful and the cat isn't dull.,0
"If Alan is not quiet, then the cat is not tiny.","If Alan was quiet, the cat would not be tiny.",0
Dave is not poor and the lion is thin.,The lion is thin and Dave is not poor.,1
the lion is clever and Fiona is not rough.,The lion is clever and Fiona rough.,0
the bald eagle is big or Erin is powerful.,Bald Eagle: Big or powerless.,0
the rabbit is cute or Alan is not rough.,The bunny is cute or Alan is rough.,0
the mouse is not furry or the squirrel is not huge.,The mouse is not furry or the squirrel huge.,0
"If the bear is not clever, then the mouse is smart.","If the bear is clever, the mouse is smart.",0
the cat is not nice or the tiger is not sleepy.,Not nice cat or tiger sleepy.,0
the dog is not awful and Bob is not small.,Bob is not small and the dog is not awful.,1
the mouse is boring or Dave is horrible.,The mouse is boring or Dave isn't horrible.,0
Alan is tired or the squirrel is not bad.,"If Alan is tired, not a bad thing for a squirrel.",1
"If Bob is not bad, then the rabbit is tired.","If Bob is bad, the bunny will get tired.",0
"If the snake is lovely, then Anne is not poor.",Anne would not be poor without a lovely snake.,0
"If Erin is beautiful, then Alan is bad.",Erin is beautiful or Alan is bad.,1
"If the leopard is not horrible, then the crocodile is not funny.",The crocodile is not funny if the leopard is horrible.,0
the mouse is thin or Dave is funny.,The mouse is thin or Dave isn't funny.,0
"If the dinosaur is quiet, then the bald eagle is not nice.",The dinosaurs were quiet or the bald eagle wasn't nice.,1
"If the mouse is not fierce, then the dinosaur is nice.",The mouse isn't fierce or the dinosaur is nice.,1
the dog is not horrible and Charlie is kind.,The dog was not horrible and Charlie wasn't kind.,0
Dave is heavy and Charlie is not horrible.,Dave was heavy and Charlie was horrible.,0
Alan is not wealthy or the leopard is not awful.,"If Alan is not wealthy, the leopard is not awful.",1
the wolf is rough and the tiger is angry.,"Wolf rough, Tiger unangry.",1
"If Erin is not angry, then the mouse is lovely.","If Erin gets angry, the mouse is lovely.",0
Fiona is clever or Gary is not sleepy.,Fiona is clever or Gary is sleepy.,0
the leopard is funny or Gary is not tiny.,"If the leopard is funny, Gary is not tiny.",1
Charlie is round or the snake is beautiful.,"If Charlie was round, the snake would be beautiful.",1
the lion is not funny or the bear is not lazy.,The lion is not funny or the bear lazy.,0
Harry is nice and Harry is not huge.,Harry was nice and huge.,0
Fiona is not angry and the dog is not horrible.,Fiona was not angry and the dog was horrible.,0
the dinosaur is reckless and Gary is not nice.,Gary is not nice and the dinosaur is reckless.,1
the snake is huge and the mouse is high.,The mouse is high and the snake is huge.,1
"If the dinosaur is not awful, then the tiger is not cute.","If the dinosaur was awful, the tiger would not be cute.",0
"If Gary is sad, then the squirrel is not rough.","If Gary isn't sad, the squirrel is not rough.",0
the lion is not quiet and Alan is slow.,Alan was slow and the lion was not quiet.,1
"If the tiger is not sleepy, then the cat is big.","If the tiger is sleepy, the cat is big.",0
the bald eagle is sad and the dinosaur is not furry.,The bald eagle is sad and the dinosaur is furry.,0
the dinosaur is not cute and the crocodile is not sad.,The crocodile is not sad and the dinosaur is not cute.,1
Bob is bad and Charlie is not kind.,Bob was bad and Charlie was kind.,0
"If Bob is powerful, then the bald eagle is reckless.","If Bob was powerless, the bald eagle would not be reckless.",1
"If Erin is not big, then the tiger is thin.",Erin isn't big or a thin tiger.,1
"If the dog is not little, then the crocodile is not beautiful.","If the crocodiles were beautiful, the dogs would be little.",1
"If Charlie is beautiful, then the lion is not angry.","If Charlie wasn't beautiful, the lion would not be angry.",0
"If the rabbit is not angry, then the dinosaur is poor.",Not angry bunnies or poor dinosaurs.,1
Dave is not big or Erin is quiet.,Dave is not big or Erin is quiet.,0
"If Dave is not lovely, then the bald eagle is powerful.",Dave would be lovely without the power of a bald eagle.,1
"If Charlie is not smart, then Dave is funny.",Charlie isn't smart or Dave is funny.,1
Charlie is dull or Dave is not clever.,Dave would not be clever if Charlie was dull.,1
"If the bald eagle is not round, then Gary is not powerful.","The bald eagle isn't round or powerful, Gary is.",1
the cat is not angry or the bear is not rough.,Not angry with the cat or rough with the bear.,0
the wolf is not beautiful or Harry is powerful.,The wolf is not beautiful or Harry isn't powerful.,0
"If the crocodile is not thin, then the snake is dull.","The snake is dull, the crocodile is not thin.",1
"If the squirrel is kind, then Anne is big.",a squirrel kinda root or Anne biga.,1
the mouse is huge and the leopard is poor.,The leopard is poor and the mouse is huge.,1
"If Gary is not tiny, then the tiger is nice.","If Gary were tiny, a tiger would be nice.",0
Alan is not heavy or the rabbit is sleepy.,Alan is not heavy or a sleepy rabbit.,0
Alan is nice or the bear is fierce.,"If Alan was nice, the bear would be fierce.",1
"If Anne is not heavy, then Alan is not dull.",Alan is not dull if Anne is heavy.,0
"If Anne is wealthy, then the squirrel is sleepy.","If Anne wasn't wealthy, the squirrel would be sleepy.",0
the tiger is not sad or the snake is not boring.,The snake is not boring if the tiger is not sad.,1
"If Erin is sleepy, then Fiona is not small.","If Fiona were small, Erin would not be sleepy.",0
"If Gary is tired, then the leopard is not lazy.",Gary is tired or the leopard is lazy.,1
the bear is not smart or the dog is not strong.,"If the bear is not smart, the dog is not strong.",1
Gary is not kind or the dog is not rough.,Gary is not kind or rough with the dog.,0
"If Dave is not rough, then Anne is not little.",Anne is not little if Dave is rough.,0
"If Dave is horrible, then Bob is tiny.","If Bob wasn't tiny, Dave wouldn't have been horrible.",1
the bear is not lazy or the squirrel is quiet.,The bear is not lazy or the squirrel is quiet.,0
the dog is nice or Charlie is sad.,Charlie would be sad if the dog was nice.,1
the crocodile is not short or Gary is not lovely.,Crocodiles are not short or Gary lovely.,0
"If the crocodile is awful, then the tiger is not round.","If the crocodile wasn't awful, the tiger would not be round.",0
"If the bald eagle is clever, then the leopard is tiny.",bald eagle clever or leopard tiny,1
"If Dave is high, then Erin is not big.",Dave was high or Erin wasn't big.,1
Bob is strong.,Bob is not weak.,1
"If Fiona is bad, then the bear is smart.","If Fiona wasn't a bad thing, the bear would have been smart.",0
the tiger is not poor and the dog is powerful.,The dog is powerful and the tiger is not poor.,1
"If the lion is not high, then Charlie is sleepy.",Charlie would be sleepy if the Lion was high.,0
"If the leopard is not round, then the mouse is angry.","If the leopard was round, the mouse would be angry.",0
the rabbit is not smart or the bald eagle is dull.,"If the bunny is not smart, the bald eagle will be dull.",1
"If Gary is wealthy, then the lion is not tired.",Gary is not wealthy if the lions tire.,1
the lion is not lovely and Anne is clever.,Anne is clever and the lion is not lovely.,1
"If the squirrel is horrible, then Fiona is not dull.","If Fiona is dull, the squirrels aren't horrible.",1
the wolf is not lovely and the bear is not funny.,The wolf is not lovely and the bear is funny.,0
"If the squirrel is cute, then the lion is not wealthy.",A lion is not wealthy unless a squirrel is cute.,0
"If Anne is not fierce, then the dinosaur is nice.","If Anne was fierce, a dinosaur would be nice.",0
Gary is high and the bear is tired.,The bear is tired and Gary is high.,1
the dinosaur is not round and Alan is not small.,Alan is not small and the dinosaur is not round.,1
Charlie is not quiet and the dog is powerful.,Charlie was not quiet and the dog was not powerful.,0
Dave is strong.,Dave is weak.,0
"If the wolf is huge, then Erin is horrible.",Erin would have been horrible if it weren't for the huge wolf.,0
the dog is not cute and Bob is kind.,The dog is not cute and Bob isn't kind.,0
"If the leopard is not nice, then the snake is fierce.","If the leopard is nice, the snake is fierce.",0
"If Charlie is smart, then the rabbit is not strong.",Charlie is not smart if the bunny is strong.,0
"If the snake is thin, then Alan is big.",The roots of the snake are thin or Alan big.,1
the dinosaur is not strong and the dog is dull.,The dinosaur is not strong and the dog isn't dull.,0
the bear is not funny or the wolf is not awful.,"If the bear is not funny, the wolf is not awful.",1
Gary is not rough or the bald eagle is not clever.,Gary is not rough or the bald eagle clever.,0
the bear is not strong and the lion is not tired.,The lion is not tired and the bear is not strong.,1
the lion is huge or the snake is not huge.,"If the lion is not huge, the snake is not huge.",1
Erin is not quiet or the wolf is angry.,Erin was not quiet or angry with the wolf.,0
"If the cat is quiet, then the mouse is big.",The cat wouldn't be quiet without a big mouse.,1
the snake is not slow or Alan is not smart.,Alan is not slow or smart.,0
Anne is not rough or the dinosaur is dull.,Anne is not rough or dull as a dinosaur.,0
Dave is not wealthy and the dog is not heavy.,The dog is not heavy and Dave is not wealthy.,1
"If Bob is beautiful, then the bald eagle is tiny.","If the bald eagle wasn't tiny, Bob wouldn't be beautiful.",0
"If Erin is not dull, then the lion is cute.",Erin isn't dull or the lion is cute.,1
"If the crocodile is nice, then Anne is clever.",Anne would be clever if it wasn't for the crocodiles.,0
the bear is beautiful or the cat is not poor.,"If the bear is beautiful, the cat is not poor.",1
"If Charlie is not rough, then Fiona is not lazy.","If Fiona was lazy, Charlie would be rough.",0
"If Dave is not high, then Anne is nice.","Dave isn't high, or Anne is nice.",1
"If the dinosaur is tiny, then the mouse is heavy.","The mouse is heavy, the dinosaur is tiny.",1
Gary is not lovely and the bald eagle is not beautiful.,The Bald Eagle is not beautiful and Gary is not lovely.,1
Alan is small and Erin is lazy.,Alan is small and Erin is lazy.,0
the tiger is short and Bob is not funny.,"Tiger short, Bob is funny.",0
Gary is not lazy and the cat is nice.,Gary is not lazy and the cat isn't nice.,0
Harry is dull or Fiona is angry.,Harry is dull or Fiona isn't angry.,0
Dave is sleepy or the dog is sad.,Dave is sleepy or sad or the dog isn't sad.,0
"If the rabbit is fierce, then Anne is strong.",Anne is strong if the rabbit isn't fierce.,0
"If Dave is not rough, then Anne is not little.",Anne is not little if Dave is rough.,0
"If the snake is not quiet, then Bob is beautiful.","If Bob wasn't beautiful, the snake would have been quiet.",1
the snake is not dull and Anne is rough.,Anne is rough and the snake is not dull.,1
Dave is not huge and the bald eagle is tired.,Dave is not huge and the bald eagle isn't tired.,0
"If Alan is heavy, then the bald eagle is not tiny.",Alan is not heavy if the Bald Eagle is tiny.,0
the dog is not nice or the squirrel is not dull.,"If the dog is not nice, the squirrel is not dull.",1
"If Anne is not small, then Anne is small.","If Anne was not small, she would be small.",0
the tiger is dull or the tiger is not nice.,"If the tiger is dull, it's not nice.",1
Erin is reckless and Fiona is not strong.,Fiona is not strong and Erin is reckless.,1
"If Charlie is reckless, then the mouse is kind.",Charlie isn't reckless unless the mouse is kind.,1
the bear is small or the mouse is not slow.,The bear is small or the mouse is slow.,0
"If the mouse is not short, then Gary is cute.",If the mouse was short Gary would be cute.,0
Anne is not lazy or Gary is lazy.,"If Anne was not lazy, Gary would have been lazy.",1
the bear is huge or the dinosaur is slow.,"If the bear was huge, the dinosaur would have been slow.",1
"If the lion is not cute, then the wolf is not powerful.",The wolf is not powerful if the lion is cute.,0
"If Bob is not strong, then the leopard is lazy.",Bob is strong if the leopard isn't lazy.,1
Harry is angry and the tiger is bad.,Bad tiger and Harry is angry.,1
"If Anne is round, then Gary is not rough.",Gary would not be rough if Anne wasn't round.,0
"If the cat is wealthy, then the crocodile is round.",The cat isn't wealthy if the crocodiles aren't round.,1
the squirrel is not tiny or the tiger is sleepy.,The squirrel is not tiny or the tiger sleepy.,0
the lion is quiet or Gary is not sleepy.,Gary would not be sleepy if the lion were quiet.,1
"If the bald eagle is not sleepy, then Harry is kind.",bald eagles aren't sleepy or Harry is kind.,1
"If Erin is round, then Alan is short.",Alan would be short if Erin wasn't round.,0
"If the mouse is tired, then the bald eagle is quiet.",The bald eagle is quiet unless the mouse is tired.,0
"If Erin is not big, then the tiger is thin.",Erin would be big if the Tiger wasn't thin.,1
"If Erin is round, then Alan is short.",Erin wouldn't be round without Alan in short.,1
the bear is powerful or the cat is nice.,A nice cat is when the bear is powerful.,1
"If the rabbit is bad, then the lion is not poor.","The lion is not poor, the rabbit is bad.",1
the leopard is thin or the lion is cute.,The leopard is thin or the lion isn't cute.,0
the dog is round or the squirrel is reckless.,"If the dog is round, the squirrel is reckless.",1
"If the lion is not horrible, then Erin is fierce.","If the lion was horrible, Erin would be fierce.",0
"If the crocodile is tired, then Alan is dull.",Alan is dull if the crocodile isn't tired.,0
the mouse is powerful or Harry is awful.,"If the mouse was powerful, Harry would have been awful.",1
the lion is not furry or Charlie is rough.,The lion is not furry or rough with Charlie.,0
"If Fiona is fierce, then Gary is rough.",Fiona wouldn't be fierce if Gary wasn't rough.,1
the dinosaur is not kind or Charlie is not furry.,"Not like a dinosaur, or Charlie furry.",0
Alan is huge or Harry is fierce.,Alan is huge or Harry isn't fierce.,0
Erin is lovely or the dinosaur is dull.,"If Erin is lovely, the dinosaur will be dull.",1
the rabbit is lovely or Dave is not wealthy.,"If the bunny was lovely, Dave would not be wealthy.",1
"If Gary is smart, then Erin is big.","If Gary wasn't smart, Erin would be big.",0
"If Anne is not sad, then Erin is not tiny.",Anne would be sad if Erin were tiny.,1
Charlie is nice and Bob is not funny.,Bob is not funny and Charlie is nice.,1
"If the tiger is not boring, then Charlie is angry.","If the tiger was bored, Charlie would be angry.",0
Anne is bad and the dog is little.,Anne is bad and the dog isn't a little.,0
the dog is slow or the cat is not funny.,The cat is not funny if the dog is slow.,1
the cat is tired or the mouse is bad.,Bad mouse if cat is tired.,1
"If the lion is thin, then Anne is angry.","If the Lion was thin, Anne would not be unangry.",1
"If the bald eagle is not thin, then Bob is tired.","If the bald eagle is thin, Bob is tired.",0
"If the lion is slow, then Alan is thin.",The Lion won't be slow if Alan isn't thin.,1
the leopard is small and Anne is not tiny.,The leopard is small and Anne is tiny.,0
the dog is bad or the wolf is not clever.,"If the dog is bad, the wolf is not clever.",1
"If the lion is little, then Charlie is not poor.","Charlie is not poor, the lion is little.",1
Harry is not cute or Bob is not kind.,"If Harry is not cute, then Bob is not kind.",1
the dog is not horrible and Charlie is kind.,Charlie was kind and the dog was not horrible.,1
the tiger is not round or Bob is not dull.,Bob would not be dull if the tiger were not round.,1
"If the crocodile is not high, then the bear is not round.",Crocodiles are not high or bears are round.,1
"If the squirrel is bad, then the snake is not awful.",Whether it's squirrels that are bad or snakes that aren't awful.,1
"If the wolf is not strong, then the cat is not cute.",A cat is not cute if a wolf is strong.,0
the mouse is heavy or the lion is sad.,"If the mouse was heavy, the lion would be sad.",1
Alan is not short and the cat is rough.,Alan is not short and the cat isn't rough.,0
"If Charlie is rough, then Fiona is not thin.",Charlie is rough or Fiona isn't thin.,1
Charlie is round and the snake is beautiful.,Charlie is round and the snake is ugly.,0
the squirrel is not dull or Harry is not kind.,Not dull squirrel or Harry being kind.,0
"If the dog is short, then the leopard is not high.","If the leopard is high, the dog is not short.",0
Harry is funny or Gary is not sad.,Harry is funny or Gary is sad.,0
"If Charlie is not boring, then Harry is rough.",Harry would be rough if Charlie was boring.,0
the bear is big or the lion is lovely.,"If the bear was big, the lion would be lovely.",1
"If Gary is not boring, then Fiona is not high.",If Fiona was high Gary would be bored.,1
the dinosaur is thin and Charlie is heavy.,The dinosaur is thin and Charlie isn't heavy.,0
the wolf is round or Bob is not thin.,"If the wolf was round, Bob would not be thin.",1
"If the dog is not clever, then the dog is not lazy.","Whether the dog is stupid or lazy, it's rooted in ignorance.",1
"If the mouse is not tired, then the lion is not kind.",The lion is not kind to the mouse if it is tired.,0
"If Anne is poor, then Gary is not dull.",-Anne is poor or Gary is dull.,1
"If the rabbit is poor, then the dog is not round.","If the rabbit wasn't poor, the dog wouldn't be round.",0
"If the bald eagle is not nice, then the bald eagle is not lovely.",The bald eagle is not lovely if it is nice.,0
Fiona is rough and Harry is nice.,Fiona was rough and Harry wasn't nice.,0
"If Alan is lazy, then the bald eagle is not nice.","If Alan isn't lazy, then a bald eagle is not nice.",0
Alan is short and the rabbit is not round.,Alan is short and the rabbit is round.,0
the snake is beautiful and the crocodile is huge.,The snake is ugly and the crocodile is huge.,0
"If the snake is not wealthy, then the bald eagle is furry.","If the Bald Eagle was not furry, the Snake would be wealthy.",1
"If the dinosaur is nice, then the dog is not bad.",dinosaurs are nice or dogs are not bad rooted.,1
"If the crocodile is not dull, then Harry is reckless.","If Harry wasn't reckless, the crocodiles would have been dull.",1
the crocodile is short or Erin is not bad.,"If the crocodile is short, Erin is not bad.",1
Gary is round and the wolf is cute.,Gary is round and the wolf isn't cute.,0
"If the bald eagle is powerful, then Erin is not strong.","Erin is not strong, nor is the Bald Eagle powerful.",0
"If the crocodile is not little, then the cat is strong.","If the cat is not strong, the crocodile is little.",0
"If Erin is boring, then Bob is reckless.","If Bob wasn't reckless, Erin wouldn't be bored.",1
"If Anne is tiny, then the mouse is thin.",Anne is tiny or thin as a mouse.,1
the bald eagle is awful and the rabbit is poor.,The rabbit is poor and the bald eagle is awful.,1
"If the mouse is not rough, then Harry is not quiet.",The mouse wasn't rough or Harry quiet.,1
Harry is little and the bear is poor.,The bear is poor and Harry is little.,1
"If Harry is not angry, then Anne is cute.",Harry isn't angry or Anne is cute.,1
"If Anne is not high, then the dinosaur is not quiet.","If the dinosaurs were quiet, Anne would be high.",1
Alan is high or Harry is not angry.,Alan was high or Harry was angry.,0
the tiger is beautiful and the wolf is slow.,"Tigers are ugly, wolves slow.",1
"If the rabbit is not sad, then the squirrel is strong.","If the squirrel is not strong, the bunny will be sad.",0
Dave is not lovely and the mouse is strong.,The mouse is strong and Dave is not lovely.,1
"If the squirrel is dull, then Erin is not cute.","If Erin is cute, squirrels won't be dull.",1
"If the squirrel is not wealthy, then Gary is not beautiful.",The squirrel isn't wealthy or Gary isn't beautiful.,1
the crocodile is not heavy or the lion is not reckless.,Crocodile not heavy or Lion reckless.,0
"If Anne is not sleepy, then Dave is tiny.",Anne isn't sleepy or Dave is tiny.,1
the leopard is boring and Harry is sleepy.,Harry is sleepy and the leopard is boring.,1
"If the tiger is not short, then the cat is heavy.",Tigers aren't short or cats heavy.,1
"If the dinosaur is funny, then the squirrel is rough.","If the dinosaur wasn't funny, the squirrel would be rough.",0
the tiger is not cute and the leopard is not tiny.,The leopard is not tiny and the tiger is not cute.,1
"If Anne is rough, then the leopard is not cute.",Anne isn't rough if the leopard is cute.,1
"If the crocodile is heavy, then the bear is nice.",A bear would be nice if it wasn't a crocodile heavy.,0
the dinosaur is clever and the bald eagle is not rough.,The dinosaur is clever and the bald eagle is rough.,0
Bob is wealthy or Charlie is big.,Bob is wealthy or Charlie isn't big.,0
the snake is strong.,The snake is weak.,0
Erin is not angry or the bear is not high.,not angry with Erin or high with the bear.,0
the bear is not wealthy and Gary is tired.,The bear is not wealthy and Gary isn't tired.,0
"If Anne is not thin, then the cat is not awful.",Anne would be thin if the cat were awful.,1
the crocodile is tired and Charlie is not lovely.,Crocodiles get tired and Charlie is lovely.,0
the rabbit is not rough or Erin is boring.,Not rough bunnies or Erin boring.,0
"If the cat is not rough, then Alan is not little.",No cat is rough or Alan is little.,1
the dog is not clever or Dave is not smart.,"Not clever, Dave, or smart.",0
Fiona is not furry and the squirrel is sad.,Fiona is not furry and the squirrel isn't sad.,0
"If the crocodile is not awful, then the snake is furry.","If a crocodile is awful, a snake is furry.",0
the crocodile is lazy or Erin is kind.,Crocodile lazy or not kind Erin.,0
"If the bear is kind, then the squirrel is clever.",The bear is not kind unless the squirrel is clever.,1
the bald eagle is thin or the tiger is strong.,Bald Eagles aren't thin or Tigers weak.,1
"If the snake is not smart, then the cat is not slow.",The cat is not slow if the snake is smart.,0
"If Erin is not beautiful, then Anne is not rough.",Anne would not be rough if Erin were beautiful.,0
the mouse is poor or Fiona is not dull.,If the mouse was poor Fiona would not be dull.,1
the cat is not little or the tiger is not bad.,Not a little cat or a bad tiger.,0
"If the bald eagle is dull, then the tiger is heavy.",The tiger is heavy unless the bald eagle is dull.,0
the tiger is not cute or the leopard is not tiny.,"If the tiger is not cute, the leopard is not tiny.",1
"If Gary is not little, then the dog is thin.","If Gary were little, the dog would be thin.",0
the cat is thin and the rabbit is not slow.,The rabbit is not slow and the cat is thin.,1
Anne is wealthy and the snake is not tired.,Anne is wealthy and the snake is tired.,0
"If Gary is not quiet, then Bob is short.","If Gary were quiet, Bob would have been short.",0
"If Dave is not nice, then Alan is not sleepy.",Dave isn't nice or Alan isn't sleepy.,1
Charlie is not high and Gary is lovely.,Charlie is not high and Gary isn't lovely.,0
the dog is beautiful and the wolf is quiet.,The dog was ugly and the wolf was quiet.,0
"If the mouse is lovely, then the tiger is furry.",A tiger is furry if not lovely as a mouse.,0
"If the cat is not round, then Harry is kind.",The cat isn't round or Harry is kind.,1
the squirrel is beautiful or the rabbit is not dull.,The rabbit is not dull if the squirrel is beautiful.,1
"If Gary is kind, then the leopard is strong.","The leopard is strong, or Gary is unkind.",0
"If the squirrel is not kind, then the dog is huge.",The dog would be huge if the squirrel was kind.,0
the dinosaur is sleepy or Charlie is small.,The dinosaur is sleepy or Charlie isn't small.,0
"If Erin is not funny, then the crocodile is tired.",Erin isn't funny or the crocodiles are tired.,1
