,Original_Sentence,Parsed_Sentence
5320,Fiona is tiny or the tiger is not reckless.,(S (S (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ tiny)))) (CC or) (S (NP (DT the) (NN tiger)) (VP (VBZ is) (RB not) (ADJP (JJ reckless)))) (. .))
5321,the rabbit is not clever and the crocodile is not wealthy.,(S (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ clever))))) (CC and) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ wealthy)))) (. .))
5322,"If the wolf is horrible, then Alan is not funny.","(S (SBAR (IN If) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ horrible))))) (, ,) (ADVP (RB then)) (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ funny))) (. .))"
5323,the crocodile is slow or the rabbit is not boring.,(S (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (ADJP (JJ slow)))) (CC or) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (RB not) (ADJP (JJ boring)))) (. .))
5324,the wolf is not thin and Alan is sad.,(S (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ thin))))) (CC and) (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ sad)))) (. .))
5325,the wolf is sad and the crocodile is not clever.,(S (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ sad)))) (CC and) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ clever)))) (. .))
5326,Charlie is furry and Harry is sleepy.,(S (S (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ furry)))) (CC and) (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ sleepy)))) (. .))
5327,the crocodile is not round and Fiona is bad.,(S (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ round)))) (CC and) (S (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ bad)))) (. .))
5328,"If the dog is not funny, then Erin is furry.","(S (SBAR (IN If) (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ funny)))))) (, ,) (ADVP (RB then)) (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ furry))) (. .))"
5329,"If the rabbit is big, then the dog is not kind.","(S (SBAR (IN If) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ big))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dog)) (VP (VBZ is) (RB not) (ADJP (JJ kind))) (. .))"
5330,"If Bob is not furry, then Dave is kind.","(S (SBAR (IN If) (S (NP (NNP Bob)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ furry)))))) (, ,) (ADVP (RB then)) (NP (NNP Dave)) (VP (VBZ is) (ADJP (JJ kind))) (. .))"
5331,"If Erin is not bad, then the snake is wealthy.","(S (SBAR (IN If) (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ bad)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (JJ wealthy))) (. .))"
5332,"If Charlie is not high, then the rabbit is sleepy.","(S (SBAR (IN If) (S (NP (NNP Charlie)) (VP (VBZ is) (RB not) (ADJP (JJ high))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ sleepy))) (. .))"
5333,"If the leopard is not slow, then the squirrel is big.","(S (SBAR (IN If) (S (NP (DT the) (NN leopard)) (VP (VBZ is) (RB not) (ADJP (JJ slow))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN squirrel)) (VP (VBZ is) (ADJP (JJ big))) (. .))"
5334,the bear is not quiet and Bob is rough.,(S (S (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (ADJP (JJ quiet)))) (CC and) (S (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ rough)))) (. .))
5335,"If Bob is not lazy, then Alan is not cute.","(S (SBAR (IN If) (S (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ lazy))))) (, ,) (ADVP (RB then)) (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ cute))) (. .))"
5336,"If Gary is not tired, then Anne is not little.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ tired)))))) (, ,) (ADVP (RB then)) (NP (NNP Anne)) (VP (VBZ is) (RB not) (NP (JJ little))) (. .))"
5337,"If Bob is not rough, then Alan is little.","(S (SBAR (IN If) (S (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ rough))))) (, ,) (ADVP (RB then)) (NP (NNP Alan)) (VP (VBZ is) (NP (JJ little))) (. .))"
5338,the cat is not high and the wolf is not rough.,(S (S (NP (DT the) (NN cat)) (VP (VBZ is) (RB not) (ADJP (JJ high)))) (CC and) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (RB not) (ADJP (JJ rough)))) (. .))
5339,Fiona is not dull and the dinosaur is thin.,(S (S (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ dull)))) (CC and) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ thin)))) (. .))
5340,Gary is not cute or Gary is not tired.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ cute))))) (CC or) (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ tired)))) (. .))
5341,"If Erin is not nice, then the bear is cute.","(S (SBAR (IN If) (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ nice))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ cute))) (. .))"
5342,"If the leopard is not quiet, then Anne is not fierce.","(S (SBAR (IN If) (S (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ quiet)))))) (, ,) (ADVP (RB then)) (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ fierce))) (. .))"
5343,the tiger is not round and Bob is not dull.,(S (S (NP (DT the) (NN tiger)) (VP (VBZ is) (RB not) (ADJP (JJ round)))) (CC and) (S (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ dull)))) (. .))
5344,"If Charlie is not bad, then the snake is not lazy.","(S (SBAR (IN If) (S (NP (NNP Charlie)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ bad)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN snake)) (VP (VBZ is) (RB not) (ADJP (JJ lazy))) (. .))"
5345,Alan is rough or Bob is not awful.,(S (NP (NNP Alan)) (VBZ is) (NP (ADJP (JJ rough)) (CC or) (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ awful))) (. .))
5346,"If the mouse is horrible, then Gary is slow.","(S (SBAR (IN If) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ horrible))))) (, ,) (ADVP (RB then)) (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ slow))) (. .))"
5347,the rabbit is thin and the cat is not quiet.,(S (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ thin)))) (CC and) (S (NP (DT the) (NN cat)) (VP (VBZ is) (RB not) (ADJP (JJ quiet)))) (. .))
5348,"If the dinosaur is not strong, then Bob is lovely.","(S (SBAR (IN If) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ strong)))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ lovely))) (. .))"
5349,Harry is rough and the leopard is tired.,(S (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ rough)))) (CC and) (S (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (JJ tired)))) (. .))
5350,Gary is fierce or Fiona is huge.,(S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ fierce))) (CC or) (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ huge))) (. .))
5351,"If Fiona is strong, then the snake is not clever.","(S (SBAR (IN If) (S (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ strong))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN snake)) (VP (VBZ is) (RB not) (ADJP (JJ clever))) (. .))"
5352,"If Bob is not nice, then the wolf is not horrible.","(S (SBAR (IN If) (S (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ nice))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN wolf)) (VP (VBZ is) (RB not) (ADJP (JJ horrible))) (. .))"
5353,Harry is high or Fiona is not dull.,(S (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ high)))) (CC or) (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ dull))) (. .))
5354,Alan is smart and Bob is not sad.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ smart)))) (CC and) (S (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ sad)))) (. .))
5355,the mouse is not rough and Fiona is tired.,(S (S (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ rough)))) (CC and) (S (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ tired)))) (. .))
5356,"If Dave is not tiny, then the dog is not furry.","(S (SBAR (IN If) (S (NP (NNP Dave)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ tiny)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN dog)) (VP (VBZ is) (RB not) (ADJP (JJ furry))) (. .))"
5357,"If the lion is not huge, then the rabbit is not big.","(S (SBAR (IN If) (S (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ huge)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN rabbit)) (VP (VBZ is) (RB not) (ADJP (JJ big))) (. .))"
5358,"If the squirrel is not dull, then the lion is smart.","(S (SBAR (IN If) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ dull))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (JJ smart))) (. .))"
5359,Harry is not strong and the rabbit is not poor.,(S (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ strong))))) (CC and) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (RB not) (ADJP (JJ poor)))) (. .))
5360,the dinosaur is not thin or Alan is not awful.,(S (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (RB not) (ADJP (JJ thin)))) (CC or) (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ awful)))) (. .))
5361,Charlie is not dull and Charlie is cute.,(S (S (NP (NNP Charlie)) (VP (VBZ is) (RB not) (ADJP (JJ dull)))) (CC and) (S (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ cute)))) (. .))
5362,"If Erin is not short, then Fiona is not lovely.","(S (SBAR (IN If) (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ short)))))) (, ,) (ADVP (RB then)) (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ lovely))) (. .))"
5363,Anne is slow and the lion is cute.,(S (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ slow)))) (CC and) (S (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (JJ cute)))) (. .))
5364,Harry is not sleepy or Charlie is not funny.,(S (NP (NNP Harry)) (VP (VBZ is) (RB not) (ADJP (JJ sleepy)) (CC or) (S (NP (NNP Charlie)) (VP (VBZ is) (RB not) (ADJP (JJ funny))))) (. .))
5365,the rabbit is not rough or Erin is boring.,(S (NP (DT the) (NN rabbit)) (VBZ is) (RB not) (ADJP (JJ rough)) (CC or) (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ boring))) (. .))
5366,Dave is not rough and Gary is not reckless.,(S (S (NP (NNP Dave)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ rough))))) (CC and) (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ reckless)))) (. .))
5367,"If Charlie is wealthy, then the bear is not heavy.","(S (SBAR (IN If) (S (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ wealthy))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (ADJP (JJ heavy))) (. .))"
5368,"If Bob is awful, then Gary is tiny.","(S (SBAR (IN If) (S (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ awful))))) (, ,) (ADVP (RB then)) (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ tiny))) (. .))"
5369,"If Charlie is fierce, then the bald eagle is bad.","(S (SBAR (IN If) (S (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ fierce))))) (, ,) (ADVP (RB then)) (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ bad))) (. .))"
5370,the crocodile is heavy or Alan is not poor.,(S (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (ADJP (JJ heavy)))) (CC or) (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ poor)))) (. .))
5371,"If the lion is not nice, then Dave is tired.","(S (SBAR (IN If) (S (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ nice)))))) (, ,) (ADVP (RB then)) (NP (NNP Dave)) (VP (VBZ is) (ADJP (JJ tired))) (. .))"
5372,Alan is sleepy or Dave is not dull.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ sleepy)))) (CC or) (NP (NNP Dave)) (VP (VBZ is) (RB not) (ADJP (JJ dull))) (. .))
5373,the snake is powerful or the bald eagle is not angry.,(S (S (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (JJ powerful)))) (CC or) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (RB not) (ADJP (JJ angry)))) (. .))
5374,"If Erin is small, then Bob is not round.","(S (SBAR (IN If) (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ small))))) (, ,) (ADVP (RB then)) (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ round))) (. .))"
5375,"If Alan is dull, then the bear is not little.","(S (SBAR (IN If) (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ dull))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (NP (JJ little))) (. .))"
5376,the tiger is beautiful.,(S (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ beautiful))) (. .))
5377,Gary is cute and the dog is not heavy.,(S (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ cute)))) (CC and) (S (NP (DT the) (NN dog)) (VP (VBZ is) (RB not) (ADJP (JJ heavy)))) (. .))
5378,the snake is not round or the cat is not rough.,(S (S (NP (DT the) (NN snake)) (VP (VBZ is) (RB not) (ADJP (JJ round)))) (CC or) (NP (DT the) (NN cat)) (VP (VBZ is) (RB not) (ADJP (JJ rough))) (. .))
5379,Gary is rough or Harry is not dull.,(S (NP (NP (NNP Gary)) (VBZ is) (NP (ADJP (JJ rough)) (CC or) (NP (NNP Harry)))) (VP (VBZ is) (RB not) (ADJP (JJ dull))) (. .))
5380,"If the mouse is not small, then the leopard is sad.","(S (SBAR (IN If) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ small))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (JJ sad))) (. .))"
5381,the wolf is not short or the rabbit is not strong.,(S (S (NP (DT the) (NN wolf)) (VP (VBZ is) (RB not) (ADJP (JJ short)))) (CC or) (NP (DT the) (NN rabbit)) (VP (VBZ is) (RB not) (ADJP (JJ strong))) (. .))
5382,Charlie is cute and the dinosaur is round.,(S (S (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ cute)))) (CC and) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ round)))) (. .))
5383,"If the cat is high, then the tiger is dull.","(S (SBAR (IN If) (S (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ high))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ dull))) (. .))"
5384,the crocodile is not reckless or the cat is quiet.,(S (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ reckless)))) (CC or) (S (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ quiet)))) (. .))
5385,"If Harry is big, then the bear is not clever.","(S (SBAR (IN If) (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ big))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN bear)) (VP (VBZ is) (RB not) (ADJP (JJ clever))) (. .))"
5386,the crocodile is tiny or the mouse is not funny.,(S (NP (DT the) (NN crocodile)) (VP (VBZ is) (ADJP (JJ tiny))) (CC or) (NP (DT the) (NN mouse)) (VP (VBZ is) (RB not) (ADJP (JJ funny))) (. .))
5387,"If the cat is sleepy, then the squirrel is high.","(S (SBAR (IN If) (S (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ sleepy))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN squirrel)) (VP (VBZ is) (ADJP (JJ high))) (. .))"
5388,the bear is tired or the bald eagle is not little.,(S (S (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ tired)))) (CC or) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (RB not) (JJ little))) (. .))
5389,"If Harry is nice, then Harry is not high.","(S (SBAR (IN If) (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ nice))))) (, ,) (ADVP (RB then)) (NP (NNP Harry)) (VP (VBZ is) (RB not) (ADJP (JJ high))) (. .))"
5390,"If the crocodile is not round, then the cat is not powerful.","(S (SBAR (IN If) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ round)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN cat)) (VP (VBZ is) (RB not) (ADJP (JJ powerful))) (. .))"
5391,"If the bald eagle is not nice, then the bald eagle is not lovely.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (RB not) (ADJP (JJ nice))))) (, ,) (ADVP (RB then)) (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (RB not) (ADJP (JJ lovely))) (. .))"
5392,"If Dave is awful, then Harry is not dull.","(S (SBAR (IN If) (S (NP (NNP Dave)) (VP (VBZ is) (ADJP (JJ awful))))) (, ,) (ADVP (RB then)) (NP (NNP Harry)) (VP (VBZ is) (RB not) (ADJP (JJ dull))) (. .))"
5393,the cat is funny and the snake is awful.,(S (S (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ funny)))) (CC and) (S (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (JJ awful)))) (. .))
5394,the tiger is beautiful and the wolf is slow.,(S (S (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ beautiful)))) (CC and) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ slow)))) (. .))
5395,"If the dinosaur is reckless, then the bear is dull.","(S (SBAR (IN If) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ reckless))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ dull))) (. .))"
5396,"If the lion is rough, then the snake is not lazy.","(S (SBAR (IN If) (S (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (JJ rough))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN snake)) (VP (VBZ is) (RB not) (ADJP (JJ lazy))) (. .))"
5397,"If Erin is sad, then the bald eagle is not short.","(S (SBAR (IN If) (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ sad))))) (, ,) (ADVP (RB then)) (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (RB not) (ADJP (JJ short))) (. .))"
5398,the dinosaur is not strong or the dog is dull.,(S (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ strong))))) (CC or) (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ dull)))) (. .))
5399,the leopard is not fierce or Gary is not lazy.,(S (S (NP (DT the) (NN leopard)) (VP (VBZ is) (RB not) (ADJP (JJ fierce)))) (CC or) (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ lazy)))) (. .))
5400,the bald eagle is thin and the tiger is strong.,(S (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ thin)))) (CC and) (S (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ strong)))) (. .))
5401,"If the cat is clever, then the rabbit is high.","(S (SBAR (IN If) (S (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ clever))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ high))) (. .))"
5402,Anne is not horrible or the cat is kind.,(S (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ horrible))))) (CC or) (S (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ kind)))) (. .))
5403,"If Gary is not bad, then the wolf is dull.","(S (SBAR (IN If) (S (NP (NNP Gary)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ bad)))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ dull))) (. .))"
5404,the squirrel is small and Gary is not nice.,(S (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (ADJP (JJ small)))) (CC and) (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ nice)))) (. .))
5405,"If Harry is not powerful, then Gary is not thin.","(S (SBAR (IN If) (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ powerful)))))) (, ,) (ADVP (RB then)) (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ thin))) (. .))"
5406,the lion is not thin or Bob is not lovely.,(S (NP (DT the) (NN lion)) (VP (VP (VBZ is) (ADJP (RB not) (ADJP (JJ thin)))) (CC or) (S (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ lovely))))) (. .))
5407,the leopard is round or Gary is thin.,(S (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (JJ round))) (CC or) (NP (NNP Gary)) (VP (VBZ is) (ADJP (JJ thin))) (. .))
5408,"If the bald eagle is beautiful, then Erin is tired.","(S (SBAR (IN If) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (ADJP (JJ beautiful))))) (, ,) (ADVP (RB then)) (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ tired))) (. .))"
5409,the crocodile is wealthy or the bald eagle is not tired.,(S (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (ADJP (JJ wealthy)))) (CC or) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (RB not) (ADJP (JJ tired)))) (. .))
5410,"If Fiona is not nice, then Harry is bad.","(S (SBAR (IN If) (S (NP (NNP Fiona)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ nice)))))) (, ,) (ADVP (RB then)) (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ bad))) (. .))"
5411,Dave is boring or the cat is beautiful.,(S (S (NP (NNP Dave)) (VP (VBZ is) (ADJP (JJ boring)))) (CC or) (S (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ beautiful)))) (. .))
5412,"If the crocodile is not tiny, then Fiona is sad.","(S (SBAR (IN If) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ tiny)))))) (, ,) (ADVP (RB then)) (NP (NNP Fiona)) (VP (VBZ is) (ADJP (JJ sad))) (. .))"
5413,the tiger is not huge or Alan is not dull.,(S (S (NP (DT the) (NN tiger)) (VP (VBZ is) (RB not) (ADJP (JJ huge)))) (CC or) (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ dull)))) (. .))
5414,"If Charlie is cute, then the squirrel is tired.","(S (SBAR (IN If) (S (NP (NNP Charlie)) (VP (VBZ is) (ADJP (JJ cute))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN squirrel)) (VP (VBZ is) (ADJP (JJ tired))) (. .))"
5415,the mouse is beautiful or Alan is beautiful.,(S (S (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ beautiful)))) (CC or) (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ beautiful)))) (. .))
5416,"If the wolf is not little, then Fiona is not sleepy.","(S (SBAR (IN If) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ little)))))) (, ,) (ADVP (RB then)) (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ sleepy))) (. .))"
5417,"If the tiger is nice, then Alan is fierce.","(S (SBAR (IN If) (S (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ nice))))) (, ,) (ADVP (RB then)) (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ fierce))) (. .))"
5418,the mouse is reckless and Anne is furry.,(S (S (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ reckless)))) (CC and) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ furry)))) (. .))
5419,the lion is beautiful and the dinosaur is short.,(S (S (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (JJ beautiful)))) (CC and) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ short)))) (. .))
5420,Erin is not slow or the tiger is cute.,(S (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ slow)))) (CC or) (S (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ cute)))) (. .))
5421,Dave is smart or the leopard is not lovely.,(S (S (NP (NNP Dave)) (VP (VBZ is) (ADJP (JJ smart)))) (CC or) (S (NP (DT the) (NN leopard)) (VP (VBZ is) (RB not) (ADJP (JJ lovely)))) (. .))
5422,"If Erin is bad, then the crocodile is not tired.","(S (SBAR (IN If) (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ bad))))) (, ,) (ADVP (RB then)) (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ tired))) (. .))"
5423,Bob is beautiful or Fiona is not high.,(S (NP (NNP Bob)) (VP (VBZ is) (ADJP (JJ beautiful))) (CC or) (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ high))) (. .))
5424,the dog is sleepy and the dog is not smart.,(S (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ sleepy)))) (CC and) (S (NP (DT the) (NN dog)) (VP (VBZ is) (RB not) (ADJP (JJ smart)))) (. .))
5425,"If the leopard is boring, then Dave is not little.","(S (SBAR (IN If) (S (NP (DT the) (NN leopard)) (VP (VBZ is) (ADJP (JJ boring))))) (, ,) (ADVP (RB then)) (NP (NNP Dave)) (VP (VBZ is) (RB not) (NP (JJ little))) (. .))"
5426,the bear is powerful and the cat is nice.,(S (S (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ powerful)))) (CC and) (S (NP (DT the) (NN cat)) (VP (VBZ is) (ADJP (JJ nice)))) (. .))
