Sentences,Logic-words
"If Harry is not clever, then the wolf is big.","if,then"
"If Harry is dull, then the dinosaur is sleepy.","if,then"
"If Harry is not dull, then Bob is strong.","if,then"
"If Harry is rough, then the wolf is not bad.","if,then"
"If Harry is not rough, then Bob is dull.","if,then"
"If Harry is lazy, then Dave is not funny.","if,then"
"If Harry is not lazy, then the bald eagle is rough.","if,then"
"If Harry is slow, then Fiona is not boring.","if,then"
"If Harry is not slow, then the lion is not big.","if,then"
"If Harry is sleepy, then Dave is heavy.","if,then"
"If Harry is not sleepy, then the dinosaur is clever.","if,then"
"If Harry is boring, then the dinosaur is not nice.","if,then"
"If Harry is not boring, then Charlie is not thin.","if,then"
"If Harry is tired, then the leopard is not cute.","if,then"
"If Harry is not tired, then the dog is dull.","if,then"
"If Harry is reckless, then Dave is lovely.","if,then"
"If Harry is not reckless, then the cat is not short.","if,then"
"If Harry is furry, then the snake is lovely.","if,then"
"If Harry is not furry, then Alan is not cute.","if,then"
"If Harry is small, then the wolf is not dull.","if,then"
"If Harry is not small, then Dave is not rough.","if,then"
"If Harry is cute, then Anne is not funny.","if,then"
"If Harry is not cute, then Gary is cute.","if,then"
"If Harry is lovely, then Charlie is not kind.","if,then"
"If Harry is not lovely, then the cat is powerful.","if,then"
"If Harry is beautiful, then the bald eagle is not dull.","if,then"
"If Harry is not beautiful, then Bob is small.","if,then"
"If Harry is funny, then the bear is not bad.","if,then"
"If Harry is not funny, then Harry is small.","if,then"
"If Harry is big, then the bear is not clever.","if,then"
"If Harry is not big, then the leopard is short.","if,then"
"If Harry is strong, then the dinosaur is not boring.","if,then"
"If Harry is not strong, then Harry is smart.","if,then"
"If Harry is awful, then Alan is not sad.","if,then"
"If Harry is not awful, then Erin is huge.","if,then"
"If Harry is fierce, then Dave is tiny.","if,then"
"If Harry is not fierce, then the cat is not kind.","if,then"
"If Harry is heavy, then the squirrel is not tired.","if,then"
"If Harry is not heavy, then the mouse is not sad.","if,then"
"If Harry is horrible, then the tiger is reckless.","if,then"
"If Harry is not horrible, then Gary is quiet.","if,then"
"If Harry is powerful, then the wolf is not huge.","if,then"
"If Harry is not powerful, then Gary is not thin.","if,then"
"If Harry is angry, then the squirrel is strong.","if,then"
"If Harry is not angry, then Anne is cute.","if,then"
"If Harry is high, then the crocodile is not strong.","if,then"
"If Harry is not high, then the mouse is horrible.","if,then"
"If Harry is huge, then the mouse is bad.","if,then"
"If Harry is not huge, then the mouse is rough.","if,then"
"If Harry is short, then the crocodile is not sleepy.","if,then"
"If Harry is not short, then the crocodile is heavy.","if,then"
"If Harry is thin, then the rabbit is not slow.","if,then"
"If Harry is not thin, then the crocodile is dull.","if,then"
"If Harry is little, then the bear is quiet.","if,then"
"If Harry is not little, then Alan is nice.","if,then"
"If Harry is tiny, then Fiona is slow.","if,then"
"If Harry is not tiny, then the bald eagle is not funny.","if,then"
"If Harry is wealthy, then Alan is not cute.","if,then"
"If Harry is not wealthy, then the mouse is big.","if,then"
"If Harry is poor, then the cat is not reckless.","if,then"
"If Harry is not poor, then Bob is not furry.","if,then"
"If Harry is dull, then Dave is beautiful.","if,then"
"If Harry is not dull, then the lion is not lovely.","if,then"
"If Harry is rough, then Charlie is horrible.","if,then"
"If Harry is not rough, then Anne is awful.","if,then"
"If Harry is bad, then the mouse is strong.","if,then"
"If Harry is not bad, then the snake is not sleepy.","if,then"
"If Harry is sad, then the wolf is heavy.","if,then"
"If Harry is not sad, then Alan is not angry.","if,then"
"If Gary is kind, then the leopard is strong.","if,then"
"If Gary is not kind, then the bear is round.","if,then"
"If Gary is quiet, then Dave is not lovely.","if,then"
"If Gary is not quiet, then Bob is short.","if,then"
"If Gary is round, then the bald eagle is not poor.","if,then"
"If Gary is not round, then the lion is not high.","if,then"
"If Gary is nice, then the dinosaur is big.","if,then"
"If Gary is not nice, then the tiger is not dull.","if,then"
"If Gary is smart, then Erin is big.","if,then"
"If Gary is not smart, then Charlie is wealthy.","if,then"
"If Gary is clever, then the rabbit is awful.","if,then"
"If Gary is not clever, then the lion is funny.","if,then"
"If Gary is dull, then Erin is not bad.","if,then"
"If Gary is not dull, then the rabbit is not nice.","if,then"
"If Gary is rough, then the lion is dull.","if,then"
"If Gary is not rough, then Gary is not huge.","if,then"
"If Gary is lazy, then the mouse is not lovely.","if,then"
"If Gary is not lazy, then Bob is round.","if,then"
"If Gary is slow, then the bald eagle is reckless.","if,then"
"If Gary is not slow, then the cat is not beautiful.","if,then"
"If Gary is sleepy, then Bob is funny.","if,then"
"If Gary is not sleepy, then the wolf is not slow.","if,then"
"If Gary is boring, then the snake is not boring.","if,then"
"If Gary is not boring, then Fiona is not high.","if,then"
"If Gary is tired, then the leopard is not lazy.","if,then"
"If Gary is not tired, then Anne is not little.","if,then"
"If Gary is reckless, then the snake is not beautiful.","if,then"
"If Gary is not reckless, then the lion is lovely.","if,then"
"If Gary is furry, then Gary is not dull.","if,then"
"If Gary is not furry, then the bald eagle is clever.","if,then"
"If Gary is small, then the bear is sad.","if,then"
"If Gary is not small, then the dinosaur is not bad.","if,then"
"If Gary is cute, then the rabbit is clever.","if,then"
"If Gary is not cute, then the squirrel is dull.","if,then"
"If Gary is lovely, then the leopard is strong.","if,then"
"If Gary is not lovely, then Anne is dull.","if,then"
"If Gary is beautiful, then Harry is not small.","if,then"
"If Gary is not beautiful, then Dave is not tired.","if,then"
"If Gary is funny, then the wolf is sad.","if,then"
"If Gary is not funny, then the squirrel is short.","if,then"
"If Gary is big, then the snake is not bad.","if,then"
"If Gary is not big, then Bob is big.","if,then"
"If Gary is strong, then Bob is not round.","if,then"
"If Gary is not strong, then Erin is not heavy.","if,then"
"If Gary is awful, then the leopard is not short.","if,then"
"If Gary is not awful, then Harry is high.","if,then"
"If Gary is fierce, then the cat is beautiful.","if,then"
"If Gary is not fierce, then the lion is not kind.","if,then"
"If Gary is heavy, then the snake is sad.","if,then"
"If Gary is not heavy, then the crocodile is awful.","if,then"
"If Gary is horrible, then the rabbit is thin.","if,then"
"If Gary is not horrible, then Harry is small.","if,then"
"If Gary is powerful, then Dave is not thin.","if,then"
"If Gary is not powerful, then the lion is not heavy.","if,then"
"If Gary is angry, then the dinosaur is sleepy.","if,then"
"If Gary is not angry, then the bald eagle is not powerful.","if,then"
"If Gary is high, then the cat is tired.","if,then"
"If Gary is not high, then the lion is not kind.","if,then"
"If Gary is huge, then the mouse is round.","if,then"
"If Gary is not huge, then Anne is not awful.","if,then"
"If Gary is short, then Harry is smart.","if,then"
"If Gary is not short, then Dave is dull.","if,then"
"If Gary is thin, then the bear is nice.","if,then"
"If Gary is not thin, then Bob is sleepy.","if,then"
"If Gary is little, then the snake is tired.","if,then"
"If Gary is not little, then the dog is thin.","if,then"
"If Gary is tiny, then the mouse is boring.","if,then"
"If Gary is not tiny, then the tiger is nice.","if,then"
"If Gary is wealthy, then the lion is not tired.","if,then"
"If Gary is not wealthy, then the snake is not big.","if,then"
"If Gary is poor, then the lion is not beautiful.","if,then"
"If Gary is not poor, then Charlie is fierce.","if,then"
"If Gary is dull, then Erin is not little.","if,then"
"If Gary is not dull, then the cat is not big.","if,then"
"If Gary is rough, then Anne is not heavy.","if,then"
"If Gary is not rough, then the dog is not rough.","if,then"
"If Gary is bad, then Alan is not lazy.","if,then"
"If Gary is not bad, then the wolf is dull.","if,then"
"If Gary is sad, then the squirrel is not rough.","if,then"
"If Gary is not sad, then Erin is cute.","if,then"
"If Fiona is kind, then Charlie is strong.","if,then"
"If Fiona is not kind, then the bald eagle is reckless.","if,then"
"If Fiona is quiet, then the rabbit is sad.","if,then"
"If Fiona is not quiet, then the squirrel is fierce.","if,then"
"If Fiona is round, then the dog is not fierce.","if,then"
"If Fiona is not round, then the bear is not quiet.","if,then"
"If Fiona is nice, then Gary is not sad.","if,then"
"If Fiona is not nice, then Harry is bad.","if,then"
"If Fiona is smart, then Erin is not funny.","if,then"
"If Fiona is not smart, then the cat is huge.","if,then"
"If Fiona is clever, then the bald eagle is poor.","if,then"
"If Fiona is not clever, then the bald eagle is not reckless.","if,then"
"If Fiona is dull, then Gary is not sleepy.","if,then"
"If Fiona is not dull, then the dinosaur is not short.","if,then"
"If Fiona is rough, then Fiona is not sleepy.","if,then"
"If Fiona is not rough, then the bald eagle is not quiet.","if,then"
"If Fiona is lazy, then Erin is dull.","if,then"
"If Fiona is not lazy, then Fiona is not strong.","if,then"
"If Fiona is slow, then the mouse is not bad.","if,then"
"If Fiona is not slow, then Erin is not short.","if,then"
"If Fiona is sleepy, then Erin is round.","if,then"
"If Fiona is not sleepy, then Alan is sad.","if,then"
"If Fiona is boring, then the wolf is beautiful.","if,then"
"If Fiona is not boring, then Charlie is not thin.","if,then"
"If Fiona is tired, then the bald eagle is fierce.","if,then"
"If Fiona is not tired, then the lion is lovely.","if,then"
"If Fiona is reckless, then Alan is beautiful.","if,then"
"If Fiona is not reckless, then the snake is not strong.","if,then"
"If Fiona is furry, then Charlie is not boring.","if,then"
"If Fiona is not furry, then Anne is heavy.","if,then"
"If Fiona is small, then the cat is not tiny.","if,then"
"If Fiona is not small, then Dave is not fierce.","if,then"
"If Fiona is cute, then the dinosaur is heavy.","if,then"
"If Fiona is not cute, then Erin is tiny.","if,then"
"If Fiona is lovely, then the snake is not fierce.","if,then"
"If Fiona is not lovely, then the bald eagle is boring.","if,then"
"If Fiona is beautiful, then Bob is not dull.","if,then"
"If Fiona is not beautiful, then the crocodile is not powerful.","if,then"
"If Fiona is funny, then Alan is not heavy.","if,then"
"If Fiona is not funny, then the bear is not smart.","if,then"
"If Fiona is big, then Alan is awful.","if,then"
"If Fiona is not big, then the squirrel is not high.","if,then"
"If Fiona is strong, then the snake is not clever.","if,then"
"If Fiona is not strong, then Fiona is high.","if,then"
"If Fiona is awful, then Erin is not awful.","if,then"
"If Fiona is not awful, then the mouse is not boring.","if,then"
"If Fiona is fierce, then Gary is rough.","if,then"
"If Fiona is not fierce, then the squirrel is angry.","if,then"
"If Fiona is heavy, then Anne is dull.","if,then"
"If Fiona is not heavy, then the mouse is not furry.","if,then"
"If Fiona is horrible, then Alan is not cute.","if,then"
"If Fiona is not horrible, then the mouse is thin.","if,then"
"If Fiona is powerful, then the lion is poor.","if,then"
"If Fiona is not powerful, then the bear is heavy.","if,then"
"If Fiona is angry, then the cat is not dull.","if,then"
"If Fiona is not angry, then the rabbit is not poor.","if,then"
"If Fiona is high, then the rabbit is little.","if,then"
"If Fiona is not high, then the squirrel is awful.","if,then"
"If Fiona is huge, then Gary is rough.","if,then"
"If Fiona is not huge, then Anne is huge.","if,then"
"If Fiona is short, then Fiona is not sad.","if,then"
"If Fiona is not short, then Harry is not beautiful.","if,then"
"If Fiona is thin, then the mouse is not slow.","if,then"
"If Fiona is not thin, then Charlie is beautiful.","if,then"
"If Fiona is little, then the bald eagle is round.","if,then"
"If Fiona is not little, then the rabbit is cute.","if,then"
"If Fiona is tiny, then Fiona is not lovely.","if,then"
"If Fiona is not tiny, then Alan is not angry.","if,then"
"If Fiona is wealthy, then the snake is not wealthy.","if,then"
"If Fiona is not wealthy, then Alan is beautiful.","if,then"
"If Fiona is poor, then the leopard is bad.","if,then"
"If Fiona is not poor, then the dog is angry.","if,then"
"If Fiona is dull, then the dinosaur is not nice.","if,then"
"If Fiona is not dull, then the snake is not awful.","if,then"
"If Fiona is rough, then the leopard is not cute.","if,then"
"If Fiona is not rough, then Charlie is funny.","if,then"
"If Fiona is bad, then the bear is smart.","if,then"
"If Fiona is not bad, then the tiger is not lovely.","if,then"
"If Fiona is sad, then the dinosaur is round.","if,then"
"If Fiona is not sad, then Harry is not smart.","if,then"
the bald eagle is kind and the wolf is not dull.,and
the bald eagle is kind or the wolf is not dull.,or
the bald eagle is not kind and Erin is not nice.,and
the bald eagle is not kind or Erin is not nice.,or
the bald eagle is quiet and the crocodile is not cute.,and
the bald eagle is quiet or the crocodile is not cute.,or
the bald eagle is not quiet and the crocodile is strong.,and
the bald eagle is not quiet or the crocodile is strong.,or
the bald eagle is round and the wolf is reckless.,and
the bald eagle is round or the wolf is reckless.,or
the bald eagle is not round and the leopard is not high.,and
the bald eagle is not round or the leopard is not high.,or
the bald eagle is nice and Alan is sleepy.,and
the bald eagle is nice or Alan is sleepy.,or
the bald eagle is not nice and the crocodile is wealthy.,and
the bald eagle is not nice or the crocodile is wealthy.,or
the bald eagle is smart and the crocodile is rough.,and
the bald eagle is smart or the crocodile is rough.,or
the bald eagle is not smart and Bob is not nice.,and
the bald eagle is not smart or Bob is not nice.,or
the bald eagle is clever and the wolf is not fierce.,and
the bald eagle is clever or the wolf is not fierce.,or
the bald eagle is not clever and the cat is lazy.,and
the bald eagle is not clever or the cat is lazy.,or
the bald eagle is dull and Gary is quiet.,and
the bald eagle is dull or Gary is quiet.,or
the bald eagle is not dull and the leopard is not powerful.,and
the bald eagle is not dull or the leopard is not powerful.,or
the bald eagle is rough and the tiger is not bad.,and
the bald eagle is rough or the tiger is not bad.,or
the bald eagle is not rough and the lion is not heavy.,and
the bald eagle is not rough or the lion is not heavy.,or
the bald eagle is lazy and Fiona is cute.,and
the bald eagle is lazy or Fiona is cute.,or
the bald eagle is not lazy and the dog is rough.,and
the bald eagle is not lazy or the dog is rough.,or
the bald eagle is slow and the crocodile is not reckless.,and
the bald eagle is slow or the crocodile is not reckless.,or
the bald eagle is not slow and the bald eagle is rough.,and
the bald eagle is not slow or the bald eagle is rough.,or
the bald eagle is sleepy and the dinosaur is not lazy.,and
the bald eagle is sleepy or the dinosaur is not lazy.,or
the bald eagle is not sleepy and the snake is not heavy.,and
the bald eagle is not sleepy or the snake is not heavy.,or
the bald eagle is boring and the tiger is smart.,and
the bald eagle is boring or the tiger is smart.,or
the bald eagle is not boring and the tiger is not rough.,and
the bald eagle is not boring or the tiger is not rough.,or
the bald eagle is tired and Fiona is not awful.,and
the bald eagle is tired or Fiona is not awful.,or
the bald eagle is not tired and Gary is horrible.,and
the bald eagle is not tired or Gary is horrible.,or
the bald eagle is reckless and the rabbit is not tiny.,and
the bald eagle is reckless or the rabbit is not tiny.,or
the bald eagle is not reckless and Charlie is heavy.,and
the bald eagle is not reckless or Charlie is heavy.,or
the bald eagle is furry and the squirrel is not thin.,and
the bald eagle is furry or the squirrel is not thin.,or
the bald eagle is not furry and the snake is not poor.,and
the bald eagle is not furry or the snake is not poor.,or
the bald eagle is small and the lion is not dull.,and
the bald eagle is small or the lion is not dull.,or
the bald eagle is not small and Anne is not furry.,and
the bald eagle is not small or Anne is not furry.,or
the bald eagle is cute and the dog is tired.,and
the bald eagle is cute or the dog is tired.,or
the bald eagle is not cute and Alan is huge.,and
the bald eagle is not cute or Alan is huge.,or
the bald eagle is lovely and Gary is bad.,and
the bald eagle is lovely or Gary is bad.,or
the bald eagle is not lovely and the dinosaur is beautiful.,and
the bald eagle is not lovely or the dinosaur is beautiful.,or
the bald eagle is beautiful and Erin is powerful.,and
the bald eagle is beautiful or Erin is powerful.,or
the bald eagle is not beautiful and the lion is not sleepy.,and
the bald eagle is not beautiful or the lion is not sleepy.,or
the bald eagle is funny and the dog is dull.,and
the bald eagle is funny or the dog is dull.,or
the bald eagle is not funny and the leopard is sad.,and
the bald eagle is not funny or the leopard is sad.,or
the bald eagle is big and Erin is powerful.,and
the bald eagle is big or Erin is powerful.,or
the bald eagle is not big and the lion is furry.,and
the bald eagle is not big or the lion is furry.,or
the bald eagle is strong and the cat is horrible.,and
the bald eagle is strong or the cat is horrible.,or
the bald eagle is not strong and Harry is furry.,and
the bald eagle is not strong or Harry is furry.,or
the bald eagle is awful and the rabbit is poor.,and
the bald eagle is awful or the rabbit is poor.,or
the bald eagle is not awful and Fiona is powerful.,and
the bald eagle is not awful or Fiona is powerful.,or
the bald eagle is fierce and Bob is dull.,and
the bald eagle is fierce or Bob is dull.,or
the bald eagle is not fierce and Bob is quiet.,and
the bald eagle is not fierce or Bob is quiet.,or
the bald eagle is heavy and Harry is sad.,and
the bald eagle is heavy or Harry is sad.,or
the bald eagle is not heavy and Charlie is not nice.,and
the bald eagle is not heavy or Charlie is not nice.,or
the bald eagle is horrible and the dinosaur is not tiny.,and
the bald eagle is horrible or the dinosaur is not tiny.,or
the bald eagle is not horrible and Fiona is angry.,and
the bald eagle is not horrible or Fiona is angry.,or
the bald eagle is powerful and the leopard is not clever.,and
the bald eagle is powerful or the leopard is not clever.,or
the bald eagle is not powerful and the tiger is sleepy.,and
the bald eagle is not powerful or the tiger is sleepy.,or
the bald eagle is angry and the cat is not awful.,and
the bald eagle is angry or the cat is not awful.,or
the bald eagle is not angry and the bald eagle is not wealthy.,and
the bald eagle is not angry or the bald eagle is not wealthy.,or
the bald eagle is high and the dog is heavy.,and
the bald eagle is high or the dog is heavy.,or
the bald eagle is not high and the dog is cute.,and
the bald eagle is not high or the dog is cute.,or
the bald eagle is huge and the dog is wealthy.,and
the bald eagle is huge or the dog is wealthy.,or
the bald eagle is not huge and the bear is sleepy.,and
the bald eagle is not huge or the bear is sleepy.,or
the bald eagle is short and the crocodile is not dull.,and
the bald eagle is short or the crocodile is not dull.,or
the bald eagle is not short and the bear is not round.,and
the bald eagle is not short or the bear is not round.,or
the bald eagle is thin and the tiger is strong.,and
the bald eagle is thin or the tiger is strong.,or
the bald eagle is not thin and the wolf is not lovely.,and
the bald eagle is not thin or the wolf is not lovely.,or
the bald eagle is little and Fiona is not big.,and
the bald eagle is little or Fiona is not big.,or
the bald eagle is not little and Bob is slow.,and
the bald eagle is not little or Bob is slow.,or
the bald eagle is tiny and Charlie is not big.,and
the bald eagle is tiny or Charlie is not big.,or
the bald eagle is not tiny and the bald eagle is quiet.,and
the bald eagle is not tiny or the bald eagle is quiet.,or
the bald eagle is wealthy and the crocodile is strong.,and
the bald eagle is wealthy or the crocodile is strong.,or
the bald eagle is not wealthy and Alan is not clever.,and
the bald eagle is not wealthy or Alan is not clever.,or
the bald eagle is poor and the leopard is not fierce.,and
the bald eagle is poor or the leopard is not fierce.,or
the bald eagle is not poor and Charlie is not lazy.,and
the bald eagle is not poor or Charlie is not lazy.,or
the bald eagle is dull and Anne is smart.,and
the bald eagle is dull or Anne is smart.,or
the bald eagle is not dull and Charlie is not boring.,and
the bald eagle is not dull or Charlie is not boring.,or
the bald eagle is rough and the wolf is not reckless.,and
the bald eagle is rough or the wolf is not reckless.,or
the bald eagle is not rough and the dog is not poor.,and
the bald eagle is not rough or the dog is not poor.,or
the bald eagle is bad and the bald eagle is furry.,and
the bald eagle is bad or the bald eagle is furry.,or
the bald eagle is not bad and Anne is not reckless.,and
the bald eagle is not bad or Anne is not reckless.,or
the bald eagle is sad and the dinosaur is not furry.,and
the bald eagle is sad or the dinosaur is not furry.,or
the bald eagle is not sad and Harry is not lazy.,and
the bald eagle is not sad or Harry is not lazy.,or
the tiger is kind and the squirrel is poor.,and
the tiger is kind or the squirrel is poor.,or
the tiger is not kind and the tiger is round.,and
the tiger is not kind or the tiger is round.,or
the tiger is quiet and the crocodile is not sad.,and
the tiger is quiet or the crocodile is not sad.,or
the tiger is not quiet and the snake is sad.,and
the tiger is not quiet or the snake is sad.,or
the tiger is round and Harry is reckless.,and
the tiger is round or Harry is reckless.,or
the tiger is not round and Bob is not dull.,and
the tiger is not round or Bob is not dull.,or
the tiger is nice and the squirrel is not short.,and
the tiger is nice or the squirrel is not short.,or
the tiger is not nice and the leopard is short.,and
the tiger is not nice or the leopard is short.,or
the tiger is smart and the dog is not sleepy.,and
the tiger is smart or the dog is not sleepy.,or
the tiger is not smart and Bob is not little.,and
the tiger is not smart or Bob is not little.,or
the tiger is clever and the rabbit is tiny.,and
the tiger is clever or the rabbit is tiny.,or
the tiger is not clever and the rabbit is cute.,and
the tiger is not clever or the rabbit is cute.,or
the tiger is dull and the tiger is not nice.,and
the tiger is dull or the tiger is not nice.,or
the tiger is not dull and the rabbit is lovely.,and
the tiger is not dull or the rabbit is lovely.,or
the tiger is rough and Gary is not round.,and
the tiger is rough or Gary is not round.,or
the tiger is not rough and the tiger is not furry.,and
the tiger is not rough or the tiger is not furry.,or
the tiger is lazy and the lion is not small.,and
the tiger is lazy or the lion is not small.,or
the tiger is not lazy and the cat is slow.,and
the tiger is not lazy or the cat is slow.,or
the tiger is slow and Dave is tired.,and
the tiger is slow or Dave is tired.,or
the tiger is not slow and the rabbit is wealthy.,and
the tiger is not slow or the rabbit is wealthy.,or
the tiger is sleepy and the lion is not poor.,and
the tiger is sleepy or the lion is not poor.,or
the tiger is not sleepy and Fiona is tired.,and
the tiger is not sleepy or Fiona is tired.,or
the tiger is boring and the tiger is kind.,and
the tiger is boring or the tiger is kind.,or
the tiger is not boring and the rabbit is slow.,and
the tiger is not boring or the rabbit is slow.,or
the tiger is tired and the tiger is little.,and
the tiger is tired or the tiger is little.,or
the tiger is not tired and the dog is slow.,and
the tiger is not tired or the dog is slow.,or
the tiger is reckless and Erin is not slow.,and
the tiger is reckless or Erin is not slow.,or
the tiger is not reckless and Anne is not funny.,and
the tiger is not reckless or Anne is not funny.,or
the tiger is furry and Charlie is not furry.,and
the tiger is furry or Charlie is not furry.,or
the tiger is not furry and Anne is bad.,and
the tiger is not furry or Anne is bad.,or
the tiger is small and Bob is not slow.,and
the tiger is small or Bob is not slow.,or
the tiger is not small and Anne is clever.,and
the tiger is not small or Anne is clever.,or
the tiger is cute and Gary is tiny.,and
the tiger is cute or Gary is tiny.,or
the tiger is not cute and the leopard is not tiny.,and
the tiger is not cute or the leopard is not tiny.,or
the tiger is lovely and Erin is funny.,and
the tiger is lovely or Erin is funny.,or
the tiger is not lovely and the bear is tiny.,and
the tiger is not lovely or the bear is tiny.,or
the tiger is beautiful and the wolf is slow.,and
the tiger is beautiful or the wolf is slow.,or
the tiger is not beautiful and the bald eagle is not thin.,and
the tiger is not beautiful or the bald eagle is not thin.,or
the tiger is funny and the lion is tiny.,and
the tiger is funny or the lion is tiny.,or
the tiger is not funny and Erin is not high.,and
the tiger is not funny or Erin is not high.,or
the tiger is big and Harry is not sleepy.,and
the tiger is big or Harry is not sleepy.,or
the tiger is not big and the crocodile is rough.,and
the tiger is not big or the crocodile is rough.,or
the tiger is strong and the bald eagle is not rough.,and
the tiger is strong or the bald eagle is not rough.,or
the tiger is not strong and Anne is not poor.,and
the tiger is not strong or Anne is not poor.,or
the tiger is awful and Erin is rough.,and
the tiger is awful or Erin is rough.,or
the tiger is not awful and the bear is not little.,and
the tiger is not awful or the bear is not little.,or
the tiger is fierce and the tiger is not nice.,and
the tiger is fierce or the tiger is not nice.,or
the tiger is not fierce and Charlie is not awful.,and
the tiger is not fierce or Charlie is not awful.,or
the tiger is heavy and the snake is not sad.,and
the tiger is heavy or the snake is not sad.,or
the tiger is not heavy and Bob is not rough.,and
the tiger is not heavy or Bob is not rough.,or
the tiger is horrible and the wolf is not nice.,and
the tiger is horrible or the wolf is not nice.,or
the tiger is not horrible and the snake is powerful.,and
the tiger is not horrible or the snake is powerful.,or
the tiger is powerful and the dog is angry.,and
the tiger is powerful or the dog is angry.,or
the tiger is not powerful and the wolf is not clever.,and
the tiger is not powerful or the wolf is not clever.,or
the tiger is angry and the tiger is not dull.,and
the tiger is angry or the tiger is not dull.,or
the tiger is not angry and the bear is cute.,and
the tiger is not angry or the bear is cute.,or
the tiger is high and the leopard is not boring.,and
the tiger is high or the leopard is not boring.,or
the tiger is not high and Charlie is not cute.,and
the tiger is not high or Charlie is not cute.,or
the tiger is huge and the dog is not lazy.,and
the tiger is huge or the dog is not lazy.,or
the tiger is not huge and Alan is not dull.,and
the tiger is not huge or Alan is not dull.,or
the tiger is short and Bob is not funny.,and
the tiger is short or Bob is not funny.,or
the tiger is not short and the wolf is rough.,and
the tiger is not short or the wolf is rough.,or
the tiger is thin and Fiona is not big.,and
the tiger is thin or Fiona is not big.,or
the tiger is not thin and the leopard is not awful.,and
the tiger is not thin or the leopard is not awful.,or
the tiger is little and the squirrel is strong.,and
the tiger is little or the squirrel is strong.,or
the tiger is not little and the bald eagle is clever.,and
the tiger is not little or the bald eagle is clever.,or
the tiger is tiny and Dave is boring.,and
the tiger is tiny or Dave is boring.,or
the tiger is not tiny and the bear is big.,and
the tiger is not tiny or the bear is big.,or
the tiger is wealthy and the snake is not smart.,and
the tiger is wealthy or the snake is not smart.,or
the tiger is not wealthy and the dog is not horrible.,and
the tiger is not wealthy or the dog is not horrible.,or
the tiger is poor and Gary is not boring.,and
the tiger is poor or Gary is not boring.,or
the tiger is not poor and the dog is powerful.,and
the tiger is not poor or the dog is powerful.,or
the tiger is dull and the lion is not short.,and
the tiger is dull or the lion is not short.,or
the tiger is not dull and Harry is not slow.,and
the tiger is not dull or Harry is not slow.,or
the tiger is rough and Fiona is not slow.,and
the tiger is rough or Fiona is not slow.,or
the tiger is not rough and the snake is not short.,and
the tiger is not rough or the snake is not short.,or
the tiger is bad and the snake is poor.,and
the tiger is bad or the snake is poor.,or
the tiger is not bad and the squirrel is horrible.,and
the tiger is not bad or the squirrel is horrible.,or
the tiger is sad and the mouse is not powerful.,and
the tiger is sad or the mouse is not powerful.,or
the tiger is not sad and the snake is not boring.,and
the tiger is not sad or the snake is not boring.,or
the bear is kind and the lion is not thin.,and
the bear is kind or the lion is not thin.,or
the bear is not kind and the crocodile is not lovely.,and
the bear is not kind or the crocodile is not lovely.,or
the bear is quiet and Fiona is not awful.,and
the bear is quiet or Fiona is not awful.,or
the bear is not quiet and Bob is rough.,and
the bear is not quiet or Bob is rough.,or
the bear is round and Gary is not tired.,and
the bear is round or Gary is not tired.,or
the bear is not round and the dog is not fierce.,and
the bear is not round or the dog is not fierce.,or
the bear is nice and Fiona is not powerful.,and
the bear is nice or Fiona is not powerful.,or
the bear is not nice and the squirrel is small.,and
the bear is not nice or the squirrel is small.,or
the bear is smart and the tiger is reckless.,and
the bear is smart or the tiger is reckless.,or
the bear is not smart and the dog is not strong.,and
the bear is not smart or the dog is not strong.,or
the bear is clever and the dog is strong.,and
the bear is clever or the dog is strong.,or
the bear is not clever and Alan is not thin.,and
the bear is not clever or Alan is not thin.,or
the bear is dull and Bob is not horrible.,and
the bear is dull or Bob is not horrible.,or
the bear is not dull and the bald eagle is fierce.,and
the bear is not dull or the bald eagle is fierce.,or
the bear is rough and Charlie is funny.,and
the bear is rough or Charlie is funny.,or
the bear is not rough and Fiona is round.,and
the bear is not rough or Fiona is round.,or
the bear is lazy and Alan is not angry.,and
the bear is lazy or Alan is not angry.,or
the bear is not lazy and the squirrel is quiet.,and
the bear is not lazy or the squirrel is quiet.,or
the bear is slow and Gary is cute.,and
the bear is slow or Gary is cute.,or
the bear is not slow and the crocodile is not awful.,and
the bear is not slow or the crocodile is not awful.,or
the bear is sleepy and Alan is not fierce.,and
the bear is sleepy or Alan is not fierce.,or
the bear is not sleepy and Bob is not cute.,and
the bear is not sleepy or Bob is not cute.,or
the bear is boring and Gary is not huge.,and
the bear is boring or Gary is not huge.,or
the bear is not boring and Erin is not high.,and
the bear is not boring or Erin is not high.,or
the bear is tired and the bald eagle is not little.,and
the bear is tired or the bald eagle is not little.,or
the bear is not tired and the crocodile is bad.,and
the bear is not tired or the crocodile is bad.,or
the bear is reckless and Dave is not huge.,and
the bear is reckless or Dave is not huge.,or
the bear is not reckless and the bear is poor.,and
the bear is not reckless or the bear is poor.,or
the bear is furry and the rabbit is strong.,and
the bear is furry or the rabbit is strong.,or
the bear is not furry and Charlie is funny.,and
the bear is not furry or Charlie is funny.,or
the bear is small and the mouse is not slow.,and
the bear is small or the mouse is not slow.,or
the bear is not small and the squirrel is not clever.,and
the bear is not small or the squirrel is not clever.,or
the bear is cute and the bear is not awful.,and
the bear is cute or the bear is not awful.,or
the bear is not cute and Harry is high.,and
the bear is not cute or Harry is high.,or
the bear is lovely and Charlie is not beautiful.,and
