sentence1,label,sentence2
"If Bob is not small, then the snake is not thin.",0,
"If Bob is not small, then the snake is not thin.",0,"If it is not Bob, then it will be not small. "
"If the wolf is poor, then Harry is round.",0,"If it is poor, then it will be the wolf. "
"If the wolf is poor, then Harry is round.",0,"If it is poor, then it will be the wolf. "
the crocodile is angry and the rabbit is not reckless.,0,"If it is angry, then it will be the crocodile. "
"If Dave is not small, then the bald eagle is rough.",0,"If it is not small, then it will be Dave. "
"If Dave is not small, then the bald eagle is rough.",0,"If it is not small, then it will be Dave. "
"If the dinosaur is not funny, then Gary is not rough.",0,
"If the dinosaur is not funny, then Gary is not rough.",0,"If it is the dinosaur, then it will be funny. "
"If the wolf is heavy, then the squirrel is not rough.",1,"If it is not heavy, then it will be not the wolf."
"If the wolf is heavy, then the squirrel is not rough.",1,"If it is not heavy, then it will be not the wolf."
"If Erin is angry, then the crocodile is horrible.",1,"If it is not angry, then it will be not Erin."
"If Erin is angry, then the crocodile is horrible.",1,"If it is not angry, then it will be not Erin."
"If Erin is angry, then the crocodile is horrible.",1,"If it is not angry, then it will be not Erin."
the squirrel is high and Fiona is cute.,0,"If it is not the squirrel, then it will be high. "
the dog is tired and Charlie is powerful.,0,
the dog is tired and Charlie is powerful.,0,"If it is tired, then it will be the dog. "
Gary is furry and the leopard is bad.,1,"If it is not furry, then it will be not Gary."
"If Alan is not slow, then Erin is small.",1,"If it is slow, then it will be not Alan."
"If Alan is not slow, then Erin is small.",1,"If it is slow, then it will be not Alan."
the squirrel is not boring or the snake is not high.,1,"If it is boring, then it will be not the squirrel."
"If Gary is short, then Harry is smart.",1,"If it is not short, then it will be not Gary."
"If Gary is short, then Harry is smart.",1,"If it is not short, then it will be not Gary."
Charlie is not slow and the bald eagle is big.,1,"If it is slow, then it will be not Charlie."
the snake is not high and Charlie is beautiful.,0,"If it is not the snake, then it will be not high. "
the dinosaur is dull and Anne is angry.,0,"If it is not the dinosaur, then it will be dull. "
"If the dinosaur is strong, then the lion is lovely.",1,"If it is not strong, then it will be not the dinosaur."
"If the dinosaur is strong, then the lion is lovely.",1,"If it is not strong, then it will be not the dinosaur."
"If the lion is not kind, then Fiona is horrible.",0,"If it is the lion, then it will be kind. "
"If the lion is not kind, then Fiona is horrible.",0,"If it is not the lion, then it will be not kind. "
the dinosaur is not sad or the bear is not angry.,1,"If it is sad, then it will be not the dinosaur."
the bald eagle is not powerful or the tiger is sleepy.,0,"If it is not powerful, then it will be the bald eagle. "
"If the dog is clever, then Charlie is not small.",0,
"If the dog is clever, then Charlie is not small.",0,"If it is not the dog, then it will be clever. "
the wolf is slow or the bald eagle is sad.,1,"If it is not slow, then it will be not the wolf."
the lion is not beautiful and Dave is little.,0,"If it is not beautiful, then it will be the lion. "
the leopard is not slow and Charlie is huge.,0,"If it is the leopard, then it will be slow. "
the rabbit is not thin and the dog is big.,0,"If it is not the rabbit, then it will be not thin. "
"If the snake is not sad, then Gary is lazy.",0,
"If the snake is not sad, then Gary is lazy.",0,"If it is not the snake, then it will be not sad. "
"If Erin is not tired, then the mouse is not poor.",1,"If it is tired, then it will be not Erin."
"If Erin is not tired, then the mouse is not poor.",1,"If it is tired, then it will be not Erin."
"If Anne is not short, then Gary is clever.",1,"If it is short, then it will be not Anne."
"If Anne is not short, then Gary is clever.",1,"If it is short, then it will be not Anne."
"If the rabbit is not wealthy, then Bob is big.",1,"If it is wealthy, then it will be not the rabbit."
"If the rabbit is not wealthy, then Bob is big.",1,"If it is wealthy, then it will be not the rabbit."
"If the rabbit is not rough, then Fiona is not big.",1,"If it is rough, then it will be not the rabbit."
"If the rabbit is not rough, then Fiona is not big.",1,"If it is rough, then it will be not the rabbit."
the mouse is rough or the dog is clever.,0,"If it is rough, then it will be the mouse. "
the cat is powerful.,0,"If it is the cat, then it will be not powerful. "
the cat is powerful.,0,"If it is not the cat, then it will be powerful. "
"If the mouse is beautiful, then Charlie is kind.",0,"If it is beautiful, then it will be the mouse. "
"If the mouse is beautiful, then Charlie is kind.",0,"If it is beautiful, then it will be the mouse. "
the lion is not big or the bear is not sad.,1,"If it is big, then it will be not the lion."
Erin is powerful or the bear is not thin.,1,"If it is not powerful, then it will be not Erin."
the cat is kind and the snake is not beautiful.,0,
"If the cat is not wealthy, then the mouse is rough.",0,"If it is not wealthy, then it will be the cat. "
"If the cat is not wealthy, then the mouse is rough.",0,"If it is not wealthy, then it will be the cat. "
"If Fiona is not sad, then Harry is not smart.",1,"If it is sad, then it will be not Fiona."
"If Fiona is not sad, then Harry is not smart.",1,"If it is sad, then it will be not Fiona."
"If the wolf is poor, then Harry is round.",0,"If it is poor, then it will be the wolf. "
"If the wolf is poor, then Harry is round.",0,"If it is poor, then it will be the wolf. "
"If Bob is kind, then Bob is not strong.",0,"If it is kind, then it will be Bob. "
"If Bob is kind, then Bob is not strong.",0,"If it is kind, then it will be Bob. "
the cat is rough or Anne is not thin.,1,"If it is not rough, then it will be not the cat."
"If Dave is not huge, then the mouse is big.",0,
"If Dave is not huge, then the mouse is big.",0,
"If the tiger is powerful, then the bear is not reckless.",1,"If it is not powerful, then it will be not the tiger."
"If the tiger is powerful, then the bear is not reckless.",1,"If it is not powerful, then it will be not the tiger."
"If the mouse is bad, then Dave is awful.",1,"If it is not bad, then it will be not the mouse."
"If the mouse is bad, then Dave is awful.",1,"If it is not bad, then it will be not the mouse."
"If the dinosaur is bad, then Bob is not heavy.",0,"If it is not the dinosaur, then it will be bad. "
"If the dinosaur is bad, then Bob is not heavy.",0,
the squirrel is smart and Bob is not horrible.,1,"If it is not smart, then it will be not the squirrel."
Alan is thin and Gary is not poor.,0,"If it is not Alan, then it will be thin. "
"If the bald eagle is not rough, then the mouse is not strong.",0,"If it is not the bald eagle, then it will be not rough. "
"If the bald eagle is not rough, then the mouse is not strong.",0,"If it is the bald eagle, then it will be rough. "
Erin is not lovely and Charlie is slow.,1,"If it is lovely, then it will be not Erin."
"If Bob is not thin, then Fiona is not sad.",0,"If it is Bob, then it will be thin. "
"If Bob is not thin, then Fiona is not sad.",0,"If it is not thin, then it will be Bob. "
the crocodile is clever and the squirrel is small.,0,"If it is clever, then it will be the crocodile. "
the mouse is not powerful and the bald eagle is not huge.,0,"If it is not powerful, then it will be the mouse. "
"If the rabbit is not wealthy, then Bob is big.",0,"If it is not wealthy, then it will be the rabbit. "
"If the rabbit is not wealthy, then Bob is big.",0,"If it is not wealthy, then it will be the rabbit. "
"If Gary is not nice, then the tiger is not dull.",0,
"If Gary is not nice, then the tiger is not dull.",0,"If it is Gary, then it will be nice. "
"If the lion is rough, then the snake is not lazy.",1,"If it is not rough, then it will be not the lion."
"If the lion is rough, then the snake is not lazy.",1,"If it is not rough, then it will be not the lion."
"If Bob is sad, then the rabbit is small.",0,"If it is Bob, then it will be not sad. "
"If Bob is sad, then the rabbit is small.",0,
"If Alan is strong, then Charlie is not reckless.",1,"If it is not strong, then it will be not Alan."
"If Alan is strong, then Charlie is not reckless.",1,"If it is not strong, then it will be not Alan."
the bear is lazy or Alan is not angry.,1,"If it is not lazy, then it will be not the bear."
the dinosaur is not beautiful or Dave is not round.,0,"If it is not the dinosaur, then it will be not beautiful. "
"If the dinosaur is heavy, then the rabbit is angry.",0,"If it is heavy, then it will be the dinosaur. "
"If the dinosaur is heavy, then the rabbit is angry.",0,"If it is the dinosaur, then it will be not heavy. "
"If the dinosaur is heavy, then the rabbit is angry.",0,"If it is heavy, then it will be the dinosaur. "
"If the dinosaur is heavy, then the rabbit is angry.",0,"If it is heavy, then it will be the dinosaur. "
"If the mouse is wealthy, then Gary is not reckless.",0,"If it is wealthy, then it will be the mouse. "
the bald eagle is not poor and Charlie is not lazy.,0,"If it is not poor, then it will be the bald eagle. "
the dinosaur is sleepy or Charlie is small.,1,"If it is not sleepy, then it will be not the dinosaur."
"If Anne is poor, then Gary is not dull.",0,
"If Anne is poor, then Gary is not dull.",0,"If it is poor, then it will be Anne. "
Alan is cute or Dave is heavy.,0,"If it is Alan, then it will be not Dave. "
"If Dave is not bad, then Fiona is not boring.",1,"If it is bad, then it will be not Dave."
"If Dave is not bad, then Fiona is not boring.",1,"If it is bad, then it will be not Dave."
the wolf is rough and the tiger is angry.,0,"If it is rough, then it will be the wolf. "
"If the crocodile is not dull, then Harry is reckless.",0,
"If the crocodile is not dull, then Harry is reckless.",0,"If it is not the crocodile, then it will be not dull. "
the wolf is angry.,1,"If it is not angry, then it will be not the wolf."
"If the tiger is not beautiful, then the crocodile is not little.",0,"If it is not beautiful, then it will be the tiger. "
"If the tiger is not beautiful, then the crocodile is not little.",0,"If it is not beautiful, then it will be the tiger. "
Fiona is not high and Anne is not big.,0,
"If the crocodile is thin, then the squirrel is not horrible.",1,"If it is not thin, then it will be not the crocodile."
"If the crocodile is thin, then the squirrel is not horrible.",1,"If it is not thin, then it will be not the crocodile."
Fiona is not high or Anne is not big.,0,
the rabbit is not lovely or the leopard is not short.,0,"If it is not the rabbit, then it will be not lovely. "
Dave is not slow and Gary is rough.,1,"If it is slow, then it will be not Dave."
"If the wolf is not powerful, then Dave is not big.",0,"If it is not powerful, then it will be the wolf. "
"If the wolf is not powerful, then Dave is not big.",0,"If it is not the wolf, then it will be not powerful. "
Dave is not powerful and the crocodile is not lazy.,1,"If it is powerful, then it will be not Dave."
Dave is awful and the bald eagle is not funny.,0,
"If Erin is not angry, then the mouse is lovely.",1,"If it is angry, then it will be not Erin."
"If Erin is not angry, then the mouse is lovely.",1,"If it is angry, then it will be not Erin."
Erin is lovely or the dinosaur is dull.,0,
Dave is awful and the bald eagle is not funny.,1,"If it is not awful, then it will be not Dave."
"If the dinosaur is not sleepy, then the mouse is horrible.",1,"If it is sleepy, then it will be not the dinosaur."
"If the dinosaur is not sleepy, then the mouse is horrible.",1,"If it is sleepy, then it will be not the dinosaur."
the mouse is not lovely or Fiona is beautiful.,1,"If it is lovely, then it will be not the mouse."
"If Anne is not big, then the rabbit is nice.",1,"If it is big, then it will be not Anne."
"If Anne is not big, then the rabbit is nice.",1,"If it is big, then it will be not Anne."
Charlie is not powerful or the crocodile is not kind.,0,"If it is not powerful, then it will be Charlie. "
the bald eagle is not clever or the cat is lazy.,0,
the lion is not small and the cat is furry.,1,"If it is small, then it will be not the lion."
"If Erin is rough, then Charlie is strong.",1,"If it is not rough, then it will be not Erin."
"If Erin is rough, then Charlie is strong.",1,"If it is not rough, then it will be not Erin."
"If Erin is rough, then Charlie is strong.",1,"If it is not rough, then it will be not Erin."
the dinosaur is rough and the squirrel is not clever.,0,"If it is the dinosaur, then it will be not rough. "
"If Fiona is not tired, then the lion is lovely.",0,"If it is Fiona, then it will be tired. "
"If Fiona is not tired, then the lion is lovely.",0,"If it is not tired, then it will be Fiona. "
Dave is wealthy and the crocodile is big.,0,
the dinosaur is huge or Bob is not big.,0,"If it is huge, then it will be the dinosaur. "
"If the crocodile is boring, then the lion is not sleepy.",1,"If it is not boring, then it will be not the crocodile."
"If the crocodile is boring, then the lion is not sleepy.",1,"If it is not boring, then it will be not the crocodile."
Bob is powerful or the leopard is not awful.,0,"If it is powerful, then it will be Bob. "
"If Gary is beautiful, then Harry is not small.",1,"If it is not beautiful, then it will be not Gary."
"If Gary is beautiful, then Harry is not small.",1,"If it is not beautiful, then it will be not Gary."
"If the crocodile is sleepy, then the leopard is not rough.",0,
"If the crocodile is sleepy, then the leopard is not rough.",0,"If it is not the crocodile, then it will be sleepy. "
the bald eagle is not furry or the snake is not poor.,1,"If it is furry, then it will be not the bald eagle."
"If the tiger is not angry, then Dave is lovely.",0,"If it is not angry, then it will be the tiger. "
"If the tiger is not angry, then Dave is lovely.",0,"If it is not angry, then it will be the tiger. "
"If the dinosaur is nice, then the dog is not bad.",0,
"If the dinosaur is nice, then the dog is not bad.",0,
the squirrel is dull or the bald eagle is not tired.,0,"If it is dull, then it will be the squirrel. "
the bald eagle is not smart and Bob is not nice.,0,"If it is the bald eagle, then it will be smart. "
"If the bald eagle is angry, then the dog is not kind.",1,"If it is not angry, then it will be not the bald eagle."
"If the bald eagle is angry, then the dog is not kind.",1,"If it is not angry, then it will be not the bald eagle."
the dog is beautiful or the wolf is quiet.,0,"If it is the dog, then it will be not beautiful. "
the dog is beautiful or the wolf is quiet.,0,"If it is beautiful, then it will be the dog. "
Dave is kind or the wolf is not sad.,1,"If it is kind or the wolf is sad, then it will be not Dave."
"If the rabbit is not reckless, then the squirrel is wealthy.",0,
"If the rabbit is not reckless, then the squirrel is wealthy.",0,"If it is not reckless, then it will be the rabbit. "
"If the dog is horrible, then the bald eagle is not dull.",0,"If it is horrible, then it will be the dog. "
"If the dog is horrible, then the bald eagle is not dull.",0,"If it is horrible, then it will be the dog. "
"If the leopard is not clever, then the wolf is big.",1,"If it is clever, then it will be not the leopard."
"If the leopard is not clever, then the wolf is big.",1,"If it is clever, then it will be not the leopard."
Dave is slow and the bald eagle is not tired.,1,"If it is not slow, then it will be not Dave."
Alan is lazy or the rabbit is not strong.,1,"If it is not lazy, then it will be not Alan."
Fiona is clever and Gary is not sleepy.,0,"If it is not Fiona, then it will be clever. "
Harry is dull and Charlie is thin.,0,
"If Dave is sad, then the lion is not heavy.",1,"If it is not sad, then it will be not Dave."
"If Dave is sad, then the lion is not heavy.",1,"If it is not sad, then it will be not Dave."
the leopard is tiny and Alan is not fierce.,1,"If it is not tiny, then it will be not the leopard."
"If the bald eagle is not high, then the mouse is not dull.",1,"If it is high, then it will be not the bald eagle."
"If the bald eagle is not high, then the mouse is not dull.",1,"If it is high, then it will be not the bald eagle."
"If the mouse is awful, then the bear is not rough.",1,"If it is not awful, then it will be not the mouse."
"If the mouse is awful, then the bear is not rough.",1,"If it is not awful, then it will be not the mouse."
the leopard is not rough and the squirrel is not wealthy.,1,"If it is rough, then it will be not the leopard."
Alan is lazy or the rabbit is not strong.,0,"If it is Alan, then it will be not lazy. "
the snake is not clever or Fiona is not round.,1,"If it is clever, then it will be not the snake."
the leopard is sad and the tiger is poor.,1,"If it is not sad, then it will be not the leopard."
Erin is not beautiful or the cat is dull.,1,"If it is beautiful, then it will be not Erin."
"If the leopard is wealthy, then Bob is not powerful.",0,"If it is wealthy, then it will be the leopard. "
"If the leopard is wealthy, then Bob is not powerful.",0,"If it is the leopard, then it will be not wealthy. "
the wolf is not big and Fiona is strong.,1,"If it is big, then it will be not the wolf."
the rabbit is wealthy and the snake is furry.,1,"If it is not wealthy, then it will be not the rabbit."
"If Harry is fierce, then Dave is tiny.",1,"If it is not fierce, then it will be not Harry."
"If Harry is fierce, then Dave is tiny.",1,"If it is not fierce, then it will be not Harry."
the cat is kind or the snake is not beautiful.,0,
"If the wolf is angry, then the crocodile is not little.",0,"If it is angry, then it will be the wolf. "
"If the wolf is angry, then the crocodile is not little.",0,"If it is angry, then it will be the wolf. "
"If Fiona is slow, then the mouse is not bad.",0,
"If Fiona is slow, then the mouse is not bad.",0,"If it is slow, then it will be Fiona. "
the wolf is sad or the crocodile is not clever.,1,"If it is not sad, then it will be not the wolf."
"If Harry is not dull, then the lion is not lovely.",1,"If it is dull, then it will be not Harry."
"If Harry is not dull, then the lion is not lovely.",1,"If it is dull, then it will be not Harry."
"If the cat is not slow, then the mouse is not small.",0,"If it is not slow, then it will be the cat. "
"If the cat is not slow, then the mouse is not small.",0,"If it is not slow, then it will be the cat. "
"If Charlie is not reckless, then the lion is dull.",1,"If it is reckless, then it will be not Charlie."
"If Charlie is not reckless, then the lion is dull.",1,"If it is reckless, then it will be not Charlie."
"If the rabbit is not strong, then the rabbit is round.",0,"If it is not strong, then it will be the rabbit. "
"If the rabbit is not strong, then the rabbit is round.",0,"If it is not strong, then it will be the rabbit. "
"If Alan is not clever, then the cat is not bad.",1,"If it is clever, then it will be not Alan."
"If Alan is not clever, then the cat is not bad.",1,"If it is clever, then it will be not Alan."
"If the rabbit is dull, then the crocodile is awful.",1,"If it is not dull, then it will be not the rabbit."
"If the rabbit is dull, then the crocodile is awful.",1,"If it is not dull, then it will be not the rabbit."
the lion is dull or the snake is not tired.,0,
"If Alan is bad, then the snake is not poor.",0,"If it is not Alan, then it will be bad. "
"If Alan is bad, then the snake is not poor.",0,"If it is Alan, then it will be not bad. "
Alan is quiet or the bear is rough.,1,"If it is not quiet, then it will be not Alan."
"If the squirrel is not kind, then the dog is huge.",0,
"If the squirrel is not kind, then the dog is huge.",0,
the leopard is not reckless or Dave is not slow.,0,
"If the dinosaur is round, then the rabbit is kind.",1,"If it is not round, then it will be not the dinosaur."
"If the dinosaur is round, then the rabbit is kind.",1,"If it is not round, then it will be not the dinosaur."
the rabbit is strong.,1,
"If the dinosaur is not boring, then Bob is slow.",1,"If it is boring, then it will be not the dinosaur."
"If the dinosaur is not boring, then Bob is slow.",1,"If it is boring, then it will be not the dinosaur."
the dinosaur is beautiful and the crocodile is nice.,1,"If it is not beautiful, then it will be not the dinosaur."
"If the lion is not cute, then the wolf is not powerful.",1,"If it is cute, then it will be not the lion."
"If the lion is not cute, then the wolf is not powerful.",1,"If it is cute, then it will be not the lion."
"If the bear is huge, then the dog is angry.",1,"If it is not huge, then it will be not the bear."
"If the bear is huge, then the dog is angry.",1,"If it is not huge, then it will be not the bear."
"If the bear is huge, then the dog is angry.",1,"If it is not huge, then it will be not the bear."
the crocodile is not huge or the dog is not rough.,0,"If it is the crocodile, then it will be huge. "
"If the lion is not heavy, then the snake is angry.",1,"If it is heavy, then it will be not the lion."
"If the lion is not heavy, then the snake is angry.",1,"If it is heavy, then it will be not the lion."
Dave is not cute or the dinosaur is nice.,0,
"If Gary is nice, then the dinosaur is big.",0,"If it is Gary, then it will be not nice. "
"If Gary is nice, then the dinosaur is big.",0,"If it is Gary, then it will be not nice. "
the bear is horrible and the snake is not clever.,0,"If it is horrible, then it will be the bear. "
"If the mouse is rough, then the mouse is not big.",0,"If it is the mouse, then it will be not rough. "
"If the mouse is rough, then the mouse is not big.",0,"If it is rough, then it will be the mouse. "
the crocodile is dull and the bear is small.,1,"If it is not dull, then it will be not the crocodile."
"If the rabbit is not beautiful, then the dog is clever.",0,
"If the rabbit is not beautiful, then the dog is clever.",0,"If it is not beautiful, then it will be the rabbit. "
Gary is beautiful.,0,"If it is not Gary, then it will be beautiful. "
Charlie is strong.,1,"If it is not strong, then it will be not Charlie."
the bear is not lazy or the squirrel is quiet.,1,"If it is lazy, then it will be not the bear."
the wolf is not little and Charlie is tiny.,1,"If it is little, then it will be not the wolf."
"If the dinosaur is not heavy, then the leopard is not boring.",0,
"If the dinosaur is not heavy, then the leopard is not boring.",0,
"If the bald eagle is not big, then the bear is not smart.",0,"If it is not big, then it will be the bald eagle. "
"If the bald eagle is not big, then the bear is not smart.",0,"If it is not big, then it will be the bald eagle. "
Fiona is not short and the squirrel is not rough.,1,"If it is short, then it will be not Fiona."
Fiona is dull or the tiger is sleepy.,1,"If it is not dull, then it will be not Fiona."
the cat is not tired or the mouse is not rough.,1,"If it is tired, then it will be not the cat."
"If Charlie is not tired, then Charlie is not bad.",0,"If it is not tired, then it will be Charlie. "
"If Charlie is not tired, then Charlie is not bad.",0,"If it is not Charlie, then it will be not tired. "
"If Dave is not wealthy, then the wolf is sad.",1,"If it is wealthy, then it will be not Dave."
"If Dave is not wealthy, then the wolf is sad.",1,"If it is wealthy, then it will be not Dave."
"If Dave is not lovely, then the bald eagle is powerful.",0,"If it is Dave, then it will be lovely. "
"If Dave is not lovely, then the bald eagle is powerful.",0,"If it is not lovely, then it will be Dave. "
the mouse is not cute and the tiger is not smart.,0,"If it is not cute, then it will be the mouse. "
"If the dinosaur is sad, then Gary is wealthy.",1,"If it is not sad, then it will be not the dinosaur."
"If the dinosaur is sad, then Gary is wealthy.",1,"If it is not sad, then it will be not the dinosaur."
"If the rabbit is not big, then Harry is not rough.",0,"If it is not the rabbit, then it will be not big. "
"If the rabbit is not big, then Harry is not rough.",0,"If it is not the rabbit, then it will be not big. "
"If the squirrel is dull, then Erin is not cute.",0,"If it is the squirrel, then it will be not dull. "
"If the squirrel is dull, then Erin is not cute.",0,"If it is not the squirrel, then it will be dull. "
Erin is dull or Fiona is not cute.,1,"If it is not dull, then it will be not Erin."
Anne is not dull or the tiger is nice.,0,"If it is not dull, then it will be Anne. "
"If the mouse is reckless, then the crocodile is not quiet.",1,"If it is not reckless, then it will be not the mouse."
"If the mouse is reckless, then the crocodile is not quiet.",1,"If it is not reckless, then it will be not the mouse."
"If the rabbit is not kind, then the bear is not nice.",0,"If it is the rabbit, then it will be kind. "
"If the rabbit is not kind, then the bear is not nice.",0,"If it is not kind, then it will be the rabbit. "
the rabbit is angry.,1,
the snake is bad or the bear is not bad.,1,"If it is bad, then it will be not the snake is bad or the bear."
"If the squirrel is not poor, then the rabbit is not smart.",1,"If it is poor, then it will be not the squirrel."
"If the squirrel is not poor, then the rabbit is not smart.",1,"If it is poor, then it will be not the squirrel."
Alan is powerful.,0,"If it is not Alan, then it will be powerful. "
the snake is not wealthy and the wolf is sad.,0,
"If the bear is not beautiful, then Charlie is not funny.",0,
"If the bear is not beautiful, then Charlie is not funny.",0,"If it is not the bear, then it will be not beautiful. "
Anne is not little and the squirrel is not wealthy.,1,"If it is little, then it will be not Anne."
"If Alan is not wealthy, then Gary is reckless.",0,"If it is not wealthy, then it will be Alan. "
Alan is not fierce or the tiger is tired.,1,"If it is fierce, then it will be not Alan."
"If Fiona is not heavy, then the mouse is not furry.",0,"If it is Fiona, then it will be heavy. "
Charlie is not angry or Alan is poor.,1,"If it is angry, then it will be not Charlie."
the leopard is not lovely and the bald eagle is heavy.,1,"If it is lovely, then it will be not the leopard."
the lion is tiny or Alan is not clever.,1,"If it is not tiny, then it will be not the lion."
Charlie is not tired or the squirrel is not sleepy.,1,"If it is tired, then it will be not Charlie."
"If the snake is dull, then Gary is dull.",1,"If it is not dull, then it will be not the snake."
"If the snake is dull, then Gary is dull.",1,"If it is not dull, then it will be not the snake."
the dog is not nice and the squirrel is not dull.,1,"If it is nice, then it will be not the dog."
Harry is not high or the bear is rough.,1,"If it is high or the bear is rough, then it will be not Harry."
"If the rabbit is sleepy, then the crocodile is not thin.",0,"If it is sleepy, then it will be the rabbit. "
"If the rabbit is sleepy, then the crocodile is not thin.",0,"If it is sleepy, then it will be the rabbit. "
the mouse is not quiet or Charlie is not sleepy.,1,"If it is quiet, then it will be not the mouse."
the snake is reckless or the bear is not little.,1,"If it is not reckless, then it will be not the snake."
the leopard is tiny and Alan is not fierce.,0,"If it is tiny, then it will be the leopard. "
Fiona is kind or Charlie is powerful.,0,"If it is kind or Charlie is powerful, then it will be Fiona. "
"If the squirrel is not round, then the dog is huge.",1,"If it is round, then it will be not the squirrel."
"If the squirrel is not round, then the dog is huge.",1,"If it is round, then it will be not the squirrel."
Bob is small and the leopard is round.,0,"If it is not Bob, then it will be small. "
Bob is awful or the bear is not kind.,0,"If it is not Bob, then it will be awful. "
Harry is heavy or the wolf is not lovely.,0,"If it is not Harry, then it will be heavy. "
the dinosaur is angry.,1,
Charlie is not sleepy and the mouse is lovely.,1,"If it is sleepy, then it will be not Charlie."
"If Dave is not boring, then the dog is not angry.",1,"If it is boring, then it will be not Dave."
"If Dave is not boring, then the dog is not angry.",1,"If it is boring, then it will be not Dave."
"If Gary is angry, then the dinosaur is sleepy.",0,
"If Gary is angry, then the dinosaur is sleepy.",0,"If it is angry, then it will be Gary. "
"If Gary is angry, then the dinosaur is sleepy.",0,"If it is angry, then it will be Gary. "
Bob is sad and Fiona is dull.,0,"If it is sad, then it will be Bob. "
the leopard is not sad or the lion is poor.,1,"If it is sad, then it will be not the leopard."
"If the bear is sad, then Erin is not wealthy.",0,
"If the bear is sad, then Erin is not wealthy.",0,"If it is sad, then it will be the bear. "
"If Erin is quiet, then Alan is kind.",1,"If it is not quiet, then it will be not Erin."
"If Erin is quiet, then Alan is kind.",1,"If it is not quiet, then it will be not Erin."
Gary is not awful and Harry is reckless.,0,"If it is Gary, then it will be awful. "
Anne is not heavy or the tiger is not beautiful.,0,"If it is not heavy, then it will be Anne. "
Alan is not kind or the dinosaur is kind.,0,
Erin is beautiful and Dave is big.,0,
Erin is beautiful and Dave is big.,0,
Erin is beautiful and Dave is big.,0,
the bald eagle is beautiful and Erin is powerful.,0,"If it is beautiful, then it will be the bald eagle. "
the bald eagle is beautiful and Erin is powerful.,0,"If it is not the bald eagle, then it will be beautiful. "
the bald eagle is beautiful and Erin is powerful.,0,"If it is the bald eagle, then it will be not beautiful. "
"If the rabbit is small, then Alan is reckless.",0,"If it is the rabbit, then it will be not small. "
"If the cat is not smart, then Alan is rough.",1,"If it is smart, then it will be not the cat."
"If the cat is not smart, then Alan is rough.",1,"If it is smart, then it will be not the cat."
"If the crocodile is not kind, then Fiona is kind.",1,"If it is kind, then it will be not the crocodile."
"If the crocodile is not kind, then Fiona is kind.",1,"If it is kind, then it will be not the crocodile."
"If Fiona is bad, then the bear is smart.",1,"If it is not bad, then it will be not Fiona."
"If Fiona is bad, then the bear is smart.",1,"If it is not bad, then it will be not Fiona."
"If the bear is not poor, then Alan is sleepy.",0,"If it is the bear, then it will be poor. "
"If the bear is not poor, then Alan is sleepy.",0,
the crocodile is not slow and the dinosaur is not dull.,1,"If it is slow, then it will be not the crocodile."
"If the rabbit is rough, then the snake is fierce.",0,
"If the rabbit is rough, then the snake is fierce.",0,
Harry is nice or Harry is not huge.,1,"If it is nice or Harry is huge, then it will be not Harry."
"If Charlie is not nice, then the bear is reckless.",1,"If it is nice, then it will be not Charlie."
"If Charlie is not nice, then the bear is reckless.",1,"If it is nice, then it will be not Charlie."
the mouse is wealthy or the dinosaur is powerful.,0,"If it is the mouse, then it will be not wealthy. "
the mouse is wealthy or the dinosaur is powerful.,0,"If it is wealthy, then it will be the mouse. "
the cat is not clever or the dinosaur is not small.,0,"If it is the cat, then it will be clever. "
"If Dave is not dull, then the mouse is bad.",0,
"If Dave is not dull, then the mouse is bad.",0,"If it is not dull, then it will be Dave. "
Harry is not rough and the wolf is not fierce.,0,"If it is not rough, then it will be Harry. "
"If the mouse is angry, then Alan is not fierce.",0,
"If the mouse is angry, then Alan is not fierce.",0,
"If the leopard is strong, then the cat is dull.",1,"If it is not strong, then it will be not the leopard."
"If the leopard is strong, then the cat is dull.",1,"If it is not strong, then it will be not the leopard."
"If the crocodile is quiet, then Bob is furry.",0,"If it is quiet, then it will be the crocodile. "
"If the crocodile is quiet, then Bob is furry.",0,
the dog is not wealthy or the dog is not rough.,1,"If it is wealthy, then it will be not the dog."
Erin is wealthy or the mouse is not sleepy.,0,
"If the cat is not sad, then the snake is not heavy.",0,"If it is the cat, then it will be sad. "
"If the cat is not sad, then the snake is not heavy.",0,"If it is not sad, then it will be the cat. "
"If the bald eagle is thin, then the dog is bad.",0,
"If the bald eagle is thin, then the dog is bad.",0,
"If Anne is tiny, then the mouse is thin.",0,
"If Anne is tiny, then the mouse is thin.",0,"If it is tiny, then it will be Anne. "
the dog is not high or Bob is not short.,0,
"If the bear is nice, then Charlie is quiet.",1,"If it is not nice, then it will be not the bear."
"If the bear is nice, then Charlie is quiet.",1,"If it is not nice, then it will be not the bear."
"If Erin is lazy, then the snake is big.",0,"If it is lazy, then it will be Erin. "
"If Charlie is boring, then the squirrel is big.",0,"If it is boring, then it will be Charlie. "
"If Charlie is boring, then the squirrel is big.",0,"If it is Charlie, then it will be not boring. "
"If the bald eagle is horrible, then Erin is not sleepy.",0,
"If the bald eagle is horrible, then Erin is not sleepy.",0,
the squirrel is bad and the bald eagle is sleepy.,1,"If it is not bad, then it will be not the squirrel."
"If the leopard is slow, then the bear is not thin.",1,"If it is not slow, then it will be not the leopard."
"If the leopard is slow, then the bear is not thin.",1,"If it is not slow, then it will be not the leopard."
the tiger is not clever and the rabbit is cute.,0,"If it is not clever, then it will be the tiger. "
