,Original_Sentence,Parsed_Sentence,LReasoner_generated_positive_samples,Positive_samples_labels
5822,Anne is short and the snake is poor.,(S (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ short)))) (CC and) (S (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (JJ poor)))) (. .)),"If it is not short, then it will be not Anne.",1
5823,Anne is not short and the lion is not clever.,(S (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ short))))) (CC and) (S (NP (DT the) (NN lion)) (VP (VBZ is) (RB not) (ADJP (JJ clever)))) (. .)),"If it is short, then it will be not Anne.",1
5824,Anne is not short and the lion is not clever.,(S (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ short))))) (CC and) (S (NP (DT the) (NN lion)) (VP (VBZ is) (RB not) (ADJP (JJ clever)))) (. .)),"If it is short, then it will be not Anne.",1
5825,Anne is thin and Fiona is not slow.,(S (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ thin)))) (CC and) (S (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ slow)))) (. .)),"If it is not thin, then it will be not Anne.",1
5826,Anne is thin and Fiona is not slow.,(S (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ thin)))) (CC and) (S (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ slow)))) (. .)),"If it is not thin, then it will be not Anne.",1
5827,Anne is not thin and the tiger is not sleepy.,(S (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ thin))))) (CC and) (S (NP (DT the) (NN tiger)) (VP (VBZ is) (RB not) (ADJP (JJ sleepy)))) (. .)),"If it is thin, then it will be not Anne.",1
5828,Anne is not thin and the tiger is not sleepy.,(S (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ thin))))) (CC and) (S (NP (DT the) (NN tiger)) (VP (VBZ is) (RB not) (ADJP (JJ sleepy)))) (. .)),"If it is thin, then it will be not Anne.",1
5829,Anne is little and the squirrel is not dull.,(S (S (NP (NNP Anne)) (VP (VBZ is) (NP (JJ little)))) (CC and) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ dull)))) (. .)),"If it is, then it will be not Anne.",1
5830,Anne is little and the squirrel is not dull.,(S (S (NP (NNP Anne)) (VP (VBZ is) (NP (JJ little)))) (CC and) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ dull)))) (. .)),"If it is, then it will be not Anne.",1
5831,Anne is not little and the squirrel is not wealthy.,(S (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (NP (JJ little)))) (CC and) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ wealthy)))) (. .)),"If it is little, then it will be not Anne.",1
5832,Anne is not little and the squirrel is not wealthy.,(S (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (NP (JJ little)))) (CC and) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ wealthy)))) (. .)),"If it is little, then it will be not Anne.",1
5833,Anne is tiny and the wolf is kind.,(S (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ tiny)))) (CC and) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ kind)))) (. .)),"If it is not tiny, then it will be not Anne.",1
5834,Anne is tiny and the wolf is kind.,(S (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ tiny)))) (CC and) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (ADJP (JJ kind)))) (. .)),"If it is not tiny, then it will be not Anne.",1
5835,Anne is not tiny and Alan is not fierce.,(S (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ tiny)))) (CC and) (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ fierce)))) (. .)),"If it is tiny, then it will be not Anne.",1
5836,Anne is not tiny and Alan is not fierce.,(S (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ tiny)))) (CC and) (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ fierce)))) (. .)),"If it is tiny, then it will be not Anne.",1
5837,Anne is wealthy and the snake is not tired.,(S (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ wealthy)))) (CC and) (S (NP (DT the) (NN snake)) (VP (VBZ is) (RB not) (ADJP (JJ tired)))) (. .)),"If it is not wealthy, then it will be not Anne.",1
5838,Anne is wealthy and the snake is not tired.,(S (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ wealthy)))) (CC and) (S (NP (DT the) (NN snake)) (VP (VBZ is) (RB not) (ADJP (JJ tired)))) (. .)),"If it is not wealthy, then it will be not Anne.",1
5839,Anne is not wealthy and Gary is not awful.,(S (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ wealthy)))) (CC and) (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ awful)))) (. .)),"If it is wealthy, then it will be not Anne.",1
5840,Anne is not wealthy and Gary is not awful.,(S (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ wealthy)))) (CC and) (S (NP (NNP Gary)) (VP (VBZ is) (RB not) (ADJP (JJ awful)))) (. .)),"If it is wealthy, then it will be not Anne.",1
5841,Anne is poor and the dinosaur is tiny.,(S (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ poor)))) (CC and) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ tiny)))) (. .)),"If it is not poor, then it will be not Anne.",1
5842,Anne is poor and the dinosaur is tiny.,(S (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ poor)))) (CC and) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ tiny)))) (. .)),"If it is not poor, then it will be not Anne.",1
5843,Anne is not poor and Fiona is not sleepy.,(S (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ poor)))) (CC and) (S (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ sleepy)))) (. .)),"If it is poor, then it will be not Anne.",1
5844,Anne is not poor and Fiona is not sleepy.,(S (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ poor)))) (CC and) (S (NP (NNP Fiona)) (VP (VBZ is) (RB not) (ADJP (JJ sleepy)))) (. .)),"If it is poor, then it will be not Anne.",1
5845,Anne is dull and Dave is wealthy.,(S (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ dull)))) (CC and) (S (NP (NNP Dave)) (VP (VBZ is) (ADJP (JJ wealthy)))) (. .)),"If it is not dull, then it will be not Anne.",1
5846,Anne is dull and Dave is wealthy.,(S (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ dull)))) (CC and) (S (NP (NNP Dave)) (VP (VBZ is) (ADJP (JJ wealthy)))) (. .)),"If it is not dull, then it will be not Anne.",1
5847,Anne is not dull and the tiger is nice.,(S (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ dull)))) (CC and) (S (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ nice)))) (. .)),"If it is dull, then it will be not Anne.",1
5848,Anne is not dull and the tiger is nice.,(S (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ dull)))) (CC and) (S (NP (DT the) (NN tiger)) (VP (VBZ is) (ADJP (JJ nice)))) (. .)),"If it is dull, then it will be not Anne.",1
5849,Anne is rough and Harry is angry.,(S (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ rough)))) (CC and) (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ angry)))) (. .)),"If it is not rough, then it will be not Anne.",1
5850,Anne is rough and Harry is angry.,(S (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ rough)))) (CC and) (S (NP (NNP Harry)) (VP (VBZ is) (ADJP (JJ angry)))) (. .)),"If it is not rough, then it will be not Anne.",1
5851,Anne is not rough and the crocodile is not high.,(S (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ rough)))) (CC and) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ high)))) (. .)),"If it is rough, then it will be not Anne.",1
5852,Anne is not rough and the crocodile is not high.,(S (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ rough)))) (CC and) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ high)))) (. .)),"If it is rough, then it will be not Anne.",1
5853,Anne is bad and the dog is little.,(S (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ bad)))) (CC and) (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ little)))) (. .)),"If it is not bad, then it will be not Anne.",1
5854,Anne is bad and the dog is little.,(S (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ bad)))) (CC and) (S (NP (DT the) (NN dog)) (VP (VBZ is) (ADJP (JJ little)))) (. .)),"If it is not bad, then it will be not Anne.",1
5855,Anne is not bad and Erin is tiny.,(S (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ bad)))) (CC and) (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ tiny)))) (. .)),"If it is bad, then it will be not Anne.",1
5856,Anne is not bad and Erin is tiny.,(S (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ bad)))) (CC and) (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ tiny)))) (. .)),"If it is bad, then it will be not Anne.",1
5857,Anne is sad and the dinosaur is short.,(S (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ sad)))) (CC and) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ short)))) (. .)),"If it is not sad, then it will be not Anne.",1
5858,Anne is sad and the dinosaur is short.,(S (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ sad)))) (CC and) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ short)))) (. .)),"If it is not sad, then it will be not Anne.",1
5859,Anne is not sad and the crocodile is not smart.,(S (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ sad)))) (CC and) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ smart)))) (. .)),"If it is sad, then it will be not Anne.",1
5860,Anne is not sad and the crocodile is not smart.,(S (S (NP (NNP Anne)) (VP (VBZ is) (RB not) (ADJP (JJ sad)))) (CC and) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ smart)))) (. .)),"If it is sad, then it will be not Anne.",1
5861,Alan is kind and the lion is tired.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ kind)))) (CC and) (S (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (JJ tired)))) (. .)),"If it is not kind, then it will be not Alan.",1
5862,Alan is kind and the lion is tired.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ kind)))) (CC and) (S (NP (DT the) (NN lion)) (VP (VBZ is) (ADJP (JJ tired)))) (. .)),"If it is not kind, then it will be not Alan.",1
5863,Alan is not kind and the dinosaur is kind.,(S (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ kind)))) (CC and) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ kind)))) (. .)),"If it is kind, then it will be not Alan.",1
5864,Alan is not kind and the dinosaur is kind.,(S (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ kind)))) (CC and) (S (NP (DT the) (NN dinosaur)) (VP (VBZ is) (ADJP (JJ kind)))) (. .)),"If it is kind, then it will be not Alan.",1
5865,Alan is quiet and the bear is rough.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ quiet)))) (CC and) (S (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ rough)))) (. .)),"If it is not quiet, then it will be not Alan.",1
5866,Alan is quiet and the bear is rough.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ quiet)))) (CC and) (S (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ rough)))) (. .)),"If it is not quiet, then it will be not Alan.",1
5867,Alan is not quiet and the rabbit is cute.,(S (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ quiet)))) (CC and) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ cute)))) (. .)),"If it is quiet, then it will be not Alan.",1
5868,Alan is not quiet and the rabbit is cute.,(S (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ quiet)))) (CC and) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ cute)))) (. .)),"If it is quiet, then it will be not Alan.",1
5869,Alan is round and the snake is short.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ round)))) (CC and) (S (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (JJ short)))) (. .)),"If it is not round, then it will be not Alan.",1
5870,Alan is round and the snake is short.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ round)))) (CC and) (S (NP (DT the) (NN snake)) (VP (VBZ is) (ADJP (JJ short)))) (. .)),"If it is not round, then it will be not Alan.",1
5871,Alan is not round and the mouse is poor.,(S (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ round)))) (CC and) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ poor)))) (. .)),"If it is round, then it will be not Alan.",1
5872,Alan is not round and the mouse is poor.,(S (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ round)))) (CC and) (S (NP (DT the) (NN mouse)) (VP (VBZ is) (ADJP (JJ poor)))) (. .)),"If it is round, then it will be not Alan.",1
5873,Alan is nice and the bear is fierce.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ nice)))) (CC and) (S (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ fierce)))) (. .)),"If it is not nice, then it will be not Alan.",1
5874,Alan is nice and the bear is fierce.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ nice)))) (CC and) (S (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ fierce)))) (. .)),"If it is not nice, then it will be not Alan.",1
5875,Alan is not nice and the bear is lazy.,(S (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ nice)))) (CC and) (S (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ lazy)))) (. .)),"If it is nice, then it will be not Alan.",1
5876,Alan is not nice and the bear is lazy.,(S (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ nice)))) (CC and) (S (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ lazy)))) (. .)),"If it is nice, then it will be not Alan.",1
5877,Alan is smart and Bob is not sad.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ smart)))) (CC and) (S (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ sad)))) (. .)),"If it is not smart, then it will be not Alan.",1
5878,Alan is smart and Bob is not sad.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ smart)))) (CC and) (S (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ sad)))) (. .)),"If it is not smart, then it will be not Alan.",1
5879,Alan is not smart and the leopard is not heavy.,(S (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ smart)))) (CC and) (S (NP (DT the) (NN leopard)) (VP (VBZ is) (RB not) (ADJP (JJ heavy)))) (. .)),"If it is smart, then it will be not Alan.",1
5880,Alan is not smart and the leopard is not heavy.,(S (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ smart)))) (CC and) (S (NP (DT the) (NN leopard)) (VP (VBZ is) (RB not) (ADJP (JJ heavy)))) (. .)),"If it is smart, then it will be not Alan.",1
5881,Alan is clever and the crocodile is not rough.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ clever)))) (CC and) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ rough)))) (. .)),"If it is not clever, then it will be not Alan.",1
5882,Alan is clever and the crocodile is not rough.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ clever)))) (CC and) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ rough)))) (. .)),"If it is not clever, then it will be not Alan.",1
5883,Alan is not clever and the crocodile is not smart.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ clever))))) (CC and) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ smart)))) (. .)),"If it is clever, then it will be not Alan.",1
5884,Alan is not clever and the crocodile is not smart.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ clever))))) (CC and) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ smart)))) (. .)),"If it is clever, then it will be not Alan.",1
5885,Alan is dull and Charlie is not little.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ dull)))) (CC and) (S (NP (NNP Charlie)) (VP (VBZ is) (RB not) (NP (JJ little)))) (. .)),"If it is not dull, then it will be not Alan.",1
5886,Alan is dull and Charlie is not little.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ dull)))) (CC and) (S (NP (NNP Charlie)) (VP (VBZ is) (RB not) (NP (JJ little)))) (. .)),"If it is not dull, then it will be not Alan.",1
5887,Alan is not dull and Erin is not big.,(S (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ dull)))) (CC and) (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ big)))) (. .)),"If it is dull, then it will be not Alan.",1
5888,Alan is not dull and Erin is not big.,(S (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ dull)))) (CC and) (S (NP (NNP Erin)) (VP (VBZ is) (RB not) (ADJP (JJ big)))) (. .)),"If it is dull, then it will be not Alan.",1
5889,Alan is rough and Bob is not awful.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ rough)))) (CC and) (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ awful))) (. .)),"If it is not rough, then it will be not Alan.",1
5890,Alan is rough and Bob is not awful.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ rough)))) (CC and) (NP (NNP Bob)) (VP (VBZ is) (RB not) (ADJP (JJ awful))) (. .)),"If it is not rough, then it will be not Alan.",1
5891,Alan is not rough and the squirrel is horrible.,(S (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ rough)))) (CC and) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (ADJP (JJ horrible)))) (. .)),"If it is rough, then it will be not Alan.",1
5892,Alan is not rough and the squirrel is horrible.,(S (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ rough)))) (CC and) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (ADJP (JJ horrible)))) (. .)),"If it is rough, then it will be not Alan.",1
5893,Alan is lazy and the rabbit is not strong.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ lazy)))) (CC and) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (RB not) (ADJP (JJ strong)))) (. .)),"If it is not lazy, then it will be not Alan.",1
5894,Alan is lazy and the rabbit is not strong.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ lazy)))) (CC and) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (RB not) (ADJP (JJ strong)))) (. .)),"If it is not lazy, then it will be not Alan.",1
5895,Alan is not lazy and Anne is slow.,(S (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ lazy)))) (CC and) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ slow)))) (. .)),"If it is lazy, then it will be not Alan.",1
5896,Alan is not lazy and Anne is slow.,(S (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ lazy)))) (CC and) (S (NP (NNP Anne)) (VP (VBZ is) (ADJP (JJ slow)))) (. .)),"If it is lazy, then it will be not Alan.",1
5897,Alan is slow and the bald eagle is not furry.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ slow)))) (CC and) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (RB not) (ADJP (JJ furry)))) (. .)),"If it is not slow, then it will be not Alan.",1
5898,Alan is slow and the bald eagle is not furry.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ slow)))) (CC and) (S (NP (DT the) (JJ bald) (NN eagle)) (VP (VBZ is) (RB not) (ADJP (JJ furry)))) (. .)),"If it is not slow, then it will be not Alan.",1
5899,Alan is not slow and the bear is reckless.,(S (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ slow)))) (CC and) (S (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ reckless)))) (. .)),"If it is slow, then it will be not Alan.",1
5900,Alan is not slow and the bear is reckless.,(S (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ slow)))) (CC and) (S (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ reckless)))) (. .)),"If it is slow, then it will be not Alan.",1
5901,Alan is sleepy and Dave is not dull.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ sleepy)))) (CC and) (S (NP (NNP Dave)) (VP (VBZ is) (RB not) (ADJP (JJ dull)))) (. .)),"If it is not sleepy, then it will be not Alan.",1
5902,Alan is sleepy and Dave is not dull.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ sleepy)))) (CC and) (S (NP (NNP Dave)) (VP (VBZ is) (RB not) (ADJP (JJ dull)))) (. .)),"If it is not sleepy, then it will be not Alan.",1
5903,Alan is not sleepy and the cat is not high.,(S (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ sleepy)))) (CC and) (S (NP (DT the) (NN cat)) (VP (VBZ is) (RB not) (ADJP (JJ high)))) (. .)),"If it is sleepy, then it will be not Alan.",1
5904,Alan is not sleepy and the cat is not high.,(S (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ sleepy)))) (CC and) (S (NP (DT the) (NN cat)) (VP (VBZ is) (RB not) (ADJP (JJ high)))) (. .)),"If it is sleepy, then it will be not Alan.",1
5905,Alan is boring and the crocodile is not kind.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ boring)))) (CC and) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ kind)))) (. .)),"If it is not boring, then it will be not Alan.",1
5906,Alan is boring and the crocodile is not kind.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ boring)))) (CC and) (S (NP (DT the) (NN crocodile)) (VP (VBZ is) (RB not) (ADJP (JJ kind)))) (. .)),"If it is not boring, then it will be not Alan.",1
5907,Alan is not boring and Alan is reckless.,(S (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ boring)))) (CC and) (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ reckless)))) (. .)),"If it is boring, then it will be not Alan.",1
5908,Alan is not boring and Alan is reckless.,(S (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ boring)))) (CC and) (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ reckless)))) (. .)),"If it is boring, then it will be not Alan.",1
5909,Alan is tired and the squirrel is not bad.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ tired)))) (CC and) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ bad)))) (. .)),"If it is not tired, then it will be not Alan.",1
5910,Alan is tired and the squirrel is not bad.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ tired)))) (CC and) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ bad)))) (. .)),"If it is not tired, then it will be not Alan.",1
5911,Alan is not tired and Alan is funny.,(S (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ tired)))) (CC and) (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ funny)))) (. .)),"If it is tired, then it will be not Alan.",1
5912,Alan is not tired and Alan is funny.,(S (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ tired)))) (CC and) (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ funny)))) (. .)),"If it is tired, then it will be not Alan.",1
5913,Alan is reckless and the rabbit is poor.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ reckless)))) (CC and) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ poor)))) (. .)),"If it is not reckless, then it will be not Alan.",1
5914,Alan is reckless and the rabbit is poor.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ reckless)))) (CC and) (S (NP (DT the) (NN rabbit)) (VP (VBZ is) (ADJP (JJ poor)))) (. .)),"If it is not reckless, then it will be not Alan.",1
5915,Alan is not reckless and the wolf is not quiet.,(S (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ reckless)))) (CC and) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (RB not) (ADJP (JJ quiet)))) (. .)),"If it is reckless, then it will be not Alan.",1
5916,Alan is not reckless and the wolf is not quiet.,(S (S (NP (NNP Alan)) (VP (VBZ is) (RB not) (ADJP (JJ reckless)))) (CC and) (S (NP (DT the) (NN wolf)) (VP (VBZ is) (RB not) (ADJP (JJ quiet)))) (. .)),"If it is reckless, then it will be not Alan.",1
5917,Alan is furry and the bear is fierce.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ furry)))) (CC and) (S (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ fierce)))) (. .)),"If it is not furry, then it will be not Alan.",1
5918,Alan is furry and the bear is fierce.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ furry)))) (CC and) (S (NP (DT the) (NN bear)) (VP (VBZ is) (ADJP (JJ fierce)))) (. .)),"If it is not furry, then it will be not Alan.",1
5919,Alan is not furry and the squirrel is not lovely.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ furry))))) (CC and) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ lovely)))) (. .)),"If it is furry, then it will be not Alan.",1
5920,Alan is not furry and the squirrel is not lovely.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (RB not) (ADJP (JJ furry))))) (CC and) (S (NP (DT the) (NN squirrel)) (VP (VBZ is) (RB not) (ADJP (JJ lovely)))) (. .)),"If it is furry, then it will be not Alan.",1
5921,Alan is small and Erin is lazy.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ small)))) (CC and) (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ lazy)))) (. .)),"If it is not small, then it will be not Alan.",1
5922,Alan is small and Erin is lazy.,(S (S (NP (NNP Alan)) (VP (VBZ is) (ADJP (JJ small)))) (CC and) (S (NP (NNP Erin)) (VP (VBZ is) (ADJP (JJ lazy)))) (. .)),"If it is not small, then it will be not Alan.",1
